"chars","n"
"𢽚",8
"𣞚",8
"𧰵",8
"𡼐",8
"𢫦",8
"𣲝",8
"𦖳",8
"𮧮",8
"㒮",8
"𡅥",8
"𪢝",8
"𤬊",8
"𧿢",8
"𨨢",8
"吢",8
"䄰",8
"𤨓",8
"𦪟",8
"𪽏",8
"𱧧",8
"𢃇",8
"䕦",8
"㛭",8
"馓",8
"𥁑",8
"䔐",8
"𫒳",8
"𫋮",8
"霻",8
"𢵣",8
"𨩄",8
"𡚸",8
"𩐠",8
"𤣞",8
"𥑍",8
"𣷪",8
"𠟎",8
"礑",8
"𣅡",8
"𡢒",8
"𥞰",8
"𪻆",8
"𡷹",8
"焺",8
"𮔣",8
"𠐐",8
"𬸳",8
"𣂾",8
"𨁓",8
"𪁌",8
"𢾑",8
"𠴆",8
"𠿨",8
"𭐃",8
"𭩇",8
"孢",8
"𦞧",8
"箥",8
"兲",8
"厾",8
"䁟",8
"𡑾",8
"𤔌",8
"𦥊",8
"𠨔",8
"𥛅",8
"𥚨",8
"𥿳",8
"𨟖",8
"𩔈",8
"𣌀",8
"𨙊",8
"𩵓",8
"𩽒",8
"𮉎",8
"椨",8
"𣜤",8
"𩹏",8
"屪",8
"鎟",8
"𦹿",8
"𨭖",8
"𪻳",8
"锰",8
"𥇰",8
"𦔛",8
"旔",8
"𤾢",8
"𠆧",8
"𤯓",8
"婈",8
"𦟱",8
"𪂸",8
"𭉊",8
"𧄽",8
"𧪘",8
"𧰉",8
"𤥝",8
"𣘙",8
"𤁤",8
"𡰯",8
"𢔡",8
"𠵩",8
"𪊒",8
"𡊚",8
"𠅿",8
"𩡘",8
"𣏹",8
"䐦",8
"𩽢",8
"駲",8
"𢝖",8
"岼",8
"㑚",8
"𠿩",8
"䠴",8
"㽏",8
"䴨",8
"㰩",8
"鴵",8
"䞱",8
"巺",8
"𤧊",8
"𣬽",8
"𦐹",8
"䂡",8
"䞛",8
"碿",8
"𩽅",8
"𲀆",8
"𭜔",8
"𭚧",8
"嵄",8
"𭹟",8
"㔓",8
"䊨",8
"𨗥",8
"𤌷",8
"𡐖",8
"𤤧",8
"𧾚",8
"䒓",8
"𬎂",8
"𦂻",8
"𠺣",8
"㳮",8
"㫕",8
"𪎾",8
"𡻋",8
"𤒼",8
"𤅙",8
"𱸙",8
"𱛒",8
"㭀",8
"㯗",8
"𤨵",8
"𡍸",8
"𨛯",8
"𨵻",8
"𣿕",8
"𣅽",8
"䆨",8
"𨷚",8
"䐪",8
"氜",8
"𥔰",8
"𤩕",8
"𧪞",8
"𤦃",8
"𪷸",8
"𨥾",8
"𤫋",8
"𡌂",8
"𱩿",8
"㙹",8
"𩸍",8
"𩸎",8
"𮔫",8
"𤸚",8
"𠎉",8
"瑐",8
"𣙀",8
"䌢",8
"𬊙",8
"𭫠",8
"𢤫",8
"𭕲",8
"𫶈",8
"翗",8
"𤶗",8
"𧋥",8
"䮃",8
"𣊈",8
"䝽",8
"𣍻",8
"䔈",8
"歨",8
"𠠖",8
"𥯀",8
"𬖙",8
"䂠",8
"飸",8
"舙",8
"釞",8
"䂣",8
"䮬",8
"㝊",8
"囜",8
"憄",8
"𤻟",8
"𤽄",8
"𨫛",8
"𢍉",8
"𣎰",8
"𨢇",8
"鎓",8
"𧲖",8
"䟰",8
"瞕",8
"𤸛",8
"㷙",8
"蹽",8
"𧔌",8
"𤺓",8
"糐",8
"䗨",8
"㔜",8
"𢜔",8
"䞖",8
"𩷀",8
"䗟",8
"𭹄",8
"䆦",8
"䙻",8
"䜖",8
"䎲",8
"㩚",8
"㖼",8
"䦞",8
"劰",8
"𨭠",8
"䌉",8
"㜩",8
"𡭃",8
"𪊣",8
"䖛",8
"𢂛",8
"𢏊",8
"珁",8
"妽",8
"𦀖",8
"䦮",8
"𨚩",8
"䬏",8
"䏛",8
"𧏘",8
"𩏜",8
"䙿",8
"㽚",8
"𮬺",8
"櫇",8
"䭶",8
"乴",8
"㐻",8
"刯",8
"劸",8
"勓",8
"㓐",8
"㓯",8
"㕅",8
"𠭰",8
"𢛄",8
"吜",8
"喕",8
"嗠",8
"嚉",8
"㗂",8
"㘐",8
"䝥",8
"㘷",8
"㙝",8
"姲",8
"婖",8
"婡",8
"媹",8
"嬑",8
"嬵",8
"綒",8
"㚬",8
"㚸",8
"㛖",8
"㜍",8
"㝲",8
"㞖",8
"㟊",8
"㡐",8
"𡷧",8
"惍",8
"憈",8
"㤷",8
"㦐",8
"𡸱",8
"㧂",8
"㨤",8
"㩛",8
"㪊",8
"㪞",8
"㪩",8
"㪮",8
"𣋊",8
"桳",8
"橗",8
"㮱",8
"㯬",8
"㯾",8
"㰀",8
"㰈",8
"㰿",8
"㲆",8
"渵",8
"湵",8
"㴁",8
"焎",8
"牊",8
"㷣",8
"㷯",8
"㷵",8
"㸧",8
"㸩",8
"㹆",8
"㹡",8
"㺋",8
"瓎",8
"㽯",8
"盀",8
"盽",8
"㸓",8
"㾘",8
"㾡",8
"㿘",8
"䀔",8
"䁞",8
"䁣",8
"䁫",8
"䁭",8
"碦",8
"䂾",8
"䄥",8
"䅙",8
"䆈",8
"䆜",8
"䆪",8
"䆰",8
"䇅",8
"䇒",8
"箺",8
"粸",8
"糋",8
"䇙",8
"䇛",8
"䈘",8
"䉄",8
"䉏",8
"䉓",8
"䉗",8
"䉯",8
"䊣",8
"䊬",8
"絒",8
"䋳",8
"䌱",8
"䍰",8
"䎏",8
"䎻",8
"膅",8
"䏗",8
"䑻",8
"䒋",8
"䒛",8
"䓐",8
"䔔",8
"䕒",8
"𦭴",8
"虝",8
"䖞",8
"䗑",8
"䗕",8
"褤",8
"䙖",8
"覟",8
"覫",8
"詏",8
"䙸",8
"䚉",8
"䚏",8
"䛂",8
"䛃",8
"䝝",8
"䝳",8
"䞫",8
"䠕",8
"䯡",8
"𧿼",8
"邒",8
"䡪",8
"䣋",8
"䣫",8
"𨛎",8
"𨛮",8
"銾",8
"錌",8
"䤫",8
"䥎",8
"䥠",8
"䦬",8
"隀",8
"䦻",8
"䧃",8
"䧋",8
"䧌",8
"䧔",8
"䧵",8
"䧾",8
"䨅",8
"䨆",8
"䩈",8
"𨻓",8
"䫍",8
"䫚",8
"䫯",8
"䫺",8
"䬕",8
"鴴",8
"䱛",8
"麲",8
"䴶",8
"㾔",8
"𡭽",8
"曱",8
"𤧜",8
"䰳",8
"䏜",8
"敯",8
"䲣",8
"𤵅",8
"㓦",8
"橴",8
"𣳾",8
"𣩼",8
"𤥵",8
"𡐹",8
"𠃥",8
"𨘳",8
"𪻝",8
"𣎶",8
"𢠽",8
"𱩧",8
"𤨬",8
"𱾿",8
"𢛈",8
"𡎘",8
"𡊯",8
"𭭜",8
"𪶥",8
"𧞓",8
"𤤌",8
"𥒜",8
"𬽾",8
"夛",8
"𣅷",8
"𱐢",8
"𱤬",8
"𪻙",8
"𫣭",8
"𪲱",8
"𱚠",8
"𮇹",8
"𮕱",8
"𣇍",8
"𮰀",8
"𲀻",8
"𫻏",8
"𢠘",8
"𭜂",8
"𪼭",8
"𧙣",8
"𣄹",8
"𪆓",8
"𮮜",8
"𩿶",8
"𦔺",8
"𢔹",8
"𢖏",8
"𪏚",8
"𪥎",8
"𨗉",8
"𭺜",8
"𩏕",8
"𪵂",8
"𦴚",8
"𲌸",8
"𦐒",8
"𪰳",8
"𭘐",8
"𩭲",8
"𠗮",8
"𧞃",8
"𢵮",8
"𦉔",8
"𠮳",8
"𠂋",8
"𭂐",8
"𪵃",8
"㠬",8
"𫈐",8
"𩻢",8
"𤁒",7
"𢤀",7
"𣂪",7
"𩜍",7
"𤗇",7
"𨀙",7
"𠧗",7
"撹",7
"倽",7
"塁",7
"弐",7
"𢹍",7
"𤚐",7
"𨪕",7
"𣵻",7
"𩿦",7
"𡿜",7
"𥝣",7
"𤜴",7
"𦓒",7
"𦽦",7
"𡑈",7
"𧼭",7
"𣟸",7
"𧒗",7
"𨌬",7
"𡨛",7
"𢝶",7
"𨨞",7
"𣻟",7
"𤸄",7
"𣍿",7
"渓",7
"𦖦",7
"𧘿",7
"𥎪",7
"𦠇",7
"𦾴",7
"𧌩",7
"𢞏",7
"𨡜",7
"𣇁",7
"𤞉",7
"𠣏",7
"𧷬",7
"諚",7
"𢛌",7
"𣤈",7
"𥭲",7
"𥓔",7
"𦞙",7
"𪆼",7
"𠀤",7
"㔚",7
"𡡅",7
"𨻽",7
"𩑌",7
"䓨",7
"𩷫",7
"竐",7
"𨄂",7
"𩳌",7
"㹰",7
"㷘",7
"𡍦",7
"𨓭",7
"𧴦",7
"𡱒",7
"𦚖",7
"㟖",7
"𤰖",7
"䳊",7
"𨳨",7
"𥳼",7
"𡝻",7
"䎜",7
"𥜊",7
"𢑁",7
"𠻗",7
"𩒡",7
"吖",7
"𥪦",7
"宺",7
"柼",7
"徚",7
"𠎄",7
"䟳",7
"𢄭",7
"𣬼",7
"𦐢",7
"贘",7
"𢍂",7
"䜂",7
"𤍤",7
"魐",7
"㯦",7
"𧸃",7
"𨍎",7
"䓫",7
"𡼂",7
"𤽺",7
"𥯙",7
"碵",7
"㒘",7
"𠐒",7
"䆙",7
"𧞻",7
"𤃁",7
"𤩎",7
"㻥",7
"煱",7
"𦪗",7
"𡨾",7
"𠌽",7
"𦅃",7
"𨧿",7
"㠼",7
"𣾢",7
"竓",7
"𣲣",7
"𥔬",7
"𢘌",7
"𢈎",7
"𥱴",7
"𢟢",7
"𢈱",7
"𢗭",7
"𢌛",7
"𣇋",7
"𨋂",7
"𤧕",7
"𡨼",7
"㓌",7
"𥧹",7
"𤉦",7
"𨫌",7
"𧶚",7
"𪎗",7
"𨈚",7
"𦱄",7
"𣆂",7
"䢟",7
"㛾",7
"𠱡",7
"𪗾",7
"𡘑",7
"囲",7
"婰",7
"檪",7
"渋",7
"𥛜",6
"𧶝",6
"𢋊",6
"𭾅",6
"酚",6
"嘜",6
"釈",6
"𤘣",6
"澝",6
"膣",6
"𡂒",6
"𤲙",6
"𦑛",6
"𪄿",6
"𨮔",6
"靝",6
"𣭙",6
"𡑆",6
"𦪊",6
"𨻧",6
"𣌿",6
"哟",6
"瓩",6
"蹾",6
"𨮾",6
"䲡",6
"朆",6
"𩋢",6
"𩖴",6
"𩤸",6
"𩹮",6
"𣥜",6
"𨓴",6
"𤩲",6
"桤",6
"䦉",6
"𤂌",6
"𡨩",6
"𡶁",6
"𠴢",6
"𤬓",6
"𥩰",6
"屲",6
"𢟈",6
"𠾐",6
"𨪷",6
"爠",6
"𨹟",6
"𧭉",6
"𧲧",6
"𧡴",6
"𩆜",6
"鋱",6
"舯",6
"𢘐",6
"𧊕",6
"泶",6
"𦹡",6
"兿",6
"𤣓",6
"𧌉",6
"𩊊",6
"𡌖",6
"𠦚",6
"𪨣",6
"𥐦",6
"㭎",6
"𤢂",6
"䦢",6
"𥃽",6
"𥇟",6
"𥉜",6
"𩈅",6
"𣜭",6
"𪨱",6
"𡓗",6
"𢸧",6
"𥫫",6
"𤉬",6
"𥰯",6
"𩍍",6
"鏫",6
"𠲎",6
"𫚖",6
"𭘜",6
"纼",6
"𨐆",6
"𠧴",6
"𤩽",6
"𣽞",6
"𨙼",6
"𪻞",6
"𠸎",6
"𩴹",6
"𥓘",6
"𣘹",6
"讻",6
"𧍮",6
"𧔟",6
"𥗑",6
"𬈑",6
"𡹙",6
"𢹞",6
"𢬗",6
"𨋾",6
"鱽",6
"𡨂",6
"𣤫",6
"𦿄",6
"𩿱",6
"灰",6
"皨",6
"𩻂",6
"𠝦",6
"𡞒",6
"𣃶",6
"𥓮",6
"䬩",6
"𣏟",6
"𨹺",6
"𡎁",6
"𤑱",6
"𦅂",6
"𧧻",6
"鞷",6
"㩷",6
"𥼴",6
"溌",6
"醗",6
"嬶",6
"𣁳",6
"𢟯",6
"𬽲",6
"𪑶",6
"𠸆",6
"𢑩",6
"𨟦",6
"𤕌",6
"𢔔",6
"𣐼",6
"𬡫",6
"簗",6
"𥿧",6
"胩",6
"茓",6
"𮒗",6
"𡸠",6
"𧍃",6
"𦃪",6
"𤺆",6
"𩅀",6
"𧋐",6
"𧐎",6
"钚",6
"𩸆",6
"𦶟",6
"湚",6
"𧮼",6
"𣢖",6
"渕",6
"𧩰",6
"𦾨",6
"辁",6
"𧅴",6
"𫠜",6
"𫥼",6
"𬸦",6
"𩧆",6
"𤝞",6
"𪎕",6
"𣭮",6
"𡯎",6
"𥐙",6
"𩒎",6
"𢉴",6
"𩷨",6
"𡏻",6
"𠝶",6
"𦾶",6
"𱯋",6
"𭖮",6
"𮉞",6
"𭸛",6
"𢕟",6
"𮍩",6
"𪰍",6
"𣍾",6
"𧊳",6
"𧍡",6
"𠻴",6
"䣗",6
"叝",6
"挗",6
"𠴞",6
"𠷑",6
"𦟂",6
"𡩴",6
"𫋴",6
"𢲼",6
"钭",6
"𦎰",6
"𩮺",6
"𨆍",6
"𨤏",6
"𣷣",6
"𧻺",6
"𠯜",6
"𦨼",6
"癋",6
"銨",6
"𨉶",6
"裥",6
"䭋",6
"𡓭",6
"𣜏",6
"莰",6
"𬡜",6
"𩑭",6
"𧎐",6
"𥝖",6
"𦌎",6
"𭜥",6
"𢷺",6
"𫞶",6
"𣈂",6
"𨴻",6
"鲳",6
"𤊄",6
"梾",6
"钒",6
"铔",6
"铼",6
"𩢌",6
"𢰲",6
"𢍀",6
"𢔛",6
"𢳝",6
"𠑊",6
"𩔑",6
"𢆓",6
"𠇔",6
"𢸬",6
"梽",6
"𦂾",6
"𧐴",6
"𥠚",6
"𠉯",6
"𭰤",6
"𤟩",6
"溇",6
"𪓙",6
"啋",6
"䠹",6
"㝋",6
"㣠",6
"𨰉",6
"𣛮",6
"𥌈",6
"㞲",6
"𪀣",6
"𧗠",6
"嗲",6
"钋",6
"锑",6
"𡈾",6
"𡋧",6
"喯",6
"𥜃",6
"䨌",6
"𦬓",6
"㣳",6
"㫣",6
"𡋣",6
"𪿪",6
"臜",6
"䐛",6
"䪀",6
"𤾠",6
"灳",6
"𧂩",6
"𨼡",6
"𦬹",6
"𤆑",6
"𤐯",6
"𫔜",6
"鋶",6
"𨨄",6
"𢙘",6
"𨐬",6
"𭎸",6
"𩴂",6
"𥤆",6
"𨞑",6
"𨹏",6
"䇤",6
"𡎲",6
"𡞚",6
"𠼓",6
"鋯",6
"㴹",6
"𢛿",6
"𪄁",6
"𣊡",6
"𩷕",6
"𤚫",6
"𦍞",6
"𪂈",6
"𩬞",6
"𧻍",6
"𧣨",6
"㧜",6
"𦉈",6
"碸",6
"䤝",6
"䦶",6
"𩽁",6
"𩗹",6
"𮮢",6
"锬",6
"鹨",6
"𮜨",6
"𧞣",6
"𬗋",6
"𭥴",6
"𣥨",6
"𥊋",6
"𦑮",6
"𦀘",6
"𢡱",6
"𨆀",6
"𣫐",6
"𦅾",6
"𩹠",6
"𦑜",6
"𠈈",6
"𦜆",6
"𡴂",6
"𩎘",6
"𡷋",6
"𪵰",6
"𮢅",6
"竏",6
"𪁽",6
"𪃃",6
"𣋳",6
"𥩞",6
"𦀈",6
"𡳙",6
"𮊁",6
"镱",6
"𨒏",6
"𪋻",6
"𥃸",6
"𪇀",6
"𤟭",6
"𧽵",6
"𪎼",6
"𡌉",6
"𤡻",6
"𡥷",6
"𥯑",6
"𩒙",6
"𫆅",6
"𡪿",6
"䚬",6
"𤄞",6
"𠴏",6
"𨋚",6
"𥂗",6
"𠦆",6
"𠣓",6
"𦊷",6
"𦲸",6
"𣲫",6
"乪",6
"𣿇",6
"㝦",6
"㙟",6
"𨼊",6
"𣷫",6
"𠊾",6
"𤾭",6
"𩿄",6
"闁",6
"𩏷",6
"𤟯",6
"𥂠",6
"厛",6
"畳",6
"纃",6
"𣐝",6
"𪃬",6
"𨫾",6
"𧛮",6
"𥩟",6
"𡊵",6
"嗪",6
"𮁇",6
"鶳",6
"𤟇",6
"𡍤",6
"𠢮",6
"𡸍",6
"𤕁",6
"𬒀",6
"𡂠",6
"𤃳",6
"𩋪",6
"𤈱",6
"㫉",6
"𨸱",6
"𫑫",6
"𣗏",6
"煶",6
"㩏",6
"䮁",6
"𦮹",6
"𬘁",6
"𤛱",6
"𢯺",6
"㫞",6
"𤐌",6
"𨰰",6
"𥣮",6
"𦴷",6
"嫲",6
"𬄫",6
"𧜖",6
"𦺈",6
"𢱊",6
"𮠄",6
"𡋐",6
"𣉊",6
"𩹝",6
"𤓌",6
"𨥠",6
"𬇠",6
"𦵯",6
"塄",6
"𡯛",6
"𩟃",6
"𩩝",6
"𦓔",6
"𬃪",6
"𠚥",6
"𥭖",6
"𨷻",6
"𩓸",6
"𡥨",6
"𦜉",6
"𥔖",6
"𦩀",6
"𤾫",6
"𠴼",6
"𠵚",6
"𡸢",6
"𣙺",6
"䌊",6
"𥑢",6
"𡋎",6
"𦱟",6
"𢯰",6
"錱",6
"𢝌",6
"糀",6
"哐",6
"倁",6
"㿞",6
"㿤",6
"𡇂",6
"𤽉",6
"𤾣",6
"𤾬",6
"𤿅",6
"𤉖",6
"䛷",6
"𤺪",6
"㘟",6
"𩆌",6
"簲",6
"𤻖",6
"𢰞",6
"𦡊",6
"𪈚",6
"𢖷",6
"𣟳",6
"𤶱",6
"𥱽",6
"𦿝",6
"𫋂",6
"𫾔",6
"𡮙",6
"𥵡",6
"𧙷",6
"𢷊",6
"𢣤",6
"𠐽",6
"𥳠",6
"𩌙",6
"𪚅",6
"肞",6
"疩",6
"𥔋",6
"𣍤",6
"𤣕",6
"𢉛",6
"𫢦",6
"𱿲",6
"𪤨",6
"𠠏",6
"𡼗",6
"㖈",6
"𡏊",6
"𪝴",6
"𭼗",6
"𣽴",6
"𡊜",6
"𥕥",6
"𥨯",6
"𡎤",6
"𢈚",6
"𣜃",6
"㘬",6
"𤈪",6
"𡒳",6
"𫮊",6
"𤁂",6
"𤀤",6
"鿿",6
"𬒔",6
"𨝎",6
"𤒤",6
"𣿩",6
"䙛",6
"𪤠",6
"𡌶",6
"𲁆",6
"𲇖",6
"㟔",6
"𱴻",6
"㳭",6
"䊒",6
"𣢺",6
"𠱔",6
"𩦐",6
"𦑱",6
"𮊺",6
"𡪠",6
"𫙷",6
"𭠌",6
"𡿔",6
"饄",6
"鎾",6
"𫓠",6
"𨪴",6
"𱦵",6
"𬫌",6
"𦐼",6
"𨫷",6
"𪻘",6
"𫜣",6
"𪁈",6
"𩷭",6
"𮛵",6
"𨥤",6
"濐",6
"𤩨",6
"𣻚",6
"俼",6
"𧘌",6
"𥨌",6
"𨦡",6
"𱬂",6
"粫",6
"𥔌",6
"𱖀",6
"𱗎",6
"汈",6
"𫭥",6
"𬏳",6
"𤤦",6
"𨽿",6
"𤐴",6
"𩘎",6
"𪶽",6
"䬺",6
"𩽏",6
"𪶐",6
"𭹨",6
"㐶",6
"峢",6
"焧",6
"䁉",6
"𱮸",6
"𮃼",6
"𩸃",6
"𪁿",6
"𤙭",6
"𩄘",6
"𱮽",6
"𢫻",6
"𩞽",6
"𩼎",6
"𫊶",6
"㷪",6
"㸉",6
"𢺏",6
"澵",6
"㠻",6
"䲫",6
"䋅",6
"㔫",6
"𮥥",6
"𡵃",6
"遤",6
"䲍",6
"𠶧",6
"𠂐",6
"𡦺",6
"𥏃",6
"灻",6
"㴅",6
"㽖",6
"䤱",6
"𢽌",6
"𤲀",6
"㫆",6
"溊",6
"𦉃",6
"𢢨",6
"𤉴",6
"𠇀",6
"兙",6
"㟑",6
"䲆",6
"𣾺",6
"𢯆",6
"䖾",6
"㘔",6
"𩼓",6
"㭽",6
"䶚",6
"㗄",6
"𨼥",6
"𤷡",6
"䆐",6
"䣈",6
"夁",6
"䵡",6
"䰺",6
"𦽲",6
"㪰",6
"㴇",6
"䯆",6
"𠈦",6
"𩍶",6
"㠮",6
"𦰡",6
"䬜",6
"䎾",6
"䯃",6
"烥",6
"㘹",6
"𤀸",6
"𪓺",6
"𢫨",6
"𨈂",6
"𧊷",6
"𩮤",6
"䪃",6
"𢅕",6
"𡿓",6
"㞎",6
"𧛊",6
"𩣥",6
"𨖑",6
"𥊌",6
"𥥸",6
"䧣",6
"𥲽",6
"𩾳",6
"㙿",6
"𪊓",6
"㕝",6
"㤌",6
"䑅",6
"䪄",6
"㙼",6
"㣋",6
"儮",6
"龺",6
"㐴",6
"㑏",6
"㑼",6
"𠍲",6
"㓈",6
"㓧",6
"㔕",6
"㕃",6
"䥚",6
"㕪",6
"㗓",6
"㘛",6
"堻",6
"奦",6
"姀",6
"姯",6
"娢",6
"娮",6
"婅",6
"婒",6
"婛",6
"婝",6
"婨",6
"媝",6
"媩",6
"嫝",6
"嫾",6
"嬂",6
"嬕",6
"嬘",6
"嬨",6
"嬫",6
"孇",6
"㚧",6
"㚱",6
"㚵",6
"㛏",6
"㛝",6
"㛬",6
"㛷",6
"㜋",6
"㜖",6
"㜥",6
"㜦",6
"㜱",6
"宱",6
"㞀",6
"㞅",6
"幊",6
"㞨",6
"㞻",6
"㟈",6
"㟱",6
"徆",6
"㡶",6
"㢄",6
"㣀",6
"㣄",6
"慩",6
"㤒",6
"㤧",6
"㥡",6
"㦋",6
"㦭",6
"擶",6
"㧭",6
"㨼",6
"㩄",6
"斊",6
"㪂",6
"㪕",6
"䐋",6
"椕",6
"樥",6
"樦",6
"檶",6
"歽",6
"㰾",6
"㱉",6
"㱰",6
"㲧",6
"𣥳",6
"沀",6
"浳",6
"渁",6
"瀻",6
"㳪",6
"㳸",6
"㴏",6
"㴪",6
"㴳",6
"㴷",6
"㵻",6
"烅",6
"煭",6
"爜",6
"㷦",6
"㷹",6
"𤆏",6
"𤖣",6
"牞",6
"猄",6
"㹚",6
"㹣",6
"㻕",6
"㽊",6
"㽝",6
"疜",6
"癚",6
"睙",6
"㿆",6
"䀅",6
"䁃",6
"䂁",6
"碂",6
"秚",6
"秹",6
"竎",6
"䂲",6
"䂷",6
"䂼",6
"䅆",6
"䅒",6
"䇈",6
"𥦆",6
"𥨐",6
"箢",6
"簤",6
"糡",6
"䉐",6
"䉘",6
"䊁",6
"䊃",6
"䊏",6
"䊖",6
"䊛",6
"䊰",6
"䊱",6
"縥",6
"聕",6
"䋬",6
"䌀",6
"䌚",6
"䍾",6
"䎋",6
"腟",6
"䏱",6
"萔",6
"䒡",6
"䒬",6
"䓎",6
"䓽",6
"䔙",6
"䕗",6
"䖁",6
"𦯬",6
"虠",6
"蛿",6
"䖎",6
"䖗",6
"䖫",6
"䗄",6
"䗝",6
"䗰",6
"襙",6
"䘘",6
"䙩",6
"覨",6
"覾",6
"詊",6
"謒",6
"謽",6
"䚚",6
"䚪",6
"䛝",6
"賶",6
"軉",6
"䝃",6
"䝊",6
"䞄",6
"䞑",6
"䞝",6
"䞺",6
"䞻",6
"迌",6
"䢢",6
"䢧",6
"䣲",6
"䣷",6
"䤆",6
"銌",6
"閯",6
"䤢",6
"䥉",6
"䥋",6
"鞝",6
"䨉",6
"䨎",6
"䩝",6
"䩧",6
"䪋",6
"䪶",6
"䫑",6
"䭝",6
"𩞕",6
"髚",6
"髱",6
"䭻",6
"䮳",6
"䯐",6
"䰦",6
"䰨",6
"䰬",6
"鮟",6
"䱃",6
"䱫",6
"䱿",6
"䲂",6
"䲉",6
"䴱",6
"䵜",6
"䶇",6
"𡒔",6
"㺴",6
"㗺",6
"敋",6
"䒇",6
"𥼊",6
"𧫡",6
"㼆",6
"𢕲",6
"𪤑",6
"㻃",6
"㬏",6
"𧠵",6
"䯶",6
"䞎",6
"𬑞",6
"𪫪",6
"𡵡",6
"𧜴",6
"𡸯",6
"焹",6
"𨖄",6
"㶱",6
"𤦜",6
"𣏏",6
"𪐘",6
"𫅹",6
"𬻫",6
"𱧈",6
"𩭬",6
"𥤱",6
"𡌆",6
"𭏏",6
"𱢉",6
"𪴑",6
"𪸚",6
"𨦮",6
"㑫",6
"𫵽",6
"𪆙",6
"𭰵",6
"𮡃",6
"𭏝",6
"𬟸",6
"𬎃",6
"𡭪",6
"𧃸",6
"㕵",6
"𭗖",6
"𧠾",6
"𮁈",6
"𡸥",6
"𢹃",6
"𠊙",6
"𪩚",6
"𪰲",6
"𡐞",6
"𤦮",6
"𩂈",6
"𩶗",6
"𪾜",6
"𤒎",6
"㑅",6
"𮗗",6
"𫪦",6
"𨀸",6
"𥣋",6
"𦁹",6
"𧃖",6
"𭖵",6
"𩃖",6
"𮧥",6
"𮭳",6
"乧",6
"㖯",6
"𫒐",6
"𥞵",6
"𱩽",6
"𤼠",6
"𨩿",6
"𡌋",6
"㒣",6
"𭜩",6
"繧",6
"𱖓",6
"𥜇",6
"𤫴",6
"𮂋",6
"𠉇",6
"㭅",6
"𱽯",6
"𭫶",6
"𭵼",6
"𲆂",6
"𨘧",6
"𥨖",6
"𱑽",6
"𮜒",6
"𤵤",6
"𦮝",6
"𪼟",6
"䥹",6
"𭏫",6
"𱰫",6
"𭯤",6
"𥬣",6
"𥇙",6
"𭍺",6
"𭒆",6
"𱧒",6
"𪫮",6
"𭸵",6
"𲊡",6
"𮒑",6
"𨣓",6
"𭭛",6
"𪬴",6
"𪐧",6
"𪰗",6
"𪼆",6
"𢉷",6
"𭲱",6
"𤖠",6
"𠢄",6
"𭎰",6
"𤹂",6
"𭗹",6
"𩽰",6
"𣝲",6
"𦐰",6
"𮃩",6
"𭞍",6
"𥵉",6
"𠅞",6
"榊",6
"𭳧",6
"𭦬",6
"𮐣",6
"𠎶",6
"㔛",6
"㭐",6
"𠆋",6
"𢁎",6
"𦃫",6
"𠮴",6
"𭆼",6
"𮏪",6
"𪷓",6
"𫌊",6
"𠱐",6
"𩅕",6
"𪨔",6
"𪮢",6
"𣋅",6
"𫑼",6
"𫾯",6
"𡉦",6
"喵",5
"𡧅",5
"𣉉",5
"𦰕",5
"𧕠",5
"𤍬",5
"𧳷",5
"𩬿",5
"𩯠",5
"𪄙",5
"𤙘",5
"𠏘",5
"𪘯",5
"𦥶",5
"𡒡",5
"𢀍",5
"𢖸",5
"𢛙",5
"𢢓",5
"𤕬",5
"𤮲",5
"𥑿",5
"𥶔",5
"𦃽",5
"𠉎",5
"𠴑",5
"𡅻",5
"𡡢",5
"𨁃",5
"𤜬",5
"𡠄",5
"𨳫",5
"呒",5
"𥊹",5
"𨵟",5
"𩢔",5
"𡩚",5
"𥟑",5
"𩍕",5
"榀",5
"𢃆",5
"𩮓",5
"𠢯",5
"𣆨",5
"𥺦",5
"𢝄",5
"𢠝",5
"𠨒",5
"𠢚",5
"𢔙",5
"𤯴",5
"𪖔",5
"𩩰",5
"𢢺",5
"𣏨",5
"𨚀",5
"𥭾",5
"𨤃",5
"𥄑",5
"𥙗",5
"𥴠",5
"𧪠",5
"𩅑",5
"𢇬",5
"𣣼",5
"𤌧",5
"𦰟",5
"𢚬",5
"𪀯",5
"𣤲",5
"𩓢",5
"𪋟",5
"𪍭",5
"𩑙",5
"𢋇",5
"𥙁",5
"𢟨",5
"𢾃",5
"𣿳",5
"𥱾",5
"𧀦",5
"𩄋",5
"𪊚",5
"𠒴",5
"𣧶",5
"𧍭",5
"𨘣",5
"𪊘",5
"𠺑",5
"𢊗",5
"𣧏",5
"𨳟",5
"𠉮",5
"𠫯",5
"𡯵",5
"𡻆",5
"𢋧",5
"𣇦",5
"𥎾",5
"𥪜",5
"𦎸",5
"𦺕",5
"𧽲",5
"𨅠",5
"𨋡",5
"𩬳",5
"𩱽",5
"𪇓",5
"𪈦",5
"𠃂",5
"𠲋",5
"𣛚",5
"𣥮",5
"𤯷",5
"𦍅",5
"𦏳",5
"𧳚",5
"𨆆",5
"𨿇",5
"𩞢",5
"𩲨",5
"𪍳",5
"𥺢",5
"𨚿",5
"𣑃",5
"𧨆",5
"𨉯",5
"𨵁",5
"𢫙",5
"𡢤",5
"𥐺",5
"𨚣",5
"𤖔",5
