character,laoguoyin,zhuyin,ipa,codepoint
廚,chu2,ㄔㄨ2,ʈʂʰu2,U+5EDA
廝,si1,ㄙㄭ1,sɨ1,U+5EDD
廟,miau4,ㄇㄧㄠ4,miɑʊ4,U+5EDF
廠,chang3,ㄔㄤ3,ʈʂʰɑŋ3,U+5EE0
廣,guang3,ㄍㄨㄤ3,,U+5EE3
廬,lu2,ㄌㄨ2,lu2,U+5EEC
廳,ting1,ㄊㄧㄥ1,,U+5EF3
廷,ting2,ㄊㄧㄥ2,,U+5EF7
廿,njian4,ㄬㄧㄢ4,ɲiɛn4,U+5EFF
廿,ru5,ㄖㄨ5,ʐu5,U+5EFF
式,shi5,ㄕㄭ5,ʂɨ5,U+5F0F
弒,shi4,ㄕㄭ4,ʂɨ4,U+5F12
弓,gung1,ㄍㄨㄥ1,kʊŋ1,U+5F13
弔,di5,ㄉㄧ5,ti5,U+5F14
弔,diau4,ㄉㄧㄠ4,tiɑʊ4,U+5F14
引,in3,ㄧㄣ3,in3,U+5F15
引,yin3,ㄧㄧㄣ3,,U+5F15
弗,f,ㄈ,f,U+5F17
弗,fu5,ㄈㄨ5,fu5,U+5F17
弘,hung2,ㄏㄨㄥ2,xʊŋ2,U+5F18
弟,di4,ㄉㄧ4,ti4,U+5F1F
弦,xian2,ㄒㄧㄢ2,ɕiɛn2,U+5F26
弱,ro5,ㄖㄛ5,ʐɔ5,U+5F31
張,zhang1,ㄓㄤ1,ʈʂɑŋ1,U+5F35
強,jiang4,ㄐㄧㄤ4,,U+5F37
強,qiang2,ㄑㄧㄤ2,,U+5F37
強,qiang3,ㄑㄧㄤ3,,U+5F37
彀,geu4,ㄍㄡ4,koʊ4,U+5F40
彈,dan4,ㄉㄢ4,tan4,U+5F48
彈,tan2,ㄊㄢ2,tʰan2,U+5F48
彊,jiang1,ㄐㄧㄤ1,,U+5F4A
彊,jiang4,ㄐㄧㄤ4,,U+5F4A
彊,qiang2,ㄑㄧㄤ2,,U+5F4A
彊,qiang3,ㄑㄧㄤ3,,U+5F4A
彌,mi2,ㄇㄧ2,mi2,U+5F4C
彎,wan1,ㄨㄢ1,uan1,U+5F4E
形,xing2,ㄒㄧㄥ2,,U+5F62
彩,cai3,ㄘㄞ3,tsʰaɪ3,U+5F69
彪,biau1,ㄅㄧㄠ1,piɑʊ1,U+5F6A
彬,bin1,ㄅㄧㄣ1,pin1,U+5F6C
彭,pang2,ㄆㄤ2,pʰɑŋ2,U+5F6D
彭,peng2,ㄆㄥ2,pʰəŋ2,U+5F6D
彰,zhang1,ㄓㄤ1,ʈʂɑŋ1,U+5F70
影,ing3,ㄧㄥ3,,U+5F71
影,ying3,ㄧㄧㄥ3,,U+5F71
彴,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+5F74
彷,fang3,ㄈㄤ3,fɑŋ3,U+5F77
彷,pang2,ㄆㄤ2,pʰɑŋ2,U+5F77
彼,bi3,ㄅㄧ3,pi3,U+5F7C
彿,fu5,ㄈㄨ5,fu5,U+5F7F
往,wang3,ㄨㄤ3,,U+5F80
往,wang4,ㄨㄤ4,,U+5F80
待,dai4,ㄉㄞ4,taɪ4,U+5F85
徇,syun2,ㄙㄩㄣ2,,U+5F87
很,hen3,ㄏㄣ3,xən3,U+5F88
律,lyu5,ㄌㄩ5,ly5,U+5F8B
徐,syu2,ㄙㄩ2,sy2,U+5F90
徒,tu2,ㄊㄨ2,tʰu2,U+5F92
得,deo,ㄉㄜ,tɤ,U+5F97
得,deo5,ㄉㄜ5,tɤ5,U+5F97
徘,pai2,ㄆㄞ2,pʰaɪ2,U+5F98
徙,syi3,ㄙㄧ3,si3,U+5F99
從,cung1,ㄘㄨㄥ1,tsʰʊŋ1,U+5F9E
從,cung2,ㄘㄨㄥ2,tsʰʊŋ2,U+5F9E
從,zung4,ㄗㄨㄥ4,tsʊŋ4,U+5F9E
徧,bian4,ㄅㄧㄢ4,piɛn4,U+5FA7
徨,huang2,ㄏㄨㄤ2,,U+5FA8
復,fu5,ㄈㄨ5,fu5,U+5FA9
循,syun2,ㄙㄩㄣ2,,U+5FAA
微,vei2,ㄪㄟ2,ʋeɪ2,U+5FAE
微,vi2,ㄪㄧ2,ʋi2,U+5FAE
微,wei2,ㄨㄟ2,ueɪ2,U+5FAE
徵,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+5FB5
徵,zheng1,ㄓㄥ1,ʈʂəŋ1,U+5FB5
徵,zhi3,ㄓㄭ3,ʈʂɨ3,U+5FB5
德,d,ㄉ,t,U+5FB7
德,de5,ㄉㄝ5,tɛ5,U+5FB7
德,deo5,ㄉㄜ5,tɤ5,U+5FB7
徽,huei1,ㄏㄨㄟ1,xueɪ1,U+5FBD
心,sin1,ㄙㄧㄣ1,sin1,U+5FC3
必,bi5,ㄅㄧ5,pi5,U+5FC5
忐,tan3,ㄊㄢ3,tʰan3,U+5FD0
忑,teo5,ㄊㄜ5,tʰɤ5,U+5FD1
忒,teo5,ㄊㄜ5,tʰɤ5,U+5FD2
忖,cun3,ㄘㄨㄣ3,tsʰuən3,U+5FD6
忘,wang2,ㄨㄤ2,,U+5FD8
忘,wang4,ㄨㄤ4,,U+5FD8
忙,mang2,ㄇㄤ2,mɑŋ2,U+5FD9
忝,tian3,ㄊㄧㄢ3,tʰiɛn3,U+5FDD
忠,zhung1,ㄓㄨㄥ1,ʈʂʊŋ1,U+5FE0
忡,chung1,ㄔㄨㄥ1,ʈʂʰʊŋ1,U+5FE1
快,kuai4,ㄎㄨㄞ4,kʰuaɪ4,U+5FEB
忳,dun4,ㄉㄨㄣ4,tuən4,U+5FF3
忳,tun2,ㄊㄨㄣ2,tʰuən2,U+5FF3
念,nian4,ㄋㄧㄢ4,niɛn4,U+5FF5
念,njian4,ㄬㄧㄢ4,ɲiɛn4,U+5FF5
忽,hu5,ㄏㄨ5,xu5,U+5FFD
忿,fen4,ㄈㄣ4,fən4,U+5FFF
怎,zen3,ㄗㄣ3,tsən3,U+600E
怎,zeo3,ㄗㄜ3,tsɤ3,U+600E
怐,heu4,ㄏㄡ4,xoʊ4,U+6010
怐,jyu4,ㄐㄩ4,tɕy4,U+6010
怒,nu4,ㄋㄨ4,nu4,U+6012
怕,pa4,ㄆㄚ4,pʰa4,U+6015
怕,peo5,ㄆㄜ5,pʰɤ5,U+6015
怚,cu1,ㄘㄨ1,tsʰu1,U+601A
怚,zyu4,ㄗㄩ4,tsy4,U+601A
怜,lian2,ㄌㄧㄢ2,liɛn2,U+601C
怜,ling2,ㄌㄧㄥ2,,U+601C
思,iw,ㄭ,ɨ,U+601D
思,si,ㄙㄭ,sɨ,U+601D
思,si1,ㄙㄭ1,sɨ1,U+601D
怞,yeu2,ㄧㄡ2,iɔʊ2,U+601E
怞,zheu4,ㄓㄡ4,ʈʂoʊ4,U+601E
怠,dai4,ㄉㄞ4,taɪ4,U+6020
怡,yi2,ㄧ2,i2,U+6021
急,ji5,ㄐㄧ5,tɕi5,U+6025
性,sing4,ㄙㄧㄥ4,,U+6027
怪,guai4,ㄍㄨㄞ4,kuaɪ4,U+602A
怫,fei4,ㄈㄟ4,feɪ4,U+602B
怫,fu5,ㄈㄨ5,fu5,U+602B
怯,qie5,ㄑㄧㄝ5,tɕʰiɛ5,U+602F
恁,ren2,ㄖㄣ2,ʐən2,U+6041
恁,ren3,ㄖㄣ3,ʐən3,U+6041
恃,shi4,ㄕㄭ4,ʂɨ4,U+6043
恆,heng2,ㄏㄥ2,xəŋ2,U+6046
恍,huang3,ㄏㄨㄤ3,,U+604D
恐,kung3,ㄎㄨㄥ3,kʰʊŋ3,U+6050
恒,heng2,ㄏㄥ2,xəŋ2,U+6052
恔,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+6054
恔,xiau4,ㄒㄧㄠ4,ɕiɑʊ4,U+6054
恕,shu4,ㄕㄨ4,ʂu4,U+6055
恗,ku1,ㄎㄨ1,kʰu1,U+6057
恗,kua1,ㄎㄨㄚ1,kʰuɑ1,U+6057
恙,yang4,ㄧㄤ4,,U+6059
恢,huei1,ㄏㄨㄟ1,xueɪ1,U+6062
恤,syu5,ㄙㄩ5,sy5,U+6064
恥,chi3,ㄔㄭ3,ʈʂʰɨ3,U+6065
恨,hen4,ㄏㄣ4,xən4,U+6068
恩,en,ㄣ,ən,U+6069
恩,en1,ㄣ1,ən1,U+6069
恫,dung4,ㄉㄨㄥ4,tʊŋ4,U+606B
恫,tung1,ㄊㄨㄥ1,tʰʊŋ1,U+606B
恭,gung1,ㄍㄨㄥ1,kʊŋ1,U+606D
恰,qia5,ㄑㄧㄚ5,tɕʰiɑ5,U+6070
悁,jyuan1,ㄐㄩㄢ1,,U+6081
悁,yuan1,ㄩㄢ1,,U+6081
悃,kun3,ㄎㄨㄣ3,kʰuən3,U+6083
悄,ciau3,ㄘㄧㄠ3,tsʰiɑʊ3,U+6084
悅,yue5,ㄩㄝ5,yɛ5,U+6085
悍,han4,ㄏㄢ4,xan4,U+608D
悚,sung3,ㄙㄨㄥ3,sʊŋ3,U+609A
悟,wu4,ㄨ4,u4,U+609F
悠,yeu1,ㄧㄡ1,iɔʊ1,U+60A0
悠,yeu2,ㄧㄡ2,iɔʊ2,U+60A0
悢,lang3,ㄌㄤ3,lɑŋ3,U+60A2
悢,liang4,ㄌㄧㄤ4,,U+60A2
患,huan4,ㄏㄨㄢ4,xuan4,U+60A3
您,nin2,ㄋㄧㄣ2,nin2,U+60A8
悲,bei1,ㄅㄟ1,peɪ1,U+60B2
悴,cuei4,ㄘㄨㄟ4,tsʰueɪ4,U+60B4
悵,chang4,ㄔㄤ4,ʈʂʰɑŋ4,U+60B5
悶,men4,ㄇㄣ4,mən4,U+60B6
悽,cyi1,ㄘㄧ1,tsʰi1,U+60BD
情,cing,ㄘㄧㄥ,,U+60C5
情,cing2,ㄘㄧㄥ2,,U+60C5
惆,cheu1,ㄔㄡ1,ʈʂʰoʊ1,U+60C6
惆,cheu2,ㄔㄡ2,ʈʂʰoʊ2,U+60C6
惑,hue5,ㄏㄩㄝ5,xyɛ5,U+60D1
惑,hueo5,ㄏㄩㄛ5,xyɔ5,U+60D1
惘,wang3,ㄨㄤ3,,U+60D8
惚,hu5,ㄏㄨ5,xu5,U+60DA
惛,hun1,ㄏㄨㄣ1,xuən1,U+60DB
惡,o5,ㄛ5,ɔ5,U+60E1
惡,wu4,ㄨ4,u4,U+60E1
惦,dian4,ㄉㄧㄢ4,tiɛn4,U+60E6
惰,duo4,ㄉㄨㄛ4,tuɔ4,U+60F0
惱,nau3,ㄋㄠ3,nɑʊ3,U+60F1
想,siang3,ㄙㄧㄤ3,,U+60F3
惶,huang2,ㄏㄨㄤ2,,U+60F6
惹,re3,ㄖㄝ3,ʐɛ3,U+60F9
惹,reo3,ㄖㄜ3,ʐɤ3,U+60F9
惻,ceo5,ㄘㄜ5,tsʰɤ5,U+60FB
愁,cheu2,ㄔㄡ2,ʈʂʰoʊ2,U+6101
愈,yu3,ㄩ3,y3,U+6108
愈,yu4,ㄩ4,y4,U+6108
愉,yu2,ㄩ2,y2,U+6109
愉,yu4,ㄩ4,y4,U+6109
意,yi4,ㄧ4,i4,U+610F
愒,ho5,ㄏㄛ5,xɔ5,U+6112
愒,kai4,ㄎㄞ4,kʰaɪ4,U+6112
愒,qie5,ㄑㄧㄝ5,tɕʰiɛ5,U+6112
愓,dang4,ㄉㄤ4,tɑŋ4,U+6113
愓,yang2,ㄧㄤ2,,U+6113
愕,ng,ㄫ,ŋ,U+6115
愕,ngo5,ㄫㄛ5,ŋɔ5,U+6115
愚,yu2,ㄩ2,y2,U+611A
感,gan3,ㄍㄢ3,kan3,U+611F
愧,kuei3,ㄎㄨㄟ3,kʰueɪ3,U+6127
愧,kuei4,ㄎㄨㄟ4,kʰueɪ4,U+6127
愬,su4,ㄙㄨ4,su4,U+612C
愴,cang4,ㄘㄤ4,tsʰɑŋ4,U+6134
愷,kai3,ㄎㄞ3,kʰaɪ3,U+6137
愾,kai4,ㄎㄞ4,kʰaɪ4,U+613E
愾,xi4,ㄒㄧ4,ɕi4,U+613E
慅,cau3,ㄘㄠ3,tsʰɑʊ3,U+6145
慅,sau1,ㄙㄠ1,sɑʊ1,U+6145
慈,ci2,ㄘㄭ2,tsʰɨ2,U+6148
慊,qian3,ㄑㄧㄢ3,tɕʰiɛn3,U+614A
慊,qie5,ㄑㄧㄝ5,tɕʰiɛ5,U+614A
慊,xian2,ㄒㄧㄢ2,ɕiɛn2,U+614A
態,tai4,ㄊㄞ4,tʰaɪ4,U+614B
慌,huang1,ㄏㄨㄤ1,,U+614C
慎,shen4,ㄕㄣ4,ʂən4,U+614E
慒,zau1,ㄗㄠ1,tsɑʊ1,U+6152
慒,zung2,ㄗㄨㄥ2,tsʊŋ2,U+6152
慕,mu4,ㄇㄨ4,mu4,U+6155
慘,can3,ㄘㄢ3,tsʰan3,U+6158
慚,can2,ㄘㄢ2,tsʰan2,U+615A
慢,man4,ㄇㄢ4,man4,U+6162
慣,guan4,ㄍㄨㄢ4,kuan4,U+6163
慨,kai3,ㄎㄞ3,kʰaɪ3,U+6168
慨,kai4,ㄎㄞ4,kʰaɪ4,U+6168
慮,lyu4,ㄌㄩ4,ly4,U+616E
慶,qiang1,ㄑㄧㄤ1,,U+6176
慶,qing4,ㄑㄧㄥ4,,U+6176
慷,kang1,ㄎㄤ1,kʰɑŋ1,U+6177
慷,kang4,ㄎㄤ4,kʰɑŋ4,U+6177
慾,yu5,ㄩ5,y5,U+617E
憂,yeu1,ㄧㄡ1,iɔʊ1,U+6182
憎,zeng1,ㄗㄥ1,tsəŋ1,U+618E
憐,lian2,ㄌㄧㄢ2,liɛn2,U+6190
憑,ping2,ㄆㄧㄥ2,,U+6191
憔,ciau2,ㄘㄧㄠ2,tsʰiɑʊ2,U+6194
憚,dan4,ㄉㄢ4,tan4,U+619A
憤,fen4,ㄈㄣ4,fən4,U+61A4
憧,chuang2,ㄔㄨㄤ2,,U+61A7
憧,chung1,ㄔㄨㄥ1,ʈʂʰʊŋ1,U+61A7
憫,min3,ㄇㄧㄣ3,min3,U+61AB
憲,xian4,ㄒㄧㄢ4,ɕiɛn4,U+61B2
憸,cian1,ㄘㄧㄢ1,tsʰiɛn1,U+61B8
憸,sian1,ㄙㄧㄢ1,siɛn1,U+61B8
憾,han4,ㄏㄢ4,xan4,U+61BE
懂,dung3,ㄉㄨㄥ3,tʊŋ3,U+61C2
懇,ken3,ㄎㄣ3,kʰən3,U+61C7
應,ing1,ㄧㄥ1,,U+61C9
應,ing4,ㄧㄥ4,,U+61C9
應,ying1,ㄧㄧㄥ1,,U+61C9
應,ying4,ㄧㄧㄥ4,,U+61C9
懊,au4,ㄠ4,ɑʊ4,U+61CA
懍,lin3,ㄌㄧㄣ3,lin3,U+61CD
懦,nuo4,ㄋㄨㄛ4,nuɔ4,U+61E6
懦,ru2,ㄖㄨ2,ʐu2,U+61E6
懶,lan3,ㄌㄢ3,lan3,U+61F6
懷,huai2,ㄏㄨㄞ2,xuaɪ2,U+61F7
懸,xyuan2,ㄒㄩㄢ2,,U+61F8
懺,chan3,ㄔㄢ3,ʈʂʰan3,U+61FA
懺,chan4,ㄔㄢ4,ʈʂʰan4,U+61FA
懼,jyu4,ㄐㄩ4,tɕy4,U+61FC
懽,huan1,ㄏㄨㄢ1,xuan1,U+61FD
懾,she5,ㄕㄝ5,ʂɛ5,U+61FE
懾,zhe5,ㄓㄝ5,ʈʂɛ5,U+61FE
戀,lyuan4,ㄌㄩㄢ4,,U+6200
戇,zhuang4,ㄓㄨㄤ4,,U+6207
戈,go1,ㄍㄛ1,kɔ1,U+6208
戈,ia,ㄧㄚ,iɑ,U+6208
戊,meu4,ㄇㄡ4,moʊ4,U+620A
戊,wu4,ㄨ4,u4,U+620A
戌,syu5,ㄙㄩ5,sy5,U+620C
戍,shu4,ㄕㄨ4,ʂu4,U+620D
戎,rung2,ㄖㄨㄥ2,ʐʊŋ2,U+620E
成,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+6210
我,ngo3,ㄫㄛ3,ŋɔ3,U+6211
我,o3,ㄛ3,ɔ3,U+6211
我,wo3,ㄨㄛ3,uɔ3,U+6211
戒,jiai4,ㄐㄧㄞ4,,U+6212
戔,can2,ㄘㄢ2,tsʰan2,U+6214
戔,zian1,ㄗㄧㄢ1,tsiɛn1,U+6214
或,hue5,ㄏㄩㄝ5,xyɛ5,U+6216
或,hueo5,ㄏㄩㄛ5,xyɔ5,U+6216
戚,cyi5,ㄘㄧ5,tsʰi5,U+621A
戡,kan1,ㄎㄢ1,kʰan1,U+6221
戡,zhen4,ㄓㄣ4,ʈʂən4,U+6221
戥,deng3,ㄉㄥ3,təŋ3,U+6225
截,zie5,ㄗㄧㄝ5,tsiɛ5,U+622A
戭,yan3,ㄧㄢ3,iɛn3,U+622D
戭,yin3,ㄧㄧㄣ3,,U+622D
戰,zhan4,ㄓㄢ4,ʈʂan4,U+6230
戲,xi4,ㄒㄧ4,ɕi4,U+6232
戳,cho5,ㄔㄛ5,ʈʂʰɔ5,U+6233
戴,dai4,ㄉㄞ4,taɪ4,U+6234
戶,hu4,ㄏㄨ4,xu4,U+6236
房,fang2,ㄈㄤ2,fɑŋ2,U+623F
房,pang2,ㄆㄤ2,pʰɑŋ2,U+623F
所,suo3,ㄙㄨㄛ3,suɔ3,U+6240
扁,bian1,ㄅㄧㄢ1,piɛn1,U+6241
扁,bian3,ㄅㄧㄢ3,piɛn3,U+6241
扁,pian1,ㄆㄧㄢ1,pʰiɛn1,U+6241
扃,jyung1,ㄐㄩㄥ1,tɕyŋ1,U+6243
扃,jyung3,ㄐㄩㄥ3,tɕyŋ3,U+6243
扇,shan1,ㄕㄢ1,ʂan1,U+6247
扇,shan4,ㄕㄢ4,ʂan4,U+6247
扉,fei1,ㄈㄟ1,feɪ1,U+6249
手,sheu3,ㄕㄡ3,ʂoʊ3,U+624B
才,cai2,ㄘㄞ2,tsʰaɪ2,U+624D
扎,zha5,ㄓㄚ5,ʈʂa5,U+624E
扒,pa2,ㄆㄚ2,pʰa2,U+6252
打,da3,ㄉㄚ3,ta3,U+6253
打,ding3,ㄉㄧㄥ3,,U+6253
扔,reng1,ㄖㄥ1,ʐəŋ1,U+6254
托,to5,ㄊㄛ5,tʰɔ5,U+6258
扛,kang2,ㄎㄤ2,kʰɑŋ2,U+625B
扢,gai4,ㄍㄞ4,kaɪ4,U+6262
扢,ji5,ㄐㄧ5,tɕi5,U+6262
扣,keu4,ㄎㄡ4,kʰoʊ4,U+6263
扭,njieu3,ㄬㄧㄡ3,ɲiɔʊ3,U+626D
扮,ban4,ㄅㄢ4,pan4,U+626E
扮,fen4,ㄈㄣ4,fən4,U+626E
扯,che3,ㄔㄝ3,ʈʂʰɛ3,U+626F
扯,cheo3,ㄔㄜ3,ʈʂʰɤ3,U+626F
扱,cha5,ㄔㄚ5,ʈʂʰa5,U+6271
扱,xi5,ㄒㄧ5,ɕi5,U+6271
扶,fu2,ㄈㄨ2,fu2,U+6276
批,pi1,ㄆㄧ1,pʰi1,U+6279
扼,eo5,ㄜ5,ɤ5,U+627C
找,hua2,ㄏㄨㄚ2,xuɑ2,U+627E
找,zhau3,ㄓㄠ3,ʈʂɑʊ3,U+627E
承,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+627F
抉,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6289
抉,yue5,ㄩㄝ5,yɛ5,U+6289
把,ba3,ㄅㄚ3,pa3,U+628A
把,ba4,ㄅㄚ4,pa4,U+628A
抌,dan3,ㄉㄢ3,tan3,U+628C
抌,shen3,ㄕㄣ3,ʂən3,U+628C
抌,yeu2,ㄧㄡ2,iɔʊ2,U+628C
抌,zhen1,ㄓㄣ1,ʈʂən1,U+628C
抓,zhau3,ㄓㄠ3,ʈʂɑʊ3,U+6293
抓,zhua1,ㄓㄨㄚ1,ʈʂuɑ1,U+6293
抔,pei1,ㄆㄟ1,pʰeɪ1,U+6294
抔,peu2,ㄆㄡ2,pʰoʊ2,U+6294
投,teu2,ㄊㄡ2,tʰoʊ2,U+6295
抖,deu3,ㄉㄡ3,toʊ3,U+6296
抗,kang4,ㄎㄤ4,kʰɑŋ4,U+6297
折,she5,ㄕㄝ5,ʂɛ5,U+6298
折,zhe5,ㄓㄝ5,ʈʂɛ5,U+6298
折,zheo5,ㄓㄜ5,ʈʂɤ5,U+6298
披,pi1,ㄆㄧ1,pʰi1,U+62AB
抬,tai2,ㄊㄞ2,tʰaɪ2,U+62AC
抵,di3,ㄉㄧ3,ti3,U+62B5
抵,zhi3,ㄓㄭ3,ʈʂɨ3,U+62B5
押,jia5,ㄐㄧㄚ5,tɕiɑ5,U+62BC
押,ya5,ㄧㄚ5,iɑ5,U+62BC
抾,qie5,ㄑㄧㄝ5,tɕʰiɛ5,U+62BE
抾,qyu1,ㄑㄩ1,tɕʰy1,U+62BE
拂,fu5,ㄈㄨ5,fu5,U+62C2
担,dan3,ㄉㄢ3,tan3,U+62C5
担,dan4,ㄉㄢ4,tan4,U+62C5
拆,cheo5,ㄔㄜ5,ʈʂʰɤ5,U+62C6
拈,njian1,ㄬㄧㄢ1,ɲiɛn1,U+62C8
拉,la1,ㄌㄚ1,la1,U+62C9
拉,la5,ㄌㄚ5,la5,U+62C9
拋,pau1,ㄆㄠ1,pʰɑʊ1,U+62CB
拌,ban4,ㄅㄢ4,pan4,U+62CC
拍,peo5,ㄆㄜ5,pʰɤ5,U+62CD
拏,na2,ㄋㄚ2,na2,U+62CF
拐,guai3,ㄍㄨㄞ3,kuaɪ3,U+62D0
拒,jyu4,ㄐㄩ4,tɕy4,U+62D2
拔,ba5,ㄅㄚ5,pa5,U+62D4
拔,pei4,ㄆㄟ4,pʰeɪ4,U+62D4
拖,to1,ㄊㄛ1,tʰɔ1,U+62D6
拗,au4,ㄠ4,ɑʊ4,U+62D7
拘,geu1,ㄍㄡ1,koʊ1,U+62D8
拘,jyu1,ㄐㄩ1,tɕy1,U+62D8
拙,zhue5,ㄓㄩㄝ5,ʈʂyɛ5,U+62D9
拙,zhueo5,ㄓㄩㄛ5,ʈʂyɔ5,U+62D9
拙,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+62D9
拚,fen4,ㄈㄣ4,fən4,U+62DA
拚,pan4,ㄆㄢ4,pʰan4,U+62DA
招,qiau2,ㄑㄧㄠ2,tɕʰiɑʊ2,U+62DB
招,zhau1,ㄓㄠ1,ʈʂɑʊ1,U+62DB
拜,bai4,ㄅㄞ4,paɪ4,U+62DC
括,gua5,ㄍㄨㄚ5,kuɑ5,U+62EC
拯,zheng3,ㄓㄥ3,ʈʂəŋ3,U+62EF
拱,gung3,ㄍㄨㄥ3,kʊŋ3,U+62F1
拳,qyuan2,ㄑㄩㄢ2,,U+62F3
拴,shuan1,ㄕㄨㄢ1,ʂuan1,U+62F4
拼,ping1,ㄆㄧㄥ1,,U+62FC
拽,yi5,ㄧ5,i5,U+62FD
拽,zhuai4,ㄓㄨㄞ4,ʈʂuaɪ4,U+62FD
拾,she5,ㄕㄝ5,ʂɛ5,U+62FE
拾,shi5,ㄕㄭ5,ʂɨ5,U+62FE
拿,na2,ㄋㄚ2,na2,U+62FF
挂,gua4,ㄍㄨㄚ4,kuɑ4,U+6302
指,zhi3,ㄓㄭ3,ʈʂɨ3,U+6307
挌,geo5,ㄍㄜ5,kɤ5,U+630C
挌,ho5,ㄏㄛ5,xɔ5,U+630C
挐,na2,ㄋㄚ2,na2,U+6310
挐,ru2,ㄖㄨ2,ʐu2,U+6310
挑,tau1,ㄊㄠ1,tʰɑʊ1,U+6311
挑,tiau1,ㄊㄧㄠ1,tʰiɑʊ1,U+6311
挖,wa5,ㄨㄚ5,uɑ5,U+6316
挨,ai1,ㄞ1,aɪ1,U+6328
挩,shuei4,ㄕㄨㄟ4,ʂueɪ4,U+6329
挩,tuo5,ㄊㄨㄛ5,tʰuɔ5,U+6329
挪,nuo2,ㄋㄨㄛ2,nuɔ2,U+632A
挫,cuo4,ㄘㄨㄛ4,tsʰuɔ4,U+632B
挺,ting3,ㄊㄧㄥ3,,U+633A
挾,xie5,ㄒㄧㄝ5,ɕiɛ5,U+633E
捄,jieu4,ㄐㄧㄡ4,tɕiɔʊ4,U+6344
捄,jyu1,ㄐㄩ1,tɕy1,U+6344
捄,qieu2,ㄑㄧㄡ2,tɕʰiɔʊ2,U+6344
捆,kun3,ㄎㄨㄣ3,kʰuən3,U+6346
捉,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6349
捋,luo5,ㄌㄨㄛ5,luɔ5,U+634B
捋,lyue5,ㄌㄩㄝ5,lyɛ5,U+634B
捌,ba5,ㄅㄚ5,pa5,U+634C
捎,siau1,ㄙㄧㄠ1,siɑʊ1,U+634E
捏,njie5,ㄬㄧㄝ5,ɲiɛ5,U+634F
捐,jyuan1,ㄐㄩㄢ1,,U+6350
捧,pung3,ㄆㄨㄥ3,pʰʊŋ3,U+6367
捨,she3,ㄕㄝ3,ʂɛ3,U+6368
捨,sheo3,ㄕㄜ3,ʂɤ3,U+6368
捲,jyuan3,ㄐㄩㄢ3,,U+6372
捲,qyuan2,ㄑㄩㄢ2,,U+6372
捶,chuei3,ㄔㄨㄟ3,ʈʂʰueɪ3,U+6376
捷,zie5,ㄗㄧㄝ5,tsiɛ5,U+6377
捺,na5,ㄋㄚ5,na5,U+637A
捽,cu5,ㄘㄨ5,tsʰu5,U+637D
捽,zu5,ㄗㄨ5,tsu5,U+637D
掃,sau3,ㄙㄠ3,sɑʊ3,U+6383
掉,diau4,ㄉㄧㄠ4,tiɑʊ4,U+6389
掊,pau2,ㄆㄠ2,pʰɑʊ2,U+638A
掊,pei2,ㄆㄟ2,pʰeɪ2,U+638A
掊,peu2,ㄆㄡ2,pʰoʊ2,U+638A
掌,zhang3,ㄓㄤ3,ʈʂɑŋ3,U+638C
掐,qia5,ㄑㄧㄚ5,tɕʰiɑ5,U+6390
排,pai2,ㄆㄞ2,pʰaɪ2,U+6392
掘,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6398
掙,zeng4,ㄗㄥ4,tsəŋ4,U+6399
掙,zheng1,ㄓㄥ1,ʈʂəŋ1,U+6399
掛,gua4,ㄍㄨㄚ4,kuɑ4,U+639B
掠,lio5,ㄌㄧㄛ5,liɔ5,U+63A0
採,cai3,ㄘㄞ3,tsʰaɪ3,U+63A1
探,tan4,ㄊㄢ4,tʰan4,U+63A2
接,zie5,ㄗㄧㄝ5,tsiɛ5,U+63A5
控,kung4,ㄎㄨㄥ4,kʰʊŋ4,U+63A7
控,qiang1,ㄑㄧㄤ1,,U+63A7
推,chuei1,ㄔㄨㄟ1,ʈʂʰueɪ1,U+63A8
推,tuei1,ㄊㄨㄟ1,tʰueɪ1,U+63A8
掩,ian3,ㄧㄢ3,iɛn3,U+63A9
掫,zeu1,ㄗㄡ1,tsoʊ1,U+63AB
掫,zheu1,ㄓㄡ1,ʈʂoʊ1,U+63AB
掽,peng4,ㄆㄥ4,pʰəŋ4,U+63BD
揉,reu2,ㄖㄡ2,ʐoʊ2,U+63C9
描,miau2,ㄇㄧㄠ2,miɑʊ2,U+63CF
插,cha5,ㄔㄚ5,ʈʂʰa5,U+63D2
揚,yang2,ㄧㄤ2,,U+63DA
換,huan4,ㄏㄨㄢ4,xuan4,U+63DB
握,wo5,ㄨㄛ5,uɔ5,U+63E1
揣,chuai1,ㄔㄨㄞ1,ʈʂʰuaɪ1,U+63E3
揣,chuai3,ㄔㄨㄞ3,ʈʂʰuaɪ3,U+63E3
揣,duo3,ㄉㄨㄛ3,tuɔ3,U+63E3
揥,di4,ㄉㄧ4,ti4,U+63E5
