source_title,relation,target,template
蚳,alt,𧏔,zh-forms
蚳,alt,𨑉,zh-forms
蚳,alt,𧏁,zh-forms
蚳,alt,𧐏,zh-forms
蛜,alt,𧉅,zh-forms
蛜,alt,𧊰,zh-forms
蛩,alt,𧋳,zh-forms
蛩,alt,𧉨,zh-forms
蛩,alt,𧊡,zh-forms
蛬,zh-see,蛩,zh-see
蛷,alt,𧋛,zh-forms
蜜,alt,𧖅,zh-forms
蝥,alt,蟊,zh-forms
蝥,alt,𧎄,zh-forms
蝥,alt,𧎻,zh-forms
蝥,alt,𧐙,zh-forms
蝥,alt,𧒚,zh-forms
蝨,s,虱,zh-forms
蝨,t2,虱,zh-forms
螿,s,螀,zh-forms
螿,s,螀,zh-forms
螿,alt,蟑,zh-forms
蟀,alt,𧍓,zh-forms
蠈,s,𬠠,zh-forms
蠚,alt,𧊝,zh-forms
蠚,alt,𧍗,zh-forms
蠚,alt,𧍷,zh-forms
豸,alt,廌,zh-forms
豸,alt,𢊁,zh-forms
䖆,alt,𧅼,zh-forms
𧊜,alt,鱷,zh-forms
𧊜,alt,鰐,zh-forms
蟻,s,蚁,zh-forms
蟻,alt,螘,zh-forms
蟻,alt,蛾,zh-forms
蟻,alt,𧕶,zh-forms
珧,alt,䖴,zh-forms
珧,alt,𧎼,zh-forms
蚧,zh-see,蟹,zh-see
蜃,alt,蜄,zh-forms
蜃,alt,𧒏,zh-forms
蜃,alt,𪓧,zh-forms
蜘,alt,鼅,zh-forms
蜘,alt,䵹,zh-forms
蜘,alt,𧐉,zh-forms
蝕,s,蚀,zh-forms
蝕,s,蚀,zh-forms
蝕,alt,𧵳,zh-forms
蝡,t2,蠕,zh-forms
蝡,s,蠕,zh-forms
蝦,s,虾,zh-forms
蝦,alt,鰕,zh-forms
蝦,alt,𧎂,zh-forms
蝦,s,虾,zh-forms
蝦,s,虾,zh-forms
蝦,alt,哈,zh-forms
蝦,alt,㗇,zh-forms
蝦,alt,謑,zh-forms
蝦,alt,𫬗,zh-forms
蝦,s,虾,zh-forms
蝦,alt,孲,zh-forms
蝦,zh-see,霞,zh-see
蝦,zh-see,徦,zh-see
蝮,alt,蝠,zh-forms
蝮,alt,𧐛,zh-forms
螄,s,蛳,zh-forms
蟄,s,蛰,zh-forms
蟘,s,𫋌,zh-forms
蟘,alt,螣,zh-forms
蟘,alt,𧎢,zh-forms
蟘,alt,蟘,zh-forms
蟘,alt,𧑰,zh-forms
蟘,alt,𧈩,zh-forms
蟘,alt,𧈱,zh-forms
蟘,alt,𧈺,zh-forms
蟘,alt,𧎬,zh-forms
蟘,alt,蜮,zh-forms
蟘,alt,𧌒,zh-forms
蟯,s,蛲,zh-forms
蟯,zh-see,擽,zh-see
蠆,s,虿,zh-forms
蠆,alt,䘍,zh-forms
蠆,alt,𧍣,zh-forms
蠆,alt,𧓵,zh-forms
雖,s,虽,zh-forms
雖,alt,𨿽,zh-forms
雖,alt,𧈧,zh-forms
雖,alt,𨾡,zh-forms
雖,s,虽,zh-forms
雖,alt,𧐌,zh-forms
雖,alt,𨾡,zh-forms
雖,s,虽,zh-forms
雖,s,虽,zh-forms
鱄,s,𫚋,zh-forms
䗅,s,𫊪,zh-forms
𧑓,alt,𧉷,zh-forms
𧑓,alt,𧒁,zh-forms
𧑓,alt,𧒑,zh-forms
只,t2,衹,zh-forms
只,t3,祇,zh-forms
只,t4,祗,zh-forms
只,alt,秖,zh-forms
只,alt,茲,zh-forms
只,zh-see,隻,zh-see
只,zh-see,咫,zh-see
只,zh-see,戠,zh-see
綴,s,缀,zh-forms
綴,s,缀,zh-forms
綴,alt,跟,zh-forms
綴,alt,隨,zh-forms
綴,alt,塊,zh-forms
綴,alt,從,zh-forms
綴,alt,掇,zh-forms
綴,alt,兌,zh-forms
綴,s,缀,zh-forms
蚍,alt,𧔆,zh-forms
蚍,alt,𧖈,zh-forms
蚍,alt,𧖎,zh-forms
蚍,alt,𧖕,zh-forms
蚍,alt,𧔯,zh-forms
蛭,alt,𧓳,zh-forms
蛭,alt,虫貭,zh-forms
蛭,alt,𧌼,zh-forms
蜉,alt,𧖚,zh-forms
蜉,alt,𧕰,zh-forms
蜱,alt,𧓎,zh-forms
蝘,alt,𧓱,zh-forms
蝘,alt,𧒛,zh-forms
蝘,alt,𧔦,zh-forms
螘,alt,𧔮,zh-forms
螘,zh-see,蟻,zh-see
蟷,s,𬠅,zh-forms
衁,alt,𧖭,zh-forms
衡,alt,𪉗,zh-forms
衡,alt,𢖍,zh-forms
衡,alt,𧗣,zh-forms
衡,alt,行,zh-forms
衡,alt,拫,zh-forms
衡,alt,恆,zh-forms
衢,alt,衐,zh-forms
表,alt,𧘝,zh-forms
表,alt,𧞧,zh-forms
表,zh-see,錶,zh-see
衺,zh-see,邪,zh-see
衺,zh-see,斜,zh-see
袚,alt,披,zh-forms
袚,alt,破,zh-forms
袚,alt,帗,zh-forms
袚,alt,拔,zh-forms
袚,alt,鈸,zh-forms
袚,alt,佩,zh-forms
袚,alt,珮,zh-forms
袚,alt,斾,zh-forms
袚,alt,鉢,zh-forms
袠,zh-see,帙,zh-see
袠,zh-see,秩,zh-see
袧,alt,𧘤,zh-forms
裝,s,装,zh-forms
裝,alt,𧙜,zh-forms
裝,alt,𧚌,zh-forms
裝,alt,𧚒,zh-forms
裝,alt,衤壯,zh-forms
襁,alt,繈,zh-forms
襁,alt,繦,zh-forms
䘒,zh-see,脧,zh-see
𧖁,zh-see,蠍,zh-see
𧖁,zh-see,蚊,zh-see
喚,s,唤,zh-forms
烓,alt,𧟼,zh-forms
烓,alt,𤌒,zh-forms
緷,s,𦈉,zh-forms
罷,s,罢,zh-forms
罷,alt,𦋼,zh-forms
罷,alt,𧟽,zh-forms
罷,zh-see,吧,zh-see
罷,zh-see,羆,zh-see
罷,zh-see,副,zh-see
袳,alt,袲,zh-forms
裔,alt,𧘉,zh-forms
裔,alt,𧘊,zh-forms
裸,alt,倮,zh-forms
裸,alt,𡑤,zh-forms
裸,alt,臝,zh-forms
裸,alt,𧝹,zh-forms
裸,alt,躶,zh-forms
裸,alt,𦣔,zh-forms
裸,alt,儽,zh-forms
裸,alt,㒩,zh-forms
裸,zh-see,臝,zh-see
襃,zh-see,褒,zh-see
襊,alt,𧜮,zh-forms
襊,alt,𧜱,zh-forms
襟,alt,衿,zh-forms
襟,alt,𥘞,zh-forms
襲,s,袭,zh-forms
襲,alt,𧟟,zh-forms
襲,alt,㦻,zh-forms
襲,alt,𧟛,zh-forms
覛,s,𫌪,zh-forms
覰,s,觑,zh-forms
覰,zh-see,覷,zh-see
診,s,诊,zh-forms
診,alt,𧧂,zh-forms
診,alt,𧦜,zh-forms
診,alt,𧠝,zh-forms
診,alt,𧭉,zh-forms
霸,alt,覇,zh-forms
霸,alt,䩗,zh-forms
霸,alt,𧈉,zh-forms
霸,alt,𧟲,zh-forms
霸,alt,𧟳,zh-forms
霸,alt,𩄤,zh-forms
霸,alt,𣍸,zh-forms
䙔,s,𫋲,zh-forms
廌,alt,豸,zh-forms
廌,alt,𢊁,zh-forms
覥,s,觍,zh-forms
親,s,亲,zh-forms
親,alt,媇,zh-forms
親,alt,𧡘,zh-forms
親,alt,𡩁,zh-forms
親,alt,寴,zh-forms
親,alt,𡪔,zh-forms
親,alt,𢾉,zh-forms
親,alt,𧠍,zh-forms
親,alt,𧠸,zh-forms
親,alt,𧡿,zh-forms
親,s,亲,zh-forms
親,alt,媇,zh-forms
親,alt,𧡘,zh-forms
親,alt,𡩁,zh-forms
親,alt,寴,zh-forms
親,alt,𡪔,zh-forms
親,alt,𢾉,zh-forms
親,alt,𧠍,zh-forms
親,alt,𧠸,zh-forms
親,alt,𧡿,zh-forms
親,zh-see,嚫,zh-see
親,s,亲,zh-forms
覼,s,𫌨,zh-forms
觝,s,抵,zh-forms
觝,alt,𧣎,zh-forms
觝,alt,𧣓,zh-forms
觝,alt,𧣜,zh-forms
觝,alt,𧤲,zh-forms
觝,alt,𧤶,zh-forms
觝,alt,𮗩,zh-forms
觱,alt,啡,zh-forms
觸,s,触,zh-forms
觸,alt,𧢻,zh-forms
訩,s,讻,zh-forms
訩,alt,詾,zh-forms
訩,alt,𧧗,zh-forms
訩,alt,哅,zh-forms
訩,alt,㕳,zh-forms
訩,alt,𧧣,zh-forms
訩,alt,𧦙,zh-forms
訮,alt,詽,zh-forms
詆,s,诋,zh-forms
詒,s,诒,zh-forms
詾,s,讻,zh-forms
誷,s,𫍬,zh-forms
閱,s,阅,zh-forms
閱,t2,閲,zh-forms
䚕,alt,矖,zh-forms
䚩,s,𫌯,zh-forms
䚻,zh-see,謠,zh-see
䚻,zh-see,由,zh-see
䛄,s,𫍠,zh-forms
訴,s,诉,zh-forms
訴,alt,愬,zh-forms
訴,alt,𧩯,zh-forms
訴,alt,𧦡,zh-forms
訴,alt,𧪜,zh-forms
訴,alt,𧫋,zh-forms
訶,s,诃,zh-forms
訶,alt,呵,zh-forms
訶,alt,苛,zh-forms
訶,alt,荷,zh-forms
詑,s,𫍡,zh-forms
詖,s,诐,zh-forms
詖,s,诐,zh-forms
詖,alt,𠱀,zh-forms
詗,s,诇,zh-forms
詢,s,询,zh-forms
詯,s,𬣰,zh-forms
誡,s,诫,zh-forms
誡,alt,戒,zh-forms
諀,alt,啤,zh-forms
諏,s,诹,zh-forms
諏,alt,𧩞,zh-forms
諕,s,𬤀,zh-forms
諜,s,谍,zh-forms
諝,s,谞,zh-forms
諡,zh-see,謚,zh-see
諣,s,𫍩,zh-forms
諥,s,𫍳,zh-forms
諥,alt,𧬤,zh-forms
謑,alt,䜁,zh-forms
謙,s,谦,zh-forms
謻,alt,誃,zh-forms
謻,alt,𠗺,zh-forms
謻,alt,𧩀,zh-forms
謻,zh-see,誃,zh-see
謾,s,谩,zh-forms
譅,alt,𧬃,zh-forms
譶,alt,𧭛,zh-forms
譶,alt,𨑂,zh-forms
譺,s,𬤩,zh-forms
錄,s,录,zh-forms
錄,alt,𧧱,zh-forms
錄,t2,録,zh-forms
錄,zh-see,戮,zh-see
䛽,s,𬤌,zh-forms
䜉,s,𬤘,zh-forms
䜕,alt,𧮇,zh-forms
𧩪,zh-see,謥,zh-see
兕,alt,𧣶,zh-forms
兕,alt,𠒅,zh-forms
兕,alt,咒,zh-forms
兕,alt,𠙃,zh-forms
兕,alt,𠒊,zh-forms
兕,alt,𠒃,zh-forms
兕,alt,𧤄,zh-forms
兕,alt,𩸟,zh-forms
兕,alt,𤉡,zh-forms
兕,alt,𧰽,zh-forms
兕,alt,𧱃,zh-forms
兕,alt,雉,zh-forms
得,alt,㝵,zh-forms
得,alt,淂,zh-forms
得,alt,𠭁,zh-forms
得,alt,𧴫,zh-forms
得,alt,䙷,zh-forms
得,alt,㝶,zh-forms
得,alt,𮙮,zh-forms
猰,alt,䝟,zh-forms
獬,alt,𧴛,zh-forms
畢,s,毕,zh-forms
畢,alt,𤲃,zh-forms
畢,alt,𤲜,zh-forms
畢,alt,罼,zh-forms
畢,alt,𧰆,zh-forms
畢,alt,鏎,zh-forms
畢,alt,魓,zh-forms
詿,s,诖,zh-forms
詿,alt,𧫉,zh-forms
讌,s,䜩,zh-forms
讌,zh-see,宴,zh-see
讜,s,谠,zh-forms
讜,alt,譡,zh-forms
讜,alt,𧩡,zh-forms
讜,alt,𧭢,zh-forms
豆,alt,荳,zh-forms
豑,zh-see,秩,zh-see
豣,zh-see,豜,zh-see
豩,alt,𧲏,zh-forms
豲,alt,獂,zh-forms
豵,s,𫎆,zh-forms
豵,alt,𤡆,zh-forms
豵,alt,𧱭,zh-forms
豵,alt,𧱷,zh-forms
豵,alt,𧲓,zh-forms
貍,zh-see,狸,zh-see
貿,s,贸,zh-forms
貿,alt,佨,zh-forms
賒,s,赊,zh-forms
賒,alt,𧴳,zh-forms
賒,alt,賖,zh-forms
賒,alt,𧶟,zh-forms
䛒,zh-see,辯,zh-see
䝒,alt,𧱛,zh-forms
丁,alt,𠆤,zh-forms
丁,zh-see,叮,zh-see
丁,zh-see,盯,zh-see
丁,zh-see,釘,zh-see
丁,zh-see,靪,zh-see
寡,alt,𧵿,zh-forms
寡,alt,𡩼,zh-forms
寡,alt,𠆣,zh-forms
煉,s,炼,zh-forms
煉,alt,𥒯,zh-forms
煉,alt,𧹯,zh-forms
煉,zh-see,鍊,zh-see
燈,s,灯,zh-forms
膩,s,腻,zh-forms
財,s,财,zh-forms
財,alt,𧴫,zh-forms
財,alt,㒲,zh-forms
貨,s,货,zh-forms
賄,s,贿,zh-forms
賚,s,赉,zh-forms
賦,s,赋,zh-forms
賦,alt,䝾,zh-forms
賭,s,赌,zh-forms
購,s,购,zh-forms
購,alt,𧵈,zh-forms
賾,s,赜,zh-forms
賾,alt,𧶷,zh-forms
贈,s,赠,zh-forms
贈,alt,𧸑,zh-forms
贍,s,赡,zh-forms
贍,alt,澹,zh-forms
贓,t2,贜,zh-forms
贓,s,赃,zh-forms
贓,alt,賍,zh-forms
贓,alt,賘,zh-forms
贕,s,𫧿,zh-forms
贙,alt,𧷠,zh-forms
贙,alt,𧹂,zh-forms
趣,alt,𠮋,zh-forms
趣,alt,𧻃,zh-forms
趣,alt,𧻽,zh-forms
趣,alt,𧼝,zh-forms
趣,alt,𧺥,zh-forms
趨,s,趋,zh-forms
趨,alt,趍,zh-forms
趨,alt,騶,zh-forms
趨,alt,趣,zh-forms
趨,alt,𧻫,zh-forms
趨,alt,𧻬,zh-forms
趨,alt,𨃘,zh-forms
趨,alt,𧼜,zh-forms
躋,s,跻,zh-forms
頂,s,顶,zh-forms
頂,alt,𩠑,zh-forms
䟃,s,𫎺,zh-forms
䟃,alt,𧾋,zh-forms
䟃,s,𫎺,zh-forms
䟃,zh-see,參,zh-see
𧷏,zh-see,𧶠,zh-see
哈,alt,噓,zh-forms
哈,alt,唯,zh-forms
哈,alt,嗄,zh-forms
哈,alt,𨉣,zh-forms
哈,zh-see,歃,zh-see
哈,zh-see,𪘁,zh-see
姙,zh-see,妊,zh-see
射,alt,䠶,zh-forms
射,alt,𢎤,zh-forms
射,alt,𨉛,zh-forms
射,alt,𨈡,zh-forms
旡,zh-see,既,zh-see
服,alt,𦨈,zh-forms
服,alt,𠬝,zh-forms
服,alt,𣍞,zh-forms
服,alt,𦨕,zh-forms
服,alt,𨈞,zh-forms
服,alt,𦩟,zh-forms
牙,alt,𤘈,zh-forms
脛,s,胫,zh-forms
脛,alt,踁,zh-forms
跛,alt,㝿,zh-forms
跛,alt,𤿑,zh-forms
跛,alt,𨈵,zh-forms
跨,alt,𡕒,zh-forms
跨,alt,㐄,zh-forms
踼,alt,𨃠,zh-forms
踼,alt,𨄆,zh-forms
踼,alt,𨆉,zh-forms
蹄,alt,蹏,zh-forms
蹳,s,𫏆,zh-forms
蹸,zh-see,躪,zh-see
躊,s,踌,zh-forms
躊,alt,𨅡,zh-forms
躡,s,蹑,zh-forms
躡,alt,企,zh-forms
軀,s,躯,zh-forms
軀,s,躯,zh-forms
軀,alt,襲,zh-forms
軀,alt,套,zh-forms
軀,alt,須,zh-forms
軉,zh-see,玉,zh-see
顚,zh-see,顛,zh-see
體,s,体,zh-forms
體,alt,体,zh-forms
體,alt,軆,zh-forms
體,alt,躰,zh-forms
䟘,alt,巷,zh-forms
斡,alt,越,zh-forms
斡,zh-see,管,zh-see
瑇,zh-see,玳,zh-see
硨,s,砗,zh-forms
軒,s,轩,zh-forms
軒,alt,䡓,zh-forms
軒,alt,𨍓,zh-forms
軒,alt,𩋱,zh-forms
軘,alt,𨊯,zh-forms
軟,s,软,zh-forms
軟,alt,輭,zh-forms
軟,alt,耎,zh-forms
輅,s,辂,zh-forms
輔,s,辅,zh-forms
輗,s,𫐐,zh-forms
輜,s,辎,zh-forms
輜,alt,輺,zh-forms
輥,s,辊,zh-forms
輬,s,辌,zh-forms
輬,alt,𨍡,zh-forms
輯,s,辑,zh-forms
輹,alt,輻,zh-forms
轆,s,辘,zh-forms
轆,alt,𨌠,zh-forms
轆,alt,𨏔,zh-forms
轆,alt,录,zh-forms
轆,alt,彔,zh-forms
轆,alt,碌,zh-forms
轇,s,𫐖,zh-forms
轍,s,辙,zh-forms
轍,alt,軼,zh-forms
轎,s,轿,zh-forms
轒,s,𮝷,zh-forms
轗,s,𫐘,zh-forms
轗,alt,𨎕,zh-forms
轢,s,轹,zh-forms
䡟,s,𬨌,zh-forms
䡯,alt,𨌪,zh-forms
䡰,zh-see,轂,zh-see
匱,s,匮,zh-forms
匱,alt,㙺,zh-forms
匱,alt,鐀,zh-forms
匱,alt,𬭢,zh-forms
匱,alt,鑎,zh-forms
匱,alt,𨙑,zh-forms
報,s,报,zh-forms
報,alt,𡙈,zh-forms
報,alt,报,zh-forms
報,alt,𨖪,zh-forms
徧,zh-see,遍,zh-see
淸,zh-see,清,zh-see
興,s,兴,zh-forms
興,alt,㒷,zh-forms
興,alt,𢍯,zh-forms
赴,alt,䟔,zh-forms
躓,s,踬,zh-forms
軫,s,轸,zh-forms
軫,alt,𨋎,zh-forms
軫,alt,𨋏,zh-forms
軫,alt,𨏤,zh-forms
輦,s,辇,zh-forms
輦,alt,𨍻,zh-forms
輦,alt,輪,zh-forms
迄,zh-see,彼,zh-see
迾,alt,列,zh-forms
迾,alt,捺,zh-forms
迾,alt,辣,zh-forms
逮,alt,隶,zh-forms
逵,alt,馗,zh-forms
達,s,达,zh-forms
達,alt,𨔬,zh-forms
達,alt,逹,zh-forms
違,s,违,zh-forms
遙,s,遥,zh-forms
遙,t2,遥,zh-forms
遙,alt,姚,zh-forms
遙,alt,邎,zh-forms
遪,alt,𨗘,zh-forms
遮,alt,𨖥,zh-forms
遮,alt,庶,zh-forms
遮,alt,這,zh-forms
遮,alt,這,zh-forms
遮,alt,者,zh-forms
遮,alt,即,zh-forms
遮,alt,則,zh-forms
遮,alt,迹,zh-forms
遮,alt,這,zh-forms
遮,alt,者,zh-forms
遮,alt,隻,zh-forms
遮,alt,呰,zh-forms
遺,s,遗,zh-forms
遺,alt,𨗮,zh-forms
遺,alt,𨗭,zh-forms
遺,alt,𨖽,zh-forms
遺,alt,𨗔,zh-forms
遺,alt,𧸃,zh-forms
遺,alt,𧸯,zh-forms
遺,alt,𧸽,zh-forms
邁,s,迈,zh-forms
還,s,还,zh-forms
隤,s,𬯎,zh-forms
隤,alt,墤,zh-forms
靉,s,叆,zh-forms
𨑭,zh-see,徙,zh-see
𨔛,zh-see,遞,zh-see
敧,zh-see,攲,zh-see
湎,alt,䤄,zh-forms
湎,alt,𩈳,zh-forms
湎,alt,𨟺,zh-forms
湎,alt,沔,zh-forms
邱,alt,丘,zh-forms
郤,zh-see,卻,zh-see
鄂,alt,吅亐阝,zh-forms
鄂,zh-see,諤,zh-see
鄂,zh-see,愕,zh-see
鄂,zh-see,萼,zh-see
鄂,zh-see,堮,zh-see
鄒,s,邹,zh-forms
鄒,alt,鄹,zh-forms
鄒,alt,𨛄,zh-forms
鄒,alt,𨛃,zh-forms
鄒,alt,𨜈,zh-forms
鄒,alt,𨝮,zh-forms
鄜,alt,𨞻,zh-forms
鄜,Han simp:1,𨞻,Han simp
鄩,s,𬩽,zh-forms
鄭,s,郑,zh-forms
鄰,s,邻,zh-forms
鄰,t2,隣,zh-forms
鄰,alt,吅,zh-forms
鄰,alt,阾,zh-forms
鄹,alt,郰,zh-forms
鄹,alt,𨝮,zh-forms
鄹,alt,𨞮,zh-forms
酈,s,郦,zh-forms
酖,zh-see,鴆,zh-see
酖,alt,𨠁,zh-forms
酙,zh-see,斟,zh-see
醝,zh-see,鹺,zh-see
醬,s,酱,zh-forms
醬,alt,𨟻,zh-forms
醬,alt,𤖙,zh-forms
醬,alt,𨡰,zh-forms
醬,alt,𤖕,zh-forms
醬,alt,𨡓,zh-forms
醽,alt,𨤍,zh-forms
䘏,zh-see,恤,zh-see
䴚,s,𮭰,zh-forms
𦙫,alt,鯖,zh-forms
烹,alt,𨢶,zh-forms
烹,alt,𩱋,zh-forms
祭,alt,𥙊,zh-forms
祭,alt,𫞴,zh-forms
祭,alt,𮁨,zh-forms
祭,alt,𮁰,zh-forms
祭,alt,𮁹,zh-forms
祭,alt,𮈏,zh-forms
繩,s,绳,zh-forms
繩,alt,䋲,zh-forms
繩,alt,縄,zh-forms
鈃,s,钘,zh-forms
鈃,alt,銒,zh-forms
鈃,alt,㐩,zh-forms
鈞,s,钧,zh-forms
鉹,alt,𨥌,zh-forms
鉾,zh-see,矛,zh-see
鉾,s,𫓴,zh-forms
銍,s,铚,zh-forms
鋄,zh-see,錽,zh-see
鋦,s,锔,zh-forms
鋦,alt,𨧙,zh-forms
鋦,alt,𨦴,zh-forms
鋦,alt,𨨠,zh-forms
鋦,alt,鋸,zh-forms
鋦,s,锔,zh-forms
鋦,zh-see,焗,zh-see
錘,s,锤,zh-forms
錘,alt,鎚,zh-forms
錘,alt,捶,zh-forms
錘,alt,𨭇,zh-forms
錘,alt,𨪼,zh-forms
錘,alt,𨫻,zh-forms
鍼,zh-see,針,zh-see
鎘,s,镉,zh-forms
鎘,alt,𨭀,zh-forms
鎘,zh-see,鬲,zh-see
鎚,zh-see,錘,zh-see
鏐,s,镠,zh-forms
鏓,alt,鍯,zh-forms
鏓,alt,𨨟,zh-forms
鏓,alt,𨬃,zh-forms
鏦,s,𫓩,zh-forms
鏵,s,铧,zh-forms
鏵,alt,㭉,zh-forms
鏵,alt,釫,zh-forms
鏵,alt,釪,zh-forms
鏵,alt,鋘,zh-forms
鏵,alt,𨫽,zh-forms
鏷,s,镤,zh-forms
鐵,s,铁,zh-forms
鐵,alt,𨬿,zh-forms
鐵,alt,鐡,zh-forms
鐵,alt,𨮯,zh-forms
鐵,alt,𨫓,zh-forms
鐵,alt,銕,zh-forms
鐵,alt,鉄,zh-forms
鐵,alt,䥫,zh-forms
鐵,alt,鋨,zh-forms
鑊,s,镬,zh-forms
鑹,s,镩,zh-forms
鹽,s,盐,zh-forms
鹽,alt,䀋,zh-forms
鹽,alt,𪉹,zh-forms
鹽,alt,𪉩,zh-forms
鹽,alt,塩,zh-forms
鹽,alt,𥂁,zh-forms
鹽,alt,𪉟,zh-forms
鹽,s,盐,zh-forms
鹽,alt,醃,zh-forms
鹽,alt,豉,zh-forms
鹽,alt,漬,zh-forms
䤨,alt,𨥭,zh-forms
䥸,s,𨧮,zh-forms
䥸,alt,𨨮,zh-forms
墜,s,坠,zh-forms
扃,alt,𢇺,zh-forms
扃,alt,𨴀,zh-forms
扃,alt,扄,zh-forms
扃,alt,銄,zh-forms
產,s,产,zh-forms
產,t2,産,zh-forms
誾,s,訚,zh-forms
鈿,s,钿,zh-forms
鈿,s,钿,zh-forms
鈿,alt,錢,zh-forms
鉵,zh-see,鐲,zh-see
銚,s,铫,zh-forms
銚,alt,鑃,zh-forms
銚,alt,𨰑,zh-forms
銚,alt,鋽,zh-forms
鑠,s,铄,zh-forms
開,s,开,zh-forms
開,alt,𫔭,zh-forms
開,alt,䦐,zh-forms
開,alt,𨴉,zh-forms
開,alt,𨳩,zh-forms
開,alt,𨴂,zh-forms
開,alt,𨵹,zh-forms
開,alt,𨶘,zh-forms
開,alt,𨵑,zh-forms
開,s,开,zh-forms
開,s,开,zh-forms
開,s,开,zh-forms
開,alt,嗨,zh-forms
閦,s,𬮥,zh-forms
閦,alt,𨴟,zh-forms
閦,alt,𨴖,zh-forms
閦,alt,𨴧,zh-forms
閦,alt,𨴳,zh-forms
閦,alt,𨳖,zh-forms
閦,alt,𨴠,zh-forms
閦,alt,𨴨,zh-forms
閻,s,阎,zh-forms
閻,alt,閆,zh-forms
閻,alt,𨳔,zh-forms
闊,s,阔,zh-forms
闊,alt,濶,zh-forms
闊,alt,𨶖,zh-forms
闊,alt,䦢,zh-forms
闊,alt,𨴿,zh-forms
闕,s,阙,zh-forms
闕,alt,𨴸,zh-forms
闕,alt,𨵗,zh-forms
闕,alt,𨷂,zh-forms
闡,s,阐,zh-forms
闡,alt,閳,zh-forms
闡,alt,𨴁,zh-forms
闡,alt,𨴝,zh-forms
阮,alt,我,zh-forms
阮,alt,㐾,zh-forms
阮,alt,我儂,zh-forms
阮,alt,滾,zh-forms
陀,alt,陁,zh-forms
陘,s,陉,zh-forms
陰,s,阴,zh-forms
陰,alt,侌,zh-forms
陰,alt,𠊺,zh-forms
陰,alt,𣍤,zh-forms
陰,alt,𤽎,zh-forms
陰,alt,阥,zh-forms
陰,alt,𨹉,zh-forms
陰,alt,隂,zh-forms
陰,alt,𨻔,zh-forms
陰,alt,𨼖,zh-forms
陰,alt,𨽙,zh-forms
陰,alt,𨽭,zh-forms
陰,alt,𨹩,zh-forms
陰,alt,𩃬,zh-forms
陰,alt,𣱙,zh-forms
陰,alt,𢉩,zh-forms
陰,alt,𠆭,zh-forms
隉,s,陧,zh-forms
隊,s,队,zh-forms
隓,zh-see,墮,zh-see
隮,s,𬯀,zh-forms
籀,alt,籒,zh-forms
隸,s,隶,zh-forms
隸,alt,𨽻,zh-forms
隸,alt,隷,zh-forms
隸,alt,𨾀,zh-forms
隸,alt,𥛬,zh-forms
隸,alt,𥻳,zh-forms
雛,s,雏,zh-forms
雛,alt,鶵,zh-forms
雛,alt,𨿉,zh-forms
雛,alt,𪀫,zh-forms
雛,alt,𪀩,zh-forms
雛,alt,𨿊,zh-forms
鳲,s,鸤,zh-forms
鴂,zh-see,鴃,zh-see
鴟,s,鸱,zh-forms
鴮,s,𫛦,zh-forms
鴳,s,𫛩,zh-forms
鴳,alt,鷃,zh-forms
鴷,s,䴕,zh-forms
鵏,s,𬷕,zh-forms
鵑,s,鹃,zh-forms
鵒,s,鹆,zh-forms
鵚,s,𪉍,zh-forms
鵟,s,𫛭,zh-forms
鵫,s,𫛱,zh-forms
鵝,s,鹅,zh-forms
鵝,alt,鵞,zh-forms
鵝,alt,䳗,zh-forms
鵝,alt,䳘,zh-forms
鵝,alt,𨿍,zh-forms
䳇,zh-see,鵡,zh-see
𪁾,zh-see,𪁕,zh-see
𪂆,s,𪉎,zh-forms
𪂆,alt,鴖,zh-forms
𪂆,alt,𨾧,zh-forms
𩾔,alt,𨾅,zh-forms
𩾷,alt,𨾓,zh-forms
𩾗,alt,𨾆,zh-forms
𩾗,zh-see,鳭,zh-see
𩾗,zh-see,鷦,zh-see
𩿢,alt,𨾨,zh-forms
𩿧,alt,𨾪,zh-forms
𨾭,zh-see,𨾬,zh-see
𪀗,alt,𨾼,zh-forms
𪁛,alt,𨿒,zh-forms
讎,s,雠,zh-forms
讎,alt,讐,zh-forms
讎,alt,仇,zh-forms
讎,alt,𢢧,zh-forms
讎,alt,𠵁,zh-forms
讎,alt,𢛇,zh-forms
難,s,难,zh-forms
難,alt,𨿻,zh-forms
難,alt,𩀏,zh-forms
難,alt,𩀙,zh-forms
難,alt,𩀡,zh-forms
難,alt,𩀤,zh-forms
難,alt,𩁘,zh-forms
難,alt,𩁚,zh-forms
難,alt,𩁢,zh-forms
難,alt,𩁣,zh-forms
難,alt,𩁤,zh-forms
難,alt,𩁩,zh-forms
難,alt,𩁪,zh-forms
難,alt,𩁬,zh-forms
難,alt,𩁮,zh-forms
難,alt,𩁲,zh-forms
難,alt,𩁳,zh-forms
難,alt,𪄿,zh-forms
難,alt,𪅀,zh-forms
難,alt,𪇠,zh-forms
難,alt,𪇼,zh-forms
鶚,s,鹗,zh-forms
鶚,alt,𩀇,zh-forms
鶠,s,𬸘,zh-forms
鶦,s,𫛷,zh-forms
鶨,alt,𩀅,zh-forms
鶨,alt,𪁥,zh-forms
鶪,s,䴗,zh-forms
鶪,alt,鵙,zh-forms
鶪,alt,𩀎,zh-forms
鶪,alt,𨿎,zh-forms
鶬,s,鸧,zh-forms
鷂,s,鹞,zh-forms
鷐,s,𫜀,zh-forms
