source_title,relation,target,template
魅,alt,䰨,zh-forms
魅,alt,𢑘,zh-forms
魅,alt,𧱋,zh-forms
魅,alt,䰪,zh-forms
䀱,alt,𫞳,zh-forms
奁,Han simp:1,奩,Han simp
奁,zh-see,奩,zh-see
奇,alt,竒,zh-forms
奇,alt,七可,zh-forms
寤,alt,窹,zh-forms
寤,alt,𡬑,zh-forms
寤,alt,𡨟,zh-forms
寤,alt,𡨂,zh-forms
寤,alt,𡩺,zh-forms
寤,alt,𥧝,zh-forms
寤,alt,𥧸,zh-forms
寤,alt,𩄭,zh-forms
寤,alt,唔,zh-forms
小,alt,𡮐,zh-forms
嵌,alt,篏,zh-forms
嵌,alt,廞,zh-forms
嵌,zh-see,崁,zh-see
歷,s,历,zh-forms
歷,alt,歴,zh-forms
歷,alt,厯,zh-forms
歷,alt,𢟍,zh-forms
灶,t2,竈,zh-forms
灶,alt,竃,zh-forms
祇,alt,祗,zh-forms
祇,zh-see,只,zh-see
稳,zh-see,穩,zh-see
稻,alt,稲,zh-forms
稻,alt,𫁃,zh-forms
稻,alt,粙,zh-forms
稾,zh-see,稿,zh-see
穑,zh-see,穡,zh-see
穗,alt,𥝩,zh-forms
穗,alt,穂,zh-forms
穗,alt,𥣼,zh-forms
穗,alt,𦼯,zh-forms
穗,alt,繐,zh-forms
窾,alt,窽,zh-forms
竑,alt,竤,zh-forms
竑,alt,䇊,zh-forms
竞,Han simp:1,競,Han simp
竞,zh-see,競,zh-see
筇,alt,笻,zh-forms
筊,alt,笅,zh-forms
筊,zh-see,繳,zh-see
签,Han simp:1,簽,Han simp
签,zh-see,簽,zh-see
签,zh-see,籤,zh-see
箂,alt,筙,zh-forms
箍,alt,篐,zh-forms
箍,alt,䉐,zh-forms
箘,alt,䇹,zh-forms
箫,zh-see,簫,zh-see
範,s,范,zh-forms
篦,alt,比,zh-forms
篦,alt,笓,zh-forms
篦,alt,枇,zh-forms
篪,alt,竾,zh-forms
篪,alt,筂,zh-forms
篪,alt,箎,zh-forms
篪,alt,䶵,zh-forms
籐,s,藤,zh-forms
籐,alt,籘,zh-forms
糯,alt,穤,zh-forms
糯,alt,稬,zh-forms
糯,alt,𥻟,zh-forms
茵,alt,裀,zh-forms
茵,alt,筃,zh-forms
茵,alt,鞇,zh-forms
蓄,alt,忄蓄,zh-forms
蓄,alt,稸,zh-forms
蓄,alt,禾蓄,zh-forms
蓄,alt,𦿤,zh-forms
蓄,alt,𧁖,zh-forms
蓄,alt,𧁃,zh-forms
蓑,alt,𠱗,zh-forms
蓑,alt,𡔤,zh-forms
蓑,alt,衰,zh-forms
饐,s,𮩞,zh-forms
饫,zh-see,飫,zh-see
䎧,alt,稖,zh-forms
䎧,alt,稖,zh-forms
功,alt,㓛,zh-forms
妆,zh-see,妝,zh-see
嬉,alt,喜,zh-forms
帞,zh-see,袹,zh-see
扎,zh-see,紮,zh-see
粤,zh-see,粵,zh-see
粹,alt,粋,zh-forms
粽,t2,糉,zh-forms
粽,t3,糭,zh-forms
粽,alt,𥟡,zh-forms
糖,t2,醣,zh-forms
糖,alt,餹,zh-forms
糖,alt,饄,zh-forms
糖,alt,糛,zh-forms
糖,alt,𥼽,zh-forms
糖,alt,𥽻,zh-forms
糨,alt,糡,zh-forms
糨,alt,漿,zh-forms
紿,s,绐,zh-forms
綷,s,𮉬,zh-forms
綷,alt,紣,zh-forms
緜,zh-see,綿,zh-see
緡,s,缗,zh-forms
緡,alt,緍,zh-forms
緡,alt,𦈏,zh-forms
緡,zh-see,緜,zh-see
緡,zh-see,愍,zh-see
緵,alt,繌,zh-forms
緵,alt,繌,zh-forms
繡,s,绣,zh-forms
繡,t2,綉,zh-forms
繡,alt,繍,zh-forms
繫,s,系,zh-forms
纂,alt,篹,zh-forms
纂,alt,纘,zh-forms
纂,alt,繤,zh-forms
纂,alt,䰖,zh-forms
纖,s,纤,zh-forms
纖,alt,纎,zh-forms
纖,alt,䊹,zh-forms
纖,alt,䑎,zh-forms
纖,alt,孅,zh-forms
纖,alt,綅,zh-forms
纩,Han simp:1,纊,Han simp
纩,zh-see,纊,zh-see
纴,zh-see,紝,zh-see
纵,zh-see,縱,zh-see
纼,zh-see,紖,zh-see
线,Han simp:1,綫,Han simp
线,zh-see,綫,zh-see
织,Han simp:1,織,Han simp
织,zh-see,織,zh-see
绍,zh-see,紹,zh-see
绘,zh-see,繪,zh-see
统,Han simp:1,統,Han simp
统,zh-see,統,zh-see
继,Han simp:1,継,Han simp
继,zh-see,繼,zh-see
续,Han simp:1,續,Han simp
续,zh-see,續,zh-see
绳,zh-see,繩,zh-see
缊,zh-see,緼,zh-see
缘,Han simp:1,緣,Han simp
缘,zh-see,緣,zh-see
缝,zh-see,縫,zh-see
缠,zh-see,纏,zh-see
肃,zh-see,肅,zh-see
茧,zh-see,繭,zh-see
褓,alt,緥,zh-forms
褴,zh-see,襤,zh-see
赬,s,赪,zh-forms
赬,alt,頳,zh-forms
赬,alt,䞓,zh-forms
赬,alt,緽,zh-forms
鞋,alt,鞵,zh-forms
鞋,alt,𩋘,zh-forms
鞋,alt,𩋔,zh-forms
鞋,alt,𩋧,zh-forms
鞋,zh-see,嚡,zh-see
馓,zh-see,饊,zh-see
黐,alt,呮,zh-forms
黐,alt,喋,zh-forms
黐,alt,昳,zh-forms
𥢶,s,𫞷,zh-forms
卸,alt,缷,zh-forms
卸,alt,寫,zh-forms
听,zh-see,聽,zh-see
坛,Han simp:1,壇,Han simp
坛,zh-see,壇,zh-see
坛,Han simp:1,壜,Han simp
坛,zh-see,罈,zh-see
垆,zh-see,壚,zh-see
婿,alt,壻,zh-forms
婿,alt,聓,zh-forms
婿,alt,聟,zh-forms
愧,alt,媿,zh-forms
愧,alt,聭,zh-forms
拇,alt,𧿹,zh-forms
樽,alt,墫,zh-forms
樽,alt,罇,zh-forms
樽,alt,𫑼,zh-forms
樽,alt,𤮐,zh-forms
樽,alt,𬲝,zh-forms
毕,zh-see,畢,zh-see
深,alt,㴱,zh-forms
深,alt,罙,zh-forms
瓶,t2,甁,zh-forms
瓶,alt,缾,zh-forms
畛,alt,𤱏,zh-forms
畛,alt,軫,zh-forms
畛,alt,𤱼,zh-forms
畛,alt,𤱥,zh-forms
穫,s,获,zh-forms
糸,alt,𢆯,zh-forms
糸,zh-see,絲,zh-see
纘,s,缵,zh-forms
纘,alt,纉,zh-forms
纘,alt,糹𮚌,zh-forms
纘,alt,𩛻,zh-forms
纘,alt,纂,zh-forms
缧,zh-see,縲,zh-see
缨,Han simp:1,纓,Han simp
缨,zh-see,纓,zh-see
缶,alt,𦈢,zh-forms
缶,alt,缻,zh-forms
缸,alt,堈,zh-forms
缸,alt,罁,zh-forms
缺,alt,缼,zh-forms
缺,alt,𦈫,zh-forms
缺,alt,𧖫,zh-forms
缺,alt,𡙇,zh-forms
缺,alt,𡚆,zh-forms
罂,zh-see,罌,zh-see
网,alt,冈,zh-forms
网,alt,罔,zh-forms
网,alt,𦉪,zh-forms
网,alt,𦉫,zh-forms
网,alt,罒,zh-forms
网,alt,𦉰,zh-forms
网,alt,䍏,zh-forms
网,alt,𦉳,zh-forms
网,alt,𦉯,zh-forms
网,alt,𠕈,zh-forms
网,alt,𠕃,zh-forms
网,alt,𦉮,zh-forms
网,alt,𦊀,zh-forms
网,alt,𦉺,zh-forms
网,alt,𦉾,zh-forms
网,alt,𦌅,zh-forms
网,zh-see,網,zh-see
罚,Han simp:1,罰,Han simp
罚,zh-see,罰,zh-see
罩,alt,𦋇,zh-forms
罩,alt,𦋚,zh-forms
罩,alt,𦋐,zh-forms
罩,alt,𭓶,zh-forms
罩,alt,䍜,zh-forms
罩,alt,箌,zh-forms
罩,alt,𠟅,zh-forms
罩,alt,䈇,zh-forms
罩,alt,𥵤,zh-forms
罩,alt,𩷹,zh-forms
羁,zh-see,羈,zh-see
羹,alt,𩱧,zh-forms
羹,alt,𩱋,zh-forms
羹,alt,𢑌,zh-forms
羹,alt,羮,zh-forms
羹,alt,焿,zh-forms
翅,alt,翄,zh-forms
翅,alt,𦐊,zh-forms
翱,alt,翶,zh-forms
翱,alt,翺,zh-forms
老,alt,𠄰,zh-forms
老,alt,𦒳,zh-forms
老,alt,𠈣,zh-forms
耇,alt,耈,zh-forms
耇,alt,耉,zh-forms
职,Han simp:1,職,Han simp
职,zh-see,職,zh-see
联,Han simp:1,聯,Han simp
联,zh-see,聯,zh-see
聪,Han simp:1,聰,Han simp
聪,zh-see,聰,zh-see
肠,Han simp:1,腸,Han simp
肠,zh-see,腸,zh-see
肯,alt,肎,zh-forms
肯,alt,肻,zh-forms
肯,alt,𡧓,zh-forms
肯,alt,𣍟,zh-forms
肯,alt,𠕔,zh-forms
肯,alt,𦙎,zh-forms
肯,alt,𦙡,zh-forms
肯,alt,𦘫,zh-forms
肯,alt,𦊈,zh-forms
肯,alt,𦚋,zh-forms
肯,alt,𣥤,zh-forms
胸,alt,胷,zh-forms
胸,alt,匈,zh-forms
脾,zh-see,髀,zh-see
腽,zh-see,膃,zh-see
膂,zh-see,呂,zh-see
膂,alt,呂,zh-forms
膂,alt,膐,zh-forms
韧,zh-see,韌,zh-see
馘,alt,聝,zh-forms
馘,alt,𢦞,zh-forms
造,alt,艁,zh-forms
造,zh-see,𢲵,zh-see
兹,Han simp:1,茲,Han simp
兹,zh-see,茲,zh-see
兹,zh-see,玆,zh-see
刈,alt,乂,zh-forms
刈,alt,苅,zh-forms
刈,alt,艾,zh-forms
刈,alt,𠛄,zh-forms
刈,alt,𠚫,zh-forms
刈,alt,𠛟,zh-forms
刈,zh-see,割,zh-see
帚,alt,箒,zh-forms
帚,alt,菷,zh-forms
帚,alt,𦲅,zh-forms
庵,t2,菴,zh-forms
庵,alt,厂,zh-forms
庵,alt,广,zh-forms
庵,alt,盦,zh-forms
杜,alt,土,zh-forms
杜,alt,𡉿,zh-forms
杜,alt,肚,zh-forms
杜,alt,土,zh-forms
果,alt,菓,zh-forms
果,zh-see,裹,zh-see
樯,zh-see,檣,zh-see
皋,t2,皐,zh-forms
皋,t3,臯,zh-forms
皋,alt,睪,zh-forms
皋,alt,睾,zh-forms
筋,alt,觔,zh-forms
節,s,节,zh-forms
節,alt,卩,zh-forms
節,alt,𠁾,zh-forms
節,alt,莭,zh-forms
臀,alt,臋,zh-forms
臀,alt,𡱒,zh-forms
臀,alt,𡱂,zh-forms
臀,alt,𦞠,zh-forms
臀,alt,𩪡,zh-forms
臀,alt,𩪔,zh-forms
臟,s,脏,zh-forms
臟,alt,臧,zh-forms
臟,alt,藏,zh-forms
臭,alt,𦤀,zh-forms
舍,alt,舎,zh-forms
舍,zh-see,捨,zh-see
船,alt,舩,zh-forms
艫,s,舻,zh-forms
艫,alt,舮,zh-forms
艳,Han simp:1,艷,Han simp
艳,zh-see,艷,zh-see
芋,alt,芌,zh-forms
芓,zh-see,秄,zh-see
芻,s,刍,zh-forms
芻,alt,蒭,zh-forms
芻,alt,𦷝,zh-forms
芻,alt,𠣧,zh-forms
芻,alt,𦱪,zh-forms
芻,alt,𦮊,zh-forms
苕,alt,萔,zh-forms
苟,alt,芶,zh-forms
苟,alt,𠷜,zh-forms
苟,alt,𦯗,zh-forms
苟,alt,𦴆,zh-forms
苟,alt,𦴳,zh-forms
苟,zh-see,茍,zh-see
草,alt,屮,zh-forms
草,alt,艸,zh-forms
草,alt,𢂉,zh-forms
草,alt,𦯑,zh-forms
草,alt,𦯨,zh-forms
草,alt,𦳕,zh-forms
草,alt,𦷣,zh-forms
草,alt,𦳱,zh-forms
草,alt,騲,zh-forms
草,zh-see,皂,zh-see
荭,zh-see,葒,zh-see
荽,alt,荾,zh-forms
荽,zh-see,葰,zh-see
荽,zh-see,萎,zh-see
莅,zh-see,蒞,zh-see
莅,zh-see,涖,zh-see
莽,alt,莾,zh-forms
莽,alt,𦷶,zh-forms
莽,alt,𢳠,zh-forms
莽,alt,吂,zh-forms
菑,alt,甾,zh-forms
菑,alt,䎩,zh-forms
菑,alt,葘,zh-forms
菑,zh-see,災,zh-see
菟,alt,莵,zh-forms
萱,alt,藼,zh-forms
萱,alt,蕿,zh-forms
萱,alt,蘐,zh-forms
萱,alt,諼,zh-forms
萱,alt,萲,zh-forms
蓋,s,盖,zh-forms
蓋,alt,葢,zh-forms
蓋,alt,盖,zh-forms
蓋,alt,乢,zh-forms
蓖,alt,萆,zh-forms
蔿,zh-see,蒍,zh-see
馆,Han simp:1,館,Han simp
馆,zh-see,館,zh-see
䒩,alt,萂,zh-forms
䒩,zh-see,莫,zh-see
𦫶,alt,芁,zh-forms
夔,alt,𡖂,zh-forms
夔,alt,虁,zh-forms
帼,zh-see,幗,zh-see
扁,alt,𡈯,zh-forms
扁,alt,𡲜,zh-forms
扁,alt,扁,zh-forms
扁,zh-see,萹,zh-see
扁,zh-see,藊,zh-see
扁,zh-see,稨,zh-see
猿,alt,猨,zh-forms
猿,alt,蝯,zh-forms
猿,alt,𤠔,zh-forms
猿,alt,𪻅,zh-forms
猿,alt,𤝌,zh-forms
猿,alt,𫞤,zh-forms
珕,alt,蛠,zh-forms
稗,alt,粺,zh-forms
稿,alt,稾,zh-forms
稿,alt,藁,zh-forms
稿,alt,藳,zh-forms
箦,zh-see,簀,zh-see
絅,s,䌹,zh-forms
絅,alt,綗,zh-forms
絅,alt,褧,zh-forms
絅,alt,蘏,zh-forms
絅,alt,𢄗,zh-forms
絅,alt,蘔,zh-forms
荡,zh-see,蕩,zh-see
荡,zh-see,盪,zh-see
药,Han simp:1,藥,Han simp
药,zh-see,藥,zh-see
药,Han simp:1,葯,Han simp
药,zh-see,葯,zh-see
荻,alt,蔐,zh-forms
荻,alt,藡,zh-forms
菊,alt,鞠,zh-forms
菊,alt,䕮,zh-forms
萤,Han simp:1,螢,Han simp
萤,zh-see,螢,zh-see
葱,zh-see,蔥,zh-see
蓘,zh-see,蔉,zh-see
蔹,zh-see,蘞,zh-see
蔻,alt,𦸅,zh-forms
蔻,alt,䓻,zh-forms
蔻,alt,蔲,zh-forms
蕊,alt,惢,zh-forms
蕊,alt,橤,zh-forms
蕊,alt,繠,zh-forms
蕊,alt,蕋,zh-forms
蕊,alt,蘂,zh-forms
蕊,alt,蘃,zh-forms
蕊,alt,𣛚,zh-forms
蕊,alt,𥳝,zh-forms
蕊,alt,𧄜,zh-forms
薞,zh-see,蕵,zh-see
薰,alt,薫,zh-forms
薰,alt,蘍,zh-forms
藏,alt,蔵,zh-forms
藏,alt,匨,zh-forms
藏,alt,𢧿,zh-forms
藏,alt,蔵,zh-forms
藏,alt,匨,zh-forms
藏,alt,𢧿,zh-forms
藏,alt,狀,zh-forms
藏,alt,蔵,zh-forms
藏,alt,茺,zh-forms
藏,alt,潛,zh-forms
藏,alt,汆,zh-forms
藏,alt,葱,zh-forms
虚,zh-see,虛,zh-see
蚊,alt,蟁,zh-forms
蚊,alt,𧓹,zh-forms
蚊,alt,𧓢,zh-forms
蚊,alt,𧉬,zh-forms
蚊,alt,𧊈,zh-forms
蚊,alt,鴖,zh-forms
蚊,alt,蚉,zh-forms
蚊,alt,螡,zh-forms
蚊,alt,䘇,zh-forms
蚊,alt,𧏎,zh-forms
蚊,alt,𨷷,zh-forms
蚊,alt,𧖁,zh-forms
蚊,alt,文,zh-forms
蚊,alt,緡,zh-forms
蚕,zh-see,蠶,zh-see
蚕,alt,𧉂,zh-forms
蜝,zh-see,蜞,zh-see
蜡,zh-see,蠟,zh-see
蜡,alt,䄍,zh-forms
蜡,zh-see,䖳,zh-see
蝇,zh-see,蠅,zh-see
融,alt,𧖓,zh-forms
蟈,s,蝈,zh-forms
蠹,alt,蠧,zh-forms
贝,zh-see,貝,zh-see
通,alt,透,zh-forms
通,alt,疼,zh-forms
通,alt,迵,zh-forms
通,alt,亙,zh-forms
骥,Han simp:1,驥,Han simp
骥,zh-see,驥,zh-see
魍,alt,蝄,zh-forms
魍,alt,蛧,zh-forms
鲍,zh-see,鮑,zh-see
麻,alt,蔴,zh-forms
麻,alt,痲,zh-forms
䖵,alt,蜫,zh-forms
𧅁,zh-see,薑,zh-see
劙,alt,蠫,zh-forms
劙,alt,𠠞,zh-forms
劙,alt,𧏇,zh-forms
劙,alt,𠠂,zh-forms
劙,alt,㓯,zh-forms
劙,alt,𠞤,zh-forms
劙,alt,𠠍,zh-forms
劙,alt,㓿,zh-forms
劙,alt,𠞙,zh-forms
劙,alt,𠠫,zh-forms
劙,zh-see,盠,zh-see
咒,alt,呪,zh-forms
咒,alt,祝,zh-forms
咒,alt,詋,zh-forms
愆,alt,䇂,zh-forms
愆,alt,㥶,zh-forms
愆,alt,諐,zh-forms
愆,alt,𠍴,zh-forms
愆,alt,𠐨,zh-forms
愆,alt,𢝐,zh-forms
愆,alt,𢡊,zh-forms
愆,alt,𧗭,zh-forms
愆,alt,𧗺,zh-forms
愆,alt,𠏘,zh-forms
愆,alt,𠎱,zh-forms
愆,alt,𫺛,zh-forms
燕,alt,鷰,zh-forms
燕,alt,觾,zh-forms
眾,s,众,zh-forms
眾,t2,衆,zh-forms
眾,alt,乑,zh-forms
眾,alt,㐺,zh-forms
眾,alt,𥅫,zh-forms
眾,alt,𠱧,zh-forms
眾,alt,𠱦,zh-forms
眾,alt,𠂝,zh-forms
绗,zh-see,絎,zh-see
育,alt,毓,zh-forms
育,alt,𣫺,zh-forms
育,alt,袬,zh-forms
育,alt,𠫓,zh-forms
蝎,zh-see,蠍,zh-see
蝎,zh-see,虹,zh-see
螶,alt,蟝,zh-forms
蟨,alt,蟩,zh-forms
蟹,alt,蠏,zh-forms
蟹,alt,䲒,zh-forms
蟹,alt,𩼠,zh-forms
蟹,alt,蚧,zh-forms
衄,alt,衂,zh-forms
衄,alt,䶊,zh-forms
衄,alt,𧖩,zh-forms
衮,zh-see,袞,zh-see
裴,alt,裵,zh-forms
褌,s,裈,zh-forms
褌,alt,𢃚,zh-forms
褌,alt,㡓,zh-forms
褌,alt,裩,zh-forms
褒,alt,襃,zh-forms
褒,alt,𧛙,zh-forms
褒,alt,裦,zh-forms
褒,alt,裒,zh-forms
褒,alt,闁,zh-forms
褫,alt,展,zh-forms
襌,alt,褝,zh-forms
襌,s,褝,zh-forms
覆,s,覆,zh-forms
覆,s2,复,zh-forms
覆,alt,覄,zh-forms
覆,alt,㠅,zh-forms
观,Han simp:1,觀,Han simp
观,zh-see,觀,zh-see
览,Han simp:1,覽,Han simp
览,zh-see,覽,zh-see
解,alt,觧,zh-forms
解,zh-see,會,zh-see
觿,alt,觽,zh-forms
觿,alt,觹,zh-forms
觿,alt,𧥏,zh-forms
詨,alt,誟,zh-forms
詨,alt,謞,zh-forms
讯,Han simp:1,訊,Han simp
讯,zh-see,訊,zh-see
诊,Han simp:1,診,Han simp
诊,zh-see,診,zh-see
译,Han simp:1,譯,Han simp
译,zh-see,譯,zh-see
读,Han simp:1,讀,Han simp
读,zh-see,讀,zh-see
里,zh-see,裏,zh-see
锺,Han simp:1,鍾,Han simp
锺,zh-see,鍾,zh-see
鞫,alt,鞠,zh-forms
騂,s,骍,zh-forms
员,Han simp:1,員,Han simp
员,zh-see,員,zh-see
商,alt,謪,zh-forms
商,alt,𠘾,zh-forms
商,alt,𠹧,zh-forms
商,alt,𠼬,zh-forms
商,alt,𠾃,zh-forms
商,alt,𠿧,zh-forms
商,alt,𡂦,zh-forms
商,alt,𡃬,zh-forms
商,alt,𡄚,zh-forms
商,alt,𡅟,zh-forms
商,alt,𥫐,zh-forms
商,alt,𧶜,zh-forms
商,alt,𧷞,zh-forms
商,alt,𨝗,zh-forms
宾,Han simp:1,賓,Han simp
宾,zh-see,賓,zh-see
恤,alt,戌,zh-forms
恤,alt,銊,zh-forms
恤,zh-see,裇,zh-see
懟,s,怼,zh-forms
懟,alt,𪫼,zh-forms
懟,alt,譵,zh-forms
懟,alt,𢥓,zh-forms
懟,zh-see,㨃,zh-see
狖,alt,貁,zh-forms
猊,alt,貎,zh-forms
玩,alt,貦,zh-forms
玩,alt,翫,zh-forms
玩,alt,反,zh-forms
玩,alt,𠆩,zh-forms
玩,alt,挽,zh-forms
礼,zh-see,禮,zh-see
秩,alt,豑,zh-forms
秩,alt,豒,zh-forms
脚,zh-see,腳,zh-see
腿,alt,𦚣,zh-forms
譾,s,𫍿,zh-forms
譾,alt,謭,zh-forms
讚,s,赞,zh-forms
讚,t2,贊,zh-forms
讚,alt,讃,zh-forms
讚,zh-see,㜺,zh-see
让,Han simp:1,讓,Han simp
让,zh-see,讓,zh-see
话,zh-see,話,zh-see
谿,alt,溪,zh-forms
谿,alt,嵠,zh-forms
谿,alt,豀,zh-forms
谿,alt,磎,zh-forms
谿,alt,𥡙,zh-forms
谿,s,溪,zh-forms
豚,alt,豘,zh-forms
豚,alt,肫,zh-forms
豚,zh-see,䐁,zh-see
豚,zh-see,墩,zh-see
豻,alt,犴,zh-forms
豻,alt,貋,zh-forms
貊,alt,狛,zh-forms
贤,Han simp:1,賢,Han simp
贤,zh-see,賢,zh-see
败,zh-see,敗,zh-see
贱,zh-see,賤,zh-see
赃,zh-see,贓,zh-see
赊,zh-see,賒,zh-see
赏,Han simp:1,賞,Han simp
赏,zh-see,賞,zh-see
赞,Han simp:1,贊,Han simp
赞,Han simp:1,讚,Han simp
赞,zh-see,贊,zh-see
赞,zh-see,讚,zh-see
走,alt,赱,zh-forms
走,alt,𧺆,zh-forms
走,alt,㞫,zh-forms
赶,zh-see,趕,zh-see
赶,zh-see,擀,zh-see
趁,alt,趂,zh-forms
趁,alt,𧼇,zh-forms
趁,alt,𮚶,zh-forms
趁,alt,𢌝,zh-forms
趁,alt,跈,zh-forms
趁,alt,𧽃,zh-forms
趁,alt,賺,zh-forms
跬,alt,蹞,zh-forms
跬,alt,䞨,zh-forms
跬,alt,𨇪,zh-forms
跬,alt,𨆆,zh-forms
跬,alt,𣥮,zh-forms
踩,alt,跴,zh-forms
踩,zh-see,踹,zh-see
蹤,s,踪,zh-forms
蹤,t2,踪,zh-forms
躲,alt,躱,zh-forms
躲,alt,趓,zh-forms
躲,alt,𩒜,zh-forms
躲,alt,嚲,zh-forms
迹,zh-see,跡,zh-see
陆,Han simp:1,陸,Han simp
陆,zh-see,陸,zh-see
霞,alt,雫,zh-forms
骹,zh-see,跤,zh-see
鲜,Han simp:1,鮮,Han simp
鲜,zh-see,鮮,zh-see
龊,Han simp:1,齪,Han simp
龊,zh-see,齪,zh-see
乃,alt,迺,zh-forms
乃,alt,廼,zh-forms
乃,alt,𠄕,zh-forms
乃,alt,𠄎,zh-forms
乃,alt,𠧤,zh-forms
乃,alt,𢏩,zh-forms
乃,alt,𢎧,zh-forms
乃,alt,弓𠃊,zh-forms
亸,zh-see,嚲,zh-see
体,zh-see,體,zh-see
侦,zh-see,偵,zh-see
农,zh-see,農,zh-see
奔,t2,逩,zh-forms
奔,t3,犇,zh-forms
奔,alt,𢍃,zh-forms
奔,alt,𥝯,zh-forms
奔,alt,𡗲,zh-forms
奔,alt,𠬼,zh-forms
奔,alt,𧿣,zh-forms
奔,alt,𨁼,zh-forms
奔,alt,𨃦,zh-forms
奔,alt,𩣺,zh-forms
奔,alt,倴,zh-forms
奔,alt,𧾜,zh-forms
奔,alt,𣦴,zh-forms
奔,alt,𧾭,zh-forms
帀,zh-see,師,zh-see
藺,s,蔺,zh-forms
踏,alt,蹋,zh-forms
踏,alt,蹹,zh-forms
踏,alt,躢,zh-forms
踏,alt,𨅵,zh-forms
蹲,alt,𥖁,zh-forms
蹲,alt,蹬,zh-forms
蹲,alt,壿,zh-forms
蹲,zh-see,鷷,zh-see
躬,alt,躳,zh-forms
軂,s,𬧤,zh-forms
軂,zh-see,躼,zh-see
軎,zh-see,轊,zh-see
軑,s,轪,zh-forms
軑,alt,釱,zh-forms
軬,s,𫐊,zh-forms
軬,alt,輽,zh-forms
輀,s,𮝵,zh-forms
輀,alt,轜,zh-forms
輀,alt,輭,zh-forms
輶,s,𬨎,zh-forms
轟,s,轰,zh-forms
轭,Han simp:1,軛,Han simp
轭,zh-see,軛,zh-see
轰,Han simp:1,轟,Han simp
轰,zh-see,轟,zh-see
轻,Han simp:1,輕,Han simp
轻,zh-see,輕,zh-see
辄,zh-see,輒,zh-see
辈,Han simp:1,輩,Han simp
辈,zh-see,輩,zh-see
辎,zh-see,輜,zh-see
辞,zh-see,辭,zh-see
辣,alt,辢,zh-forms
辣,zh-see,焫,zh-see
辣,zh-see,垃,zh-see
辵,alt,𣥆,zh-forms
边,Han simp:1,邊,Han simp
边,zh-see,邊,zh-see
达,zh-see,達,zh-see
达,zh-see,㒓,zh-see
迂,alt,込,zh-forms
迂,zh-see,遇,zh-see
远,Han simp:1,遠,Han simp
远,zh-see,遠,zh-see
远,alt,辶无,zh-forms
连,Han simp:1,連,Han simp
连,zh-see,連,zh-see
连,zh-see,鐮,zh-see
迟,Han simp:1,遲,Han simp
迟,zh-see,遲,zh-see
迥,alt,逈,zh-forms
迥,alt,㢠,zh-forms
迥,alt,䢛,zh-forms
迥,alt,泂,zh-forms
迴,s,回,zh-forms
迴,alt,廻,zh-forms
迴,alt,逥,zh-forms
迴,alt,廽,zh-forms
逃,alt,跳,zh-forms
逃,alt,迯,zh-forms
逃,alt,𨓱,zh-forms
逃,alt,𨓖,zh-forms
逃,alt,𨒯,zh-forms
逃,alt,𧻏,zh-forms
递,zh-see,遞,zh-see
邢,alt,郉,zh-forms
邢,alt,𨙷,zh-forms
邽,alt,郌,zh-forms
郎,alt,郞,zh-forms
郎,alt,𨝥,zh-forms
郎,alt,郒,zh-forms
陈,Han simp:1,陳,Han simp
陈,zh-see,陳,zh-see
随,zh-see,隨,zh-see
乡,Han simp:1,鄉,Han simp
乡,zh-see,鄉,zh-see
乱,zh-see,亂,zh-see
宴,alt,讌,zh-forms
宴,alt,醼,zh-forms
挽,zh-see,輓,zh-see
玺,zh-see,璽,zh-see
糟,alt,𥽾,zh-forms
糟,alt,醩,zh-forms
蕲,Han simp:1,蘄,Han simp
蕲,zh-see,蘄,zh-see
誌,s,志,zh-forms
誌,t2,志,zh-forms
誌,alt,識,zh-forms
部,alt,郶,zh-forms
酆,alt,鄷,zh-forms
酇,s,酂,zh-forms
酇,alt,鄼,zh-forms
酬,alt,酧,zh-forms
酬,alt,醻,zh-forms
酬,alt,詶,zh-forms
酬,alt,𨣊,zh-forms
酱,Han simp:1,醬,Han simp
酱,zh-see,醬,zh-see
酿,zh-see,釀,zh-see
醇,alt,醕,zh-forms
醇,alt,𨣶,zh-forms
醇,alt,𨣳,zh-forms
醉,alt,酔,zh-forms
醱,s,酦,zh-forms
释,Han simp:1,釋,Han simp
释,zh-see,釋,zh-see
金,alt,𠊍,zh-forms
金,alt,𨤾,zh-forms
金,alt,仺𭕄一,zh-forms
金,alt,𠈘,zh-forms
金,alt,𠉓,zh-forms
金,alt,𨥀,zh-forms
金,alt,𨥄,zh-forms
金,alt,丿,zh-forms
釜,alt,釡,zh-forms
釜,alt,𨥏,zh-forms
釜,alt,𪺛,zh-forms
釜,alt,鬴,zh-forms
釜,alt,𩱉,zh-forms
釜,alt,𠿽,zh-forms
釬,zh-see,焊,zh-see
釬,zh-see,悍,zh-see
釬,zh-see,捍,zh-see
釬,s,𬬧,zh-forms
釱,alt,鉪,zh-forms
釾,s,䥺,zh-forms
鈙,alt,鈘,zh-forms
鈙,zh-see,㪁,zh-see
鈙,zh-see,錡,zh-see
鉎,alt,鍟,zh-forms
鉎,alt,生,zh-forms
鉥,s,𬬸,zh-forms
銛,s,铦,zh-forms
銛,s,铦,zh-forms
銛,alt,銽,zh-forms
鋩,s,铓,zh-forms
錑,s,𬭜,zh-forms
鍑,alt,鍢,zh-forms
鍑,alt,𨫙,zh-forms
鍲,alt,錉,zh-forms
鍲,alt,鈱,zh-forms
