cited_head,citations,leishu_count,leishu
大倉十八凡兵農,1,1,圖書編
二凡邉儲,1,1,圖書編
行郎中,1,1,圖書編
凡射禮二,1,1,圖書編
衰曰大功,1,1,圖書編
之等凡樂,1,1,圖書編
所掌凡世武官,1,1,圖書編
苖蠻,1,1,圖書編
曰分守,1,1,圖書編
參將,1,1,圖書編
以都御史,1,1,圖書編
督京營戎政,1,1,圖書編
武大臣,1,1,圖書編
刑部舜典帝,1,1,圖書編
為主也三典者一,1,1,圖書編
中典三,1,1,圖書編
刑之名五,1,1,圖書編
等熟惡之戮十,1,1,圖書編
工部舜典帝,1,1,圖書編
共工帝,1,1,圖書編
見後世冬官所自起,1,1,圖書編
工之事,1,1,圖書編
凡工匠二等,1,1,圖書編
器曰火車,1,1,圖書編
箭三等,1,1,圖書編
曰舟梁,1,1,圖書編
船曰鮮船,1,1,圖書編
車曰小車,1,1,圖書編
郎為内侍故,1,1,圖書編
秦以郎侍尉居中故,1,1,圖書編
長源之言,1,1,圖書編
于髠謂齊王,1,1,圖書編
通政使司舜典帝,1,1,圖書編
伯之任也秦改,1,1,圖書編
皆然皇朝東宫大臣,1,1,圖書編
胡廣註,1,1,圖書編
以鎮萬國祀天地,1,1,圖書編
信寳以徴召軍旅,1,1,圖書編
行寳以封賜夷蠻,1,1,圖書編
之寳以識誥命,1,1,圖書編
以識黄選勘籍,1,1,圖書編
科曰天文,1,1,圖書編
厯曰七政躔度厯,1,1,圖書編
曰疾醫以養内疾,1,1,圖書編
病者,1,1,圖書編
曰鍼灸,1,1,圖書編
曰按摩,1,1,圖書編
東曰冝眷南,1,1,圖書編
開上林苑比圖上上,1,1,圖書編
氏論宋監司,1,1,圖書編
請于撫按,1,1,圖書編
甘茂謂秦武王,1,1,圖書編
國皇太后公主所食,1,1,圖書編
最為黜陟,1,1,圖書編
下視縣㑹典,1,1,圖書編
正縣學官長,1,1,圖書編
貳俱,1,1,圖書編
左等四衛亦,1,1,圖書編
統司事者,1,1,圖書編
屯田者,1,1,圖書編
選充之事,1,1,圖書編
守獨守一路者,1,1,圖書編
與主將同處一城者,1,1,圖書編
于内監,1,1,圖書編
司六,1,1,圖書編
立局六,1,1,圖書編
數則惟,1,1,圖書編
曰平常三,1,1,圖書編
法矣又,1,1,圖書編
馬擅制始復為五等,1,1,圖書編
抵紀註言動備顧問,1,1,圖書編
太傅太保,1,1,圖書編
公上而隆其秩,1,1,圖書編
者初自本院出,1,1,圖書編
與同之否,1,1,圖書編
奚從而便,1,1,圖書編
法愈巧而官愈廢故,1,1,圖書編
問願聞官僚建置,1,1,圖書編
之苦無萃食之擾語,1,1,圖書編
之亂矣又胡有今,1,1,圖書編
擾之足,1,1,圖書編
師尚父又,1,1,圖書編
知非昔日之詳也,1,1,圖書編
經文甸服方千里而,1,1,圖書編
髀之經,1,1,圖書編
里凡二千五百里故,1,1,圖書編
國不與焉廣行人則,1,1,圖書編
外地故,1,1,圖書編
服羣辟罔不承徳又,1,1,圖書編
曰食者三之一,1,1,圖書編
司馬言九畿其外,1,1,圖書編
州之地荆州,1,1,圖書編
整齊無參錯耶詩,1,1,圖書編
比之象,1,1,圖書編
即五,1,1,圖書編
即四,1,1,圖書編
移職事此,1,1,圖書編
制又異又杜子春,1,1,圖書編
施同弛按大司徒,1,1,圖書編
者振之以警衆其詞,1,1,圖書編
扵天子附于諸侯,1,1,圖書編
者又强為之說,1,1,圖書編
副之周制然矣牧誓,1,1,圖書編
非歟,1,1,圖書編
朱氏語録,1,1,圖書編
方六七十如五六十,1,1,圖書編
際中山亦,1,1,圖書編
問封建可行否程子,1,1,圖書編
栁子厚論,1,1,圖書編
者為得,1,1,圖書編
建之弊,1,1,圖書編
井田數事以質疑,1,1,圖書編
首之說,1,1,圖書編
羲和之罪,1,1,圖書編
事曰大戰,1,1,圖書編
五等邦郡後雖,1,1,圖書編
之而李斯之說亦,1,1,圖書編
曰而刃劘四起矣或,1,1,圖書編
虞何哉,1,1,圖書編
宗親雖,1,1,圖書編
其昆弟子姓而名之,1,1,圖書編
郡周禮,1,1,圖書編
半步,1,1,圖書編
桑𢎞羊,1,1,圖書編
鄙之田制也小司徒,1,1,圖書編
井牧田野爾鄭氏則,1,1,圖書編
異於鄉遂遂人,1,1,圖書編
民之制爾鄭氏則,1,1,圖書編
也小司徒,1,1,圖書編
也匠人,1,1,圖書編
賦所出以飼馬者,1,1,圖書編
而繼,1,1,圖書編
善乎此也孟子,1,1,圖書編
四千三十二夫矣雖,1,1,圖書編
倂發之具壟中,1,1,圖書編
老泉蘇氏,1,1,圖書編
水心葉氏進卷,1,1,圖書編
均平乎杜君卿,1,1,圖書編
也井田之義一,1,1,圖書編
風俗四,1,1,圖書編
廬在邑,1,1,圖書編
莫不樂其業故,1,1,圖書編
圃毓草大三,1,1,圖書編
獸五,1,1,圖書編
林勲上政本書,1,1,圖書編
陳亮,1,1,圖書編
有二法乎葉氏,1,1,圖書編
胡瀚井牧論,1,1,圖書編
為民極慨然歎,1,1,圖書編
陳及之,1,1,圖書編
人是也按遂人,1,1,圖書編
洫必,1,1,圖書編
師之象,1,1,圖書編
易之義,1,1,圖書編
百畝而二易一嵗,1,1,圖書編
官量人,1,1,圖書編
分而食其二故,1,1,圖書編
均平以此知古人,1,1,圖書編
起于黄帝至少康,1,1,圖書編
季氏引匠人法註,1,1,圖書編
唐李翺著平賦書,1,1,圖書編
可得已其在詩,1,1,圖書編
國初分田之制有四,1,1,圖書編
嚴欺隠,1,1,圖書編
獨輕問之,1,1,圖書編
年之法乎則又,1,1,圖書編
之均田,1,1,圖書編
法有三日稽田地,1,1,圖書編
畝而不使贏焉獨,1,1,圖書編
信也若,1,1,圖書編
有八,1,1,圖書編
財賦,1,1,圖書編
地以場圃任園地又,1,1,圖書編
中曰鄉,1,1,圖書編
曰邦中二,1,1,圖書編
關市之賦八,1,1,圖書編
曰喪荒之式四,1,1,圖書編
帛之式七,1,1,圖書編
葉時,1,1,圖書編
劉彛,1,1,圖書編
公之典在王通亦,1,1,圖書編
謝枋得,1,1,圖書編
凡山澤陂池之税名,1,1,圖書編
按母將隆言于哀帝,1,1,圖書編
屬有四一,1,1,圖書編
楊炎言于徳宗,1,1,圖書編
張文疏略,1,1,圖書編
震澤長語又,1,1,圖書編
順天程策略,1,1,圖書編
之徹也,1,1,圖書編
不告急何與今異也,1,1,圖書編
迫議造淺船五百艘,1,1,圖書編
按萬表,1,1,圖書編
倉曰永豐,1,1,圖書編
謂之裏河,1,1,圖書編
西河,1,1,圖書編
李文時賈誼上疏,1,1,圖書編
焉考元史論海運有,1,1,圖書編
富又,1,1,圖書編
之道有三,1,1,圖書編
合沙鄭氏,1,1,圖書編
三曰器貢四,1,1,圖書編
八曰斿貢九,1,1,圖書編
貢又,1,1,圖書編
州郡度數躔次,1,1,圖書編
林二,1,1,圖書編
英徳評,1,1,圖書編
馬龍大,1,1,圖書編
哉故,1,1,圖書編
食器用之類又,1,1,圖書編
田賦極盛之數馬氏,1,1,圖書編
繳之數録之以備考,1,1,圖書編
田丁有役田有租田,1,1,圖書編
税曰秋糧凡二等丁,1,1,圖書編
甲役,1,1,圖書編
城曰廂鄉都,1,1,圖書編
得二事一,1,1,圖書編
圖名,1,1,圖書編
賦之外者皆目之,1,1,圖書編
開除,1,1,圖書編
之則為閭胥,1,1,圖書編
士也,1,1,圖書編
戮若御史仍前所,1,1,圖書編
不可給也語,1,1,圖書編
邉策有,1,1,圖書編
地而異,1,1,圖書編
元虞集進言,1,1,圖書編
霍韜鹽政議,1,1,圖書編
十三年令,1,1,圖書編
代支之令可考也,1,1,圖書編
或四錢二分又令,1,1,圖書編
各年開中未盡鹽名,1,1,圖書編
户價買又嚴為令,1,1,圖書編
之利也故,1,1,圖書編
亦諉,1,1,圖書編
者四也故,1,1,圖書編
徴取而,1,1,圖書編
九十萬兩者有,1,1,圖書編
小民争利雖,1,1,圖書編
其業有四,1,1,圖書編
政王安石行之名,1,1,圖書編
其三諫過禮,1,1,圖書編
其六祭禮孔子,1,1,圖書編
其三冠禮禮,1,1,圖書編
犯義之過一,1,1,圖書編
曰徳業不相勸二,1,1,圖書編
三曰請召送迎四,1,1,圖書編
尊幼軰行凡五等,1,1,圖書編
造請拜揖凡三條,1,1,圖書編
請召迎送凡四條,1,1,圖書編
慶弔贈遺凡四條,1,1,圖書編
次者自當之,1,1,圖書編
祥大祥皆常服弔之,1,1,圖書編
待弔客亦不可受,1,1,圖書編
仁者人也,1,1,圖書編
今擬舉行上,1,1,圖書編
成上之一,1,1,圖書編
品物亨五,1,1,圖書編
聖道成九,1,1,圖書編
游氏,1,1,圖書編
樂後山谷黄氏,1,1,圖書編
之哉嘗誦孔子禮,1,1,圖書編
仁者人也孟子,1,1,圖書編
情而教之和大宗伯,1,1,圖書編
文無以導中和故,1,1,圖書編
禮者理也在天,1,1,圖書編
人倫,1,1,圖書編
以賔禮親邦國春見,1,1,圖書編
下昏何以長世劉子,1,1,圖書編
晉女叔齊,1,1,圖書編
之簡子,1,1,圖書編
周行已,1,1,圖書編
即吾心之條理也故,1,1,圖書編
敬無文,1,1,圖書編
云玉帛,1,1,圖書編
以一端盡也,1,1,圖書編
身篇以冠諸禮之首,1,1,圖書編
士相見禮,1,1,圖書編
士冠禮始加祝,1,1,圖書編
永受胡福三加,1,1,圖書編
祭法王自立社,1,1,圖書編
地乎,1,1,圖書編
長樂陳氏,1,1,圖書編
郊特牲䟽,1,1,圖書編
五帝座星青帝,1,1,圖書編
故周禮司服,1,1,圖書編
兆五帝于四郊禮器,1,1,圖書編
帝及五帝眀矣孝經,1,1,圖書編
天上帝魏初元間,1,1,圖書編
晋後齊後周隋唐乃,1,1,圖書編
之說始見于周禮雖,1,1,圖書編
楊復,1,1,圖書編
爾雅釋天,1,1,圖書編
丘又大宗伯職,1,1,圖書編
鄭康成注曾子問,1,1,圖書編
其樂大司徒,1,1,圖書編
騂犢其樂大司樂,1,1,圖書編
壇亦,1,1,圖書編
帝祠何帝也對,1,1,圖書編
臣上書,1,1,圖書編
祠上帝于郊故,1,1,圖書編
貴者太一太一佐,1,1,圖書編
向向,1,1,圖書編
所祭,1,1,圖書編
漢則但,1,1,圖書編
呉操之,1,1,圖書編
有一蓋元祐禮,1,1,圖書編
之禮也故孝經有,1,1,圖書編
慶則以漢武郊祀歌,1,1,圖書編
於地祗則,1,1,圖書編
以屋,1,1,圖書編
上曰享兮,1,1,圖書編
五嶽壇五,1,1,圖書編
風雲雷雨,1,1,圖書編
文并歌九章其辭,1,1,圖書編
南北郊彼以義起故,1,1,圖書編
十八人上,1,1,圖書編
文以告太廟,1,1,圖書編
壇東建神庫南,1,1,圖書編
敢昭奏于皇天上帝,1,1,圖書編
以事上帝又,1,1,圖書編
土左氏,1,1,圖書編
矣曰地祗,1,1,圖書編
尚書陶凱等,1,1,圖書編
尺有五寸手執簡書,1,1,圖書編
夜明,1,1,圖書編
五曰五鎮壇五,1,1,圖書編
雨曰山川,1,1,圖書編
九章其辭,1,1,圖書編
五帝亦如之既,1,1,圖書編
而言故主崑崙而,1,1,圖書編
四方望其方而祀,1,1,圖書編
並矣或,1,1,圖書編
以他配則不稱吾固,1,1,圖書編
天而時行又,1,1,圖書編
異同其在大宗伯則,1,1,圖書編
以祀然後,1,1,圖書編
之變迺,1,1,圖書編
得而禮,1,1,圖書編
于山川徧于羣神又,1,1,圖書編
告武成,1,1,圖書編
之為故,1,1,圖書編
留福兮丕而,1,1,圖書編
無常日鄭𤣥,1,1,圖書編
月之正禮也陳氏,1,1,圖書編
祭日之壇,1,1,圖書編
於郊祀而孝經,1,1,圖書編
能與也故,1,1,圖書編
訟之談主合祀者,1,1,圖書編
佃又言,1,1,圖書編
得無真有難處者耶,1,1,圖書編
曰小記,1,1,圖書編
之論昭穆者乃,1,1,圖書編
有祭統,1,1,圖書編
猶謂之穆富辰有言,1,1,圖書編
孫常與祖相代張純,1,1,圖書編
一廟之混成也愚故,1,1,圖書編
亦謂之闑士喪䟽,1,1,圖書編
堂是也月令,1,1,圖書編
按賈逵疏,1,1,圖書編
事自闑東疏,1,1,圖書編
橛名闑又,1,1,圖書編
食也侑,1,1,圖書編
上籑之祝,1,1,圖書編
有齊季女易,1,1,圖書編
朱子禘祫議,1,1,圖書編
宗亦,1,1,圖書編
之官鄭氏,1,1,圖書編
虢叔王季之穆也又,1,1,圖書編
盎齊,1,1,圖書編
吳澂,1,1,圖書編
爲主故,1,1,圖書編
按周書洛誥,1,1,圖書編
績紀於太常商書,1,1,圖書編
况商書已,1,1,圖書編
陳皓,1,1,圖書編
文皇帝廟,1,1,圖書編
暮坐次,1,1,圖書編
變君子訾之,1,1,圖書編
有虞氏四時之祭春,1,1,圖書編
殷因虞之祭周祭春,1,1,圖書編
訓也韋昭,1,1,圖書編
祭之時既,1,1,圖書編
禮也或又,1,1,圖書編
章之義其,1,1,圖書編
王制一横渠張子,1,1,圖書編
矣故程子,1,1,圖書編
其祖配也蘇氏,1,1,圖書編
之者也祭法又,1,1,圖書編
說也大傳,1,1,圖書編
主又,1,1,圖書編
祫皆合食也故君子,1,1,圖書編
禘祫嘗祫烝又,1,1,圖書編
祫義之二也又,1,1,圖書編
不通禘義之三也又,1,1,圖書編
不曉禘義之五也又,1,1,圖書編
二年大事於太廟傳,1,1,圖書編
康成之說則,1,1,圖書編
康成禘祫志,1,1,圖書編
王肅議,1,1,圖書編
遇惟春不祫故,1,1,圖書編
大和十三年詔,1,1,圖書編
廟大祭亦,1,1,圖書編
五年一禘公羊傳,1,1,圖書編
博士史𤣥璨議,1,1,圖書編
崔靈思,1,1,圖書編
禘為殷祭更名春祭,1,1,圖書編
殷時禮也且祭統,1,1,圖書編
禘嘗是也何得,1,1,圖書編
伯註,1,1,圖書編
廟舍毎祭故妄,1,1,圖書編
而說祭耳問者,1,1,圖書編
可得聞乎,1,1,圖書編
之酷乎夫子,1,1,圖書編
躋僖公公羊傳,1,1,圖書編
乎禘也今其說,1,1,圖書編
鬯人廟用脩又,1,1,圖書編
虞禮載祔祭祝文,1,1,圖書編
禮所,1,1,圖書編
廟而以始祖配之故,1,1,圖書編
祫非禘也宋神宗嘗,1,1,圖書編
凡祭書神牌於太廟,1,1,圖書編
亦不從,1,1,圖書編
唐立五廟王制,1,1,圖書編
廟鄭𤣥因之王肅,1,1,圖書編
祭公,1,1,圖書編
程頥嘗論之,1,1,圖書編
諭禮官,1,1,圖書編
孝惠於茂陵殿上又,1,1,圖書編
商盤庚之誥,1,1,圖書編
洛誥亦,1,1,圖書編
於寢然乎,1,1,圖書編
其髙祖非也孔子,1,1,圖書編
可議者乎,1,1,圖書編
塞忠義之口何也,1,1,圖書編
講王景景對,1,1,圖書編
明之治故,1,1,圖書編
奉革除景泰年號上,1,1,圖書編
憲宗皇帝明諭羣臣,1,1,圖書編
之䘮棺椁之度皆,1,1,圖書編
說則,1,1,圖書編
人無廟死,1,1,圖書編
得異之故,1,1,圖書編
按禮緯,1,1,圖書編
此意孔疏亦,1,1,圖書編
指一人哉祭法,1,1,圖書編
一姓相傳事屬與子,1,1,圖書編
子因之遂謂天子,1,1,圖書編
妣主㫁可識矣故,1,1,圖書編
祫多主而惟,1,1,圖書編
此也朱子又,1,1,圖書編
昭右為穆也晉孫毓,1,1,圖書編
祖以下也始祖,1,1,圖書編
也始祖,1,1,圖書編
祭有二節,1,1,圖書編
時祭,1,1,圖書編
嘗追享朝享是也春,1,1,圖書編
物薄也秋,1,1,圖書編
廟釋,1,1,圖書編
重也故孔子,1,1,圖書編
之帝而以始祖配之,1,1,圖書編
於始祖之廟,1,1,圖書編
帝朱子謂郊而,1,1,圖書編
尊祖也明堂而,1,1,圖書編
乎誦郊祀后稷之頌,1,1,圖書編
文王之頌,1,1,圖書編
或謂之合宫又,1,1,圖書編
正室之貌則,1,1,圖書編
之學則,1,1,圖書編
其外有水,1,1,圖書編
經緯,1,1,圖書編
明堂西,1,1,圖書編
淳于登,1,1,圖書編
于登,1,1,圖書編
節氣也封軌議,1,1,圖書編
者配五帝於此故,1,1,圖書編
按下,1,1,圖書編
六尺五寸或,1,1,圖書編
尺或,1,1,圖書編
帝於五府蒼,1,1,圖書編
黑曰𤣥矩夏后氏,1,1,圖書編
五室或,1,1,圖書編
云九室或,1,1,圖書編
以配上帝朱熹,1,1,圖書編
者配食而,1,1,圖書編
明堂而,1,1,圖書編
不壇以其主宰稱之,1,1,圖書編
義起也又,1,1,圖書編
之儀,1,1,圖書編
康吉尚享歳暮則改,1,1,圖書編
有幽其瘞有赫其臨,1,1,圖書編
于先農神,1,1,圖書編
之神,1,1,圖書編
羣姓而立者,1,1,圖書編
為社厲山氏之子,1,1,圖書編
之諸侯立三社祭法,1,1,圖書編
羣立社,1,1,圖書編
四嶽之所宗也故又,1,1,圖書編
沂山西,1,1,圖書編
則虞書,1,1,圖書編
齡祭洪州城隍文,1,1,圖書編
奉制更神之序,1,1,圖書編
祠山,1,1,圖書編
鄭𤣥註禮記月令,1,1,圖書編
多其鬼無後者衆故,1,1,圖書編
如府則,1,1,圖書編
公厲大夫,1,1,圖書編
立厲壇嘗考之傳,1,1,圖書編
天曰燔柴祭地,1,1,圖書編
事求福,1,1,圖書編
而曰祀朝日何也柳,1,1,圖書編
山泰山㑹稽湘山水,1,1,圖書編
宗盧植注,1,1,圖書編
惟晉司馬彪,1,1,圖書編
何也郊特牲,1,1,圖書編
蜡蔡邕月令章句,1,1,圖書編
北曰太隂正南,1,1,圖書編
曰雩,1,1,圖書編
崇祀,1,1,圖書編
六年上,1,1,圖書編
衮冕坐像上,1,1,圖書編
濂上孔子廟堂議,1,1,圖書編
陪祭顧受胙上,1,1,圖書編
不及尼子何也或,1,1,圖書編
啓聖公孔氏神位,1,1,圖書編
史記世家,1,1,圖書編
利民,1,1,圖書編
聞之謂門弟子,1,1,圖書編
其境,1,1,圖書編
名棖字子續孔子,1,1,圖書編
失之短或,1,1,圖書編
文彦博題其墓,1,1,圖書編
後知江陵府卒謚,1,1,圖書編
女莫對其㓜徴在進,1,1,圖書編
知其學,1,1,圖書編
馬晞孟,1,1,圖書編
平帝追謚孔子,1,1,圖書編
公羊高榖梁赤猶,1,1,圖書編
元成宗制加孔子號,1,1,圖書編
姚燧,1,1,圖書編
悉代以磁器是年詔,1,1,圖書編
焉記,1,1,圖書編
和之以道則,1,1,圖書編
成均以習射事則,1,1,圖書編
焉則,1,1,圖書編
小學也記,1,1,圖書編
其制,1,1,圖書編
鄉論秀士升之司徒,1,1,圖書編
征于司徒,1,1,圖書編
舉屏之遠方西方,1,1,圖書編
按易傳大初篇,1,1,圖書編
學在中央,1,1,圖書編
上諭中書省臣,1,1,圖書編
程顥言于朝,1,1,圖書編
熹學校議,1,1,圖書編
云取其四門之學則,1,1,圖書編
靈臺詩,1,1,圖書編
文王有聲,1,1,圖書編
魯頌泮水首章,1,1,圖書編
宫鄭氏,1,1,圖書編
附會班,1,1,圖書編
以治其民,1,1,圖書編
其從學也,1,1,圖書編
選入受學,1,1,圖書編
甘泉子,1,1,圖書編
其不尤重乎哉或,1,1,圖書編
㕘天摩漢者也,1,1,圖書編
王陽明先生示敎讀,1,1,圖書編
之老熊氏,1,1,圖書編
用其明,1,1,圖書編
之舞則食有樂矣其,1,1,圖書編
漢明帝飬老之禮其,1,1,圖書編
周禮圖說,1,1,圖書編
者也儀禮,1,1,圖書編
記亦,1,1,圖書編
象日月復,1,1,圖書編
大誥有,1,1,圖書編
鄭𤣥鄉射禮目録,1,1,圖書編
按疏,1,1,圖書編
按藍田吕氏,1,1,圖書編
古之射禮有五一,1,1,圖書編
鄉射五,1,1,圖書編
之飾故,1,1,圖書編
貍首逸下,1,1,圖書編
以無辯也射義,1,1,圖書編
以理焉耳然其中有,1,1,圖書編
己之志也故,1,1,圖書編
射中矣故,1,1,圖書編
之大獲射人職,1,1,圖書編
行奏中,1,1,圖書編
為鄉是州屬鄉也,1,1,圖書編
楹外又,1,1,圖書編
射於序别而,1,1,圖書編
敢辭主,1,1,圖書編
道矣記,1,1,圖書編
考之詩,1,1,圖書編
氏以三徳教國子一,1,1,圖書編
行本三,1,1,圖書編
四曰五御五,1,1,圖書編
祀之容二,1,1,圖書編
容五,1,1,圖書編
學在郊天子,1,1,圖書編
祭酒吕柟疏,1,1,圖書編
大學士桂萼疏略,1,1,圖書編
倫管敬仲,1,1,圖書編
曰敬敬何以入,1,1,圖書編
深至程子,1,1,圖書編
曰士相見禮,1,1,圖書編
曰祀先禮,1,1,圖書編
智仁聖義忠和二,1,1,圖書編
士之秀者而升之學,1,1,圖書編
也其天子自詔者,1,1,圖書編
朱熹作貢舉私議,1,1,圖書編
杜佑評,1,1,圖書編
勢下任輕誠,1,1,圖書編
經之陋矣或,1,1,圖書編
劉曉疏,1,1,圖書編
項安世,1,1,圖書編
空言何益經,1,1,圖書編
不必有徳又,1,1,圖書編
也子寧不是之思耶,1,1,圖書編
名而安肆為惡耶語,1,1,圖書編
世何歟朱晦菴,1,1,圖書編
本註,1,1,圖書編
家却祭髙祖又,1,1,圖書編
或問何謂旁親,1,1,圖書編
問旁親有後者如何,1,1,圖書編
此不祔伊川,1,1,圖書編
服小記,1,1,圖書編
一止斟一盃朱子,1,1,圖書編
心切有未安陽明子,1,1,圖書編
誠有所未安,1,1,圖書編
祔陽明子,1,1,圖書編
五廟,1,1,圖書編
夫三廟,1,1,圖書編
禮乎故,1,1,圖書編
則一也曾子問,1,1,圖書編
為昭而六世為穆乎,1,1,圖書編
歆之說孰為是,1,1,圖書編
然也,1,1,圖書編
大夫士之制奈何,1,1,圖書編
寢室之備猶大夫也,1,1,圖書編
不降何也,1,1,圖書編
而降也,1,1,圖書編
則易宗故,1,1,圖書編
或問如何謂之别子,1,1,圖書編
嘗讀冠義,1,1,圖書編
之也賔對,1,1,圖書編
始加緇布冠設笄祝,1,1,圖書編
巾或幞頭祝,1,1,圖書編
賔受醴祝辭,1,1,圖書編
字之辭,1,1,圖書編
梁冠制上埒逹官記,1,1,圖書編
無望於知禮之君子,1,1,圖書編
如壻家儀但祝文,1,1,圖書編
如納采儀但祝文,1,1,圖書編
父命之,1,1,圖書編
改祝,1,1,圖書編
子弟讀,1,1,圖書編
按文中子,1,1,圖書編
請問名,1,1,圖書編
貺命某加諸卜占,1,1,圖書編
