cited_head,citations,leishu_count,leishu
緋衫裌五,1,1,玉海
内廊閤外號,1,1,玉海
輦制度未嘗有此又,1,1,玉海
著于令其後浸弛,1,1,玉海
注引蔡邕,1,1,玉海
東都賦至于永平,1,1,玉海
禮記正義世本,1,1,玉海
世本又,1,1,玉海
大戴禮五帝徳,1,1,玉海
緇之注唐虞以上,1,1,玉海
日月星辰周禮,1,1,玉海
通典成王問周公,1,1,玉海
三問不對哀公,1,1,玉海
殷冠也夏后氏,1,1,玉海
代以明之彼,1,1,玉海
冠為冕王制,1,1,玉海
之祭冠今,1,1,玉海
論語公西華,1,1,玉海
服黼冔書,1,1,玉海
疏與舊圗,1,1,玉海
是殷之祭冕梁正等,1,1,玉海
初一,1,1,玉海
冕負黼扆節服氏,1,1,玉海
然禮注詩箋,1,1,玉海
昭二十五年子太叔,1,1,玉海
黻也傳,1,1,玉海
冕上故,1,1,玉海
周書世俘解,1,1,玉海
表裳聘禮,1,1,玉海
常服箋,1,1,玉海
注皮弁箋,1,1,玉海
疏士冠禮郊特牲,1,1,玉海
委貌周道以色言,1,1,玉海
韠注,1,1,玉海
坊記注,1,1,玉海
詩韎韐有奭箋,1,1,玉海
注鹿子皮弁疏,1,1,玉海
收殷,1,1,玉海
明天子朝燕之服,1,1,玉海
明周禮六服斿章義,1,1,玉海
弁服後,1,1,玉海
陶謨,1,1,玉海
鄭注覲禮,1,1,玉海
其序故夫子,1,1,玉海
注複下為舄襌下,1,1,玉海
度以應規矩繩權衡,1,1,玉海
冠一,1,1,玉海
顯宗初服旒冕,1,1,玉海
五年制詔殿内,1,1,玉海
豐作竹皮冠也一,1,1,玉海
晉志蔡邕,1,1,玉海
士爵韋疏,1,1,玉海
晉志傅玄,1,1,玉海
志髙山冠一,1,1,玉海
案漢官,1,1,玉海
獨斷灋冠楚冠也一,1,1,玉海
張敞弟武拜梁相,1,1,玉海
隋志如淳注漢官,1,1,玉海
志武冠一,1,1,玉海
名鵕䴊冠胡廣說,1,1,玉海
䴊冠貝帶顔師古,1,1,玉海
齊志按項氏說,1,1,玉海
後魏志司馬彪,1,1,玉海
晉志或,1,1,玉海
通典或,1,1,玉海
刋誤正俗,1,1,玉海
獨斷建華冠鷸冠記,1,1,玉海
升漆布為之詩,1,1,玉海
收方三寸名,1,1,玉海
玄中記,1,1,玉海
王問周公舜冠何如,1,1,玉海
紗薄如空也或,1,1,玉海
馬廖傳上疏,1,1,玉海
贅衣主衣之官書,1,1,玉海
貨殖傳荅布孟康,1,1,玉海
王以荃葛師古,1,1,玉海
魯縞師古,1,1,玉海
絳緣諸于注師古,1,1,玉海
色為縁名,1,1,玉海
顯慶元年長孫無忌,1,1,玉海
玄上纁下故注弁師,1,1,玉海
沈又,1,1,玉海
平中始創制董巴志,1,1,玉海
傳賈誼,1,1,玉海
杜篤,1,1,玉海
廖傳上疏長樂宫,1,1,玉海
注漢官名秩,1,1,玉海
徳中制折上巾隋志,1,1,玉海
㑹要舊制,1,1,玉海
因謂侍臣,1,1,玉海
紫謝,1,1,玉海
李石文宗,1,1,玉海
緋黄白皂注說文,1,1,玉海
宗幸未央宫帝駐輦,1,1,玉海
廣車服注,1,1,玉海
江總有華貂賦,1,1,玉海
視事謂左右,1,1,玉海
曰天不寒晏子,1,1,玉海
禮官請服衮冕帝,1,1,玉海
蘇紳陳便宜八事四,1,1,玉海
其頌,1,1,玉海
太平御覽周書,1,1,玉海
受胡福三加,1,1,玉海
著故,1,1,玉海
冠辭,1,1,玉海
記云,1,1,玉海
黄香頌,1,1,玉海
嘉為賓東晉祝文,1,1,玉海
師受醴祝,1,1,玉海
天子别有冠禮皇氏,1,1,玉海
志司馬彪,1,1,玉海
香殿下顧謂諸王,1,1,玉海
事至卿前,1,1,玉海
夘進封夀春郡王制,1,1,玉海
懿安之樂作祝,1,1,玉海
觜觿西九星一,1,1,玉海
河圗風后,1,1,玉海
方法白虎,1,1,玉海
北方法玄武,1,1,玉海
旂中央法黄龍,1,1,玉海
春杖疏,1,1,玉海
司常疏夏采注,1,1,玉海
故爾雅,1,1,玉海
世俘,1,1,玉海
注覲禮,1,1,玉海
獵止則弊之故王制,1,1,玉海
平王蒼議,1,1,玉海
旃張侯,1,1,玉海
官一,1,1,玉海
教一,1,1,玉海
章行陂六,1,1,玉海
左纛注李斐,1,1,玉海
東方朔傳對,1,1,玉海
服之則秦制也張華,1,1,玉海
玄弋植招揺注薛綜,1,1,玉海
司馬相如賦楚王,1,1,玉海
賈捐之傳孝文帝詔,1,1,玉海
楊秉傳上疏,1,1,玉海
鑾旗不駕注漢官儀,1,1,玉海
中御史奏,1,1,玉海
禮緯稽命徴,1,1,玉海
舊用隷字志古今注,1,1,玉海
禮義羅,1,1,玉海
三禮圗覲禮注,1,1,玉海
漢髙帝紀應劭注,1,1,玉海
事始春秋運斗樞,1,1,玉海
唐六典注周書,1,1,玉海
避武帝諱,1,1,玉海
弄之,1,1,玉海
助傳淮南王安上書,1,1,玉海
玉璽記,1,1,玉海
續志注徐廣,1,1,玉海
子降上光武吳書,1,1,玉海
陽注闞駰,1,1,玉海
行注服䖍,1,1,玉海
面作兩行書,1,1,玉海
若丞相,1,1,玉海
二寸九分其文,1,1,玉海
唐六典注晉陽秋,1,1,玉海
獲其傳國璽送之文,1,1,玉海
城得玉璽二其文皆,1,1,玉海
琳之傳,1,1,玉海
獻云,1,1,玉海
命璽,1,1,玉海
肅受命寶賦序,1,1,玉海
金銀為窠其文,1,1,玉海
于黄金璽印文,1,1,玉海
鑄龍圖閣印文,1,1,玉海
子八璽其一,1,1,玉海
玉寶二篆文,1,1,玉海
藏玉寶十有一一,1,1,玉海
晉傅玄印銘,1,1,玉海
五代史臣,1,1,玉海
節所,1,1,玉海
史過,1,1,玉海
要訣,1,1,玉海
文選注引太公隂符,1,1,玉海
輔玄卿,1,1,玉海
文帝宋昌,1,1,玉海
後傳馮衍與田邑書,1,1,玉海
劭漢官,1,1,玉海
隋天文志畢南八星,1,1,玉海
符注應劭,1,1,玉海
簡易也師古,1,1,玉海
文選注漢舊儀,1,1,玉海
符節注師古,1,1,玉海
今過所也如淳,1,1,玉海
函谷關,1,1,玉海
馮唐傳對文帝,1,1,玉海
尺籍伍符注李竒,1,1,玉海
相保之符信也如淳,1,1,玉海
要節度也史記注或,1,1,玉海
尉繚子束伍令,1,1,玉海
母兄弟通籍注應劭,1,1,玉海
兵案文帝紀,1,1,玉海
魏志注世語,1,1,玉海
主節十八人一,1,1,玉海
狐楚,1,1,玉海
寸半長五寸刻隷字,1,1,玉海
而中分之字,1,1,玉海
奏勘畢奏,1,1,玉海
物也徐廣車服儀制,1,1,玉海
名大圭典瑞,1,1,玉海
隋志五經要義,1,1,玉海
白玉而玄組綬詩傳,1,1,玉海
按注,1,1,玉海
六十五序,1,1,玉海
詩鄭風女,1,1,玉海
持冠者鄭玄,1,1,玉海
古圖宰辟父敦銘,1,1,玉海
定六年衛公叔文子,1,1,玉海
於王孫圉,1,1,玉海
對曰然,1,1,玉海
為寳也幾何矣,1,1,玉海
曰雲連徒洲,1,1,玉海
大帶張晏,1,1,玉海
東方朔傳朔對,1,1,玉海
揚雄傳賦,1,1,玉海
曳革履笑,1,1,玉海
隋志按圖,1,1,玉海
後五行志注陳宣諫,1,1,玉海
所以盛書無底,1,1,玉海
唐志隋文帝,1,1,玉海
馬永卿,1,1,玉海
本傳論宦官横肆帝,1,1,玉海
方鎮進獻上,1,1,玉海
延英,1,1,玉海
在人不在笏帝,1,1,玉海
百官始執笏,1,1,玉海
常衮謝玉帶牙笏表,1,1,玉海
詔至流涕,1,1,玉海
賜金帶髙宗面諭,1,1,玉海
帶太祖,1,1,玉海
月丁未上謂宰輔,1,1,玉海
先是上,1,1,玉海
管子揆度篇對桓公,1,1,玉海
注引大傳,1,1,玉海
五瑞鄭玄,1,1,玉海
薦玉宋均注,1,1,玉海
左傳定四年祝佗,1,1,玉海
注半璧,1,1,玉海
縿春官典瑞,1,1,玉海
玉而玉人,1,1,玉海
掌玉瑞之藏,1,1,玉海
故書或,1,1,玉海
吴語命圭有命固,1,1,玉海
閷也相玉書,1,1,玉海
全純色也疏案書傳,1,1,玉海
三禮圖阮鄭二圖皆,1,1,玉海
祇開元禮避諱,1,1,玉海
物初生半圭,1,1,玉海
疏半璧,1,1,玉海
康成謂爵行,1,1,玉海
賓客則大行人,1,1,玉海
司尊彜,1,1,玉海
以秬鬯圭瓉箋,1,1,玉海
與玉人,1,1,玉海
殺於四望鄭司農,1,1,玉海
詩書注及三禮圗,1,1,玉海
郊事天尤重詩,1,1,玉海
結諸侯之好鄭司農,1,1,玉海
來曰聘聘禮,1,1,玉海
雜記賛大行,1,1,玉海
秋官小行人成六瑞,1,1,玉海
行人職,1,1,玉海
鄭注曲禮,1,1,玉海
祫陳之以華國顧命,1,1,玉海
禮神,1,1,玉海
皆度尺二寸王肅,1,1,玉海
玉曰嘉玉郊特牲,1,1,玉海
聞諸子夏,1,1,玉海
榖梁傳定八年冬,1,1,玉海
後漢張衡傳作應間,1,1,玉海
文選魏文帝書,1,1,玉海
質龜青純注半圭,1,1,玉海
國策應侯,1,1,玉海
許之宫之竒,1,1,玉海
顔異,1,1,玉海
四方又,1,1,玉海
用階州石可速就上,1,1,玉海
乎翌日,1,1,玉海
珉石上,1,1,玉海
丈彦博表,1,1,玉海
實録初上謂輔臣,1,1,玉海
葵首天子服之說者,1,1,玉海
祀録,1,1,玉海
類上,1,1,玉海
郊祀志公孫卿,1,1,玉海
揚子周室九鼎寶乎,1,1,玉海
後漢崔駰傳達㫖辭,1,1,玉海
若之龜龜,1,1,玉海
文選注引說苑,1,1,玉海
史記西周武王,1,1,玉海
崔駰仲山甫鼎銘,1,1,玉海
正義服䖍,1,1,玉海
秋九月孟僖子,1,1,玉海
於甘䜛之地故,1,1,玉海
夙夜不懈民咸,1,1,玉海
志其賛饗,1,1,玉海
天師古,1,1,玉海
射之因之以祭,1,1,玉海
如說非也三徳一,1,1,玉海
獲夀考之美,1,1,玉海
符謂鹿也師古,1,1,玉海
于其廟也師古,1,1,玉海
區對,1,1,玉海
疑其妄言謝,1,1,玉海
廼召卿對,1,1,玉海
何人也卿,1,1,玉海
鼎書,1,1,玉海
鼎銘勒而上議,1,1,玉海
橋玄三鼎東鼎銘,1,1,玉海
于玉堂前廷乃詔,1,1,玉海
玄為太尉又黄鉞銘,1,1,玉海
蔡邕集橋公廟碑,1,1,玉海
為之銘注魏略,1,1,玉海
釡口,1,1,玉海
魏曹植作文帝誄,1,1,玉海
州鼎銘武后所製文,1,1,玉海
與杜鎬詳其文,1,1,玉海
云甗甑也爾雅,1,1,玉海
趙明誠,1,1,玉海
四章鼎銘,1,1,玉海
曰帝鼐八方,1,1,玉海
調閣藏之改帝鼐,1,1,玉海
崇曰貫則名其國也,1,1,玉海
則設之異也,1,1,玉海
周文王鼎銘,1,1,玉海
王伯鼎銘,1,1,玉海
中鼎銘,1,1,玉海
雝公緘鼎銘,1,1,玉海
叔液鼎銘,1,1,玉海
宋鼎銘,1,1,玉海
宋夫人鼎銘,1,1,玉海
好畤供厨鼎銘,1,1,玉海
汾隂宫鼎銘,1,1,玉海
隂宫銅鼎一又,1,1,玉海
仲父鬲銘,1,1,玉海
盉銘,1,1,玉海
龢父若,1,1,玉海
父乙甗銘,1,1,玉海
祖己甗銘,1,1,玉海
後周歌辭,1,1,玉海
鬱尊虞氏所用故,1,1,玉海
酒郊特牲,1,1,玉海
黄金為目郊特牲,1,1,玉海
舟注鄭司農,1,1,玉海
中注,1,1,玉海
王肅注禮器,1,1,玉海
疏禮運,1,1,玉海
設尊亦依此酒正,1,1,玉海
許慎說罍,1,1,玉海
以文伯宴樽以魯壺,1,1,玉海
獻壺尊正義鄭玄,1,1,玉海
廟用修注脩讀,1,1,玉海
侯疏鄭,1,1,玉海
文選注逸詩,1,1,玉海
禮記疏總名,1,1,玉海
左傳定十年孔子,1,1,玉海
釋文司馬,1,1,玉海
曰徹去樽孔子聞之,1,1,玉海
皇夀注應劭,1,1,玉海
作觗師古,1,1,玉海
一斗為下尊師古,1,1,玉海
列傳叔孫通起朝儀,1,1,玉海
車千秋上夀上報,1,1,玉海
銷憂注孟康,1,1,玉海
尊而益之也禮運,1,1,玉海
司尊彝,1,1,玉海
御覽蔡邕論銘,1,1,玉海
崔駰樽銘,1,1,玉海
蔡邕樽銘,1,1,玉海
少牢,1,1,玉海
建光巵銘,1,1,玉海
夷榼二銘,1,1,玉海
下階間北向西上六,1,1,玉海
克尊銘,1,1,玉海
師艅尊銘,1,1,玉海
卣銘,1,1,玉海
上尊,1,1,玉海
曰簋鄭注論語,1,1,玉海
疏掌客,1,1,玉海
公羊傳田狩一,1,1,玉海
中央横木,1,1,玉海
立飫則有房烝,1,1,玉海
反竹器索隠,1,1,玉海
禮儀志注春秋釋疴,1,1,玉海
如故賔客崔沔,1,1,玉海
博古圖銘,1,1,玉海
周太師望簋銘,1,1,玉海
劉公鋪銘,1,1,玉海
謂萇弘,1,1,玉海
我獨無有,1,1,玉海
段成式送墨,1,1,玉海
文房四譜漢書,1,1,玉海
月給大筆一雙篆題,1,1,玉海
手捧帝,1,1,玉海
才太宗報書,1,1,玉海
亮表,1,1,玉海
後周賜楊素以竹策,1,1,玉海
孫逖為宰相表,1,1,玉海
庾肩吾團扇銘,1,1,玉海
漢尚方竹扇名,1,1,玉海
盤龍衣使齎賜之綜,1,1,玉海
梁李琪謝賜大硯,1,1,玉海
通鑑表,1,1,玉海
孔子問于守廟者,1,1,玉海
之宥巵顧謂弟子,1,1,玉海
重黎篇或問持滿,1,1,玉海
欹器賦,1,1,玉海
者曰此為何器對,1,1,玉海
晉杜預傳周廟欹器,1,1,玉海
唐張元覽欹器賦,1,1,玉海
雖動揺乃不覆,1,1,玉海
出欹器示侍臣,1,1,玉海
歎易簡,1,1,玉海
前諭丁度䓁,1,1,玉海
垂戒帝,1,1,玉海
之何須宣布也度,1,1,玉海
說苑晉太史屠餘,1,1,玉海
漢文紀二年五月詔,1,1,玉海
賢良其除之注應邵,1,1,玉海
善也服䖍,1,1,玉海
子既冠成人,1,1,玉海
孫策書,1,1,玉海
李密檄,1,1,玉海
裴諝,1,1,玉海
每冬畋狩亮上疏諫,1,1,玉海
以待四方之士為號,1,1,玉海
失者投之白匭,1,1,玉海
傳鄭氏禮圖說扆制,1,1,玉海
於幄中鄭司農,1,1,玉海
聽斷注師古,1,1,玉海
翟酺傳酺上疏,1,1,玉海
其奏注應劭,1,1,玉海
之法坐注師古,1,1,玉海
几而處其中注師古,1,1,玉海
四合象宮,1,1,玉海
數顧視之弘,1,1,玉海
令太宗嘗,1,1,玉海
通鑑貞觀二年上,1,1,玉海
督刺史,1,1,玉海
至無益也帝,1,1,玉海
實錄乙巳朔,1,1,玉海
實錄李藩等表賀,1,1,玉海
覽序,1,1,玉海
王户席必訓焉席銘,1,1,玉海
易失太公金匱亦,1,1,玉海
賜宰相黄潛善等,1,1,玉海
留屛於此潛善,1,1,玉海
曰孟子言左右皆,1,1,玉海
名上指示洪适等,1,1,玉海
目下方上,1,1,玉海
威注服䖍,1,1,玉海
法而作之李善,1,1,玉海
華蓋下九星,1,1,玉海
太公隂謀机之書,1,1,玉海
書正義史游急就篇,1,1,玉海
博古圖周仲丁壺銘,1,1,玉海
綏和壺銘,1,1,玉海
太公隂謀筆之書,1,1,玉海
晁錯傳對策,1,1,玉海
李固傳對策,1,1,玉海
玉匱之書注七略,1,1,玉海
書正義鄭,1,1,玉海
州千乗東北韓子,1,1,玉海
魏曹植露盤頌,1,1,玉海
青緣蒲席應劭,1,1,玉海
博古圖鋗銘,1,1,玉海
錠銘,1,1,玉海
注在旁,1,1,玉海
金甌帝謂,1,1,玉海
華仁壽鏡賦序,1,1,玉海
賜常侍尚方竹扇名,1,1,玉海
雉搏埴之工也南方,1,1,玉海
大宰九職任萬民五,1,1,玉海
象曰瑳玉,1,1,玉海
攻木,1,1,玉海
氏為刃為劔習攻金,1,1,玉海
記其事耳,1,1,玉海
宮右彈商,1,1,玉海
曰室何為夕大匠,1,1,玉海
為夕對,1,1,玉海
晁公武志,1,1,玉海
感生之帝祭法,1,1,玉海
云云每獻奏樂一成,1,1,玉海
之營域五帝蒼,1,1,玉海
曰白招拒黑,1,1,玉海
之注祭天,1,1,玉海
下注皆,1,1,玉海
與鄭異明堂位,1,1,玉海
帝注,1,1,玉海
年九月辛丑郊公羊,1,1,玉海
月辛巳郊穀梁,1,1,玉海
異時其神不同諸儒,1,1,玉海
志蔡仲熊議鄭志,1,1,玉海
雜記孟獻子,1,1,玉海
家語郊問篇孔子,1,1,玉海
大宗伯注鄭司農,1,1,玉海
天天也疏孝經,1,1,玉海
秋繁露郊祝,1,1,玉海
雨庶物羣生,1,1,玉海
南郊,1,1,玉海
所都之南北書,1,1,玉海
洛誥周公,1,1,玉海
曲禮疏孝經說,1,1,玉海
之正月郊祭之孝經,1,1,玉海
詩維清肇禋箋,1,1,玉海
至王肅,1,1,玉海
以祈穀故左傳,1,1,玉海
祠何帝也對,1,1,玉海
故城中晉灼,1,1,玉海
古曰廟記,1,1,玉海
神云,1,1,玉海
古禪字祭也臣瓚,1,1,玉海
祠泰一方,1,1,玉海
從者及北斗,1,1,玉海
兒寛上壽,1,1,玉海
祠泰一贊享,1,1,玉海
星即鎭星索隱,1,1,玉海
正月罷雍五畤詔,1,1,玉海
元規議,1,1,玉海
詩曰毋,1,1,玉海
劉向對,1,1,玉海
武皇帝祠雍,1,1,玉海
皇天上帝泰一兆,1,1,玉海
唐禮志賈曾議,1,1,玉海
儀最悉,1,1,玉海
地意中考人事故,1,1,玉海
兆王居明堂禮,1,1,玉海
漢厯志武成篇,1,1,玉海
祀馘于周廟注師古,1,1,玉海
始二年正月詔,1,1,玉海
十年十月詔,1,1,玉海
紀七月辛未詔,1,1,玉海
王納之,1,1,玉海
陳王元規議,1,1,玉海
志禮,1,1,玉海
有二尺者方丘也,1,1,玉海
寮奉玉册上尊號,1,1,玉海
之蓋既,1,1,玉海
永泰中杜鴻漸奏,1,1,玉海
者欲遷日王儉啟,1,1,玉海
先是禮儀使宋白奏,1,1,玉海
前開元禮義羅,1,1,玉海
曰迎禧正東,1,1,玉海
寅明西,1,1,玉海
辰進呈臨等議蘇頌,1,1,玉海
祐禮也赦文,1,1,玉海
乾道元年赦文,1,1,玉海
曾肇議經費,1,1,玉海
漢舊儀名,1,1,玉海
隋志王元規議,1,1,玉海
郊祀地祇,1,1,玉海
儉議春秋感精符,1,1,玉海
奉常博士陸遵楷議,1,1,玉海
張說述聖頌亦,1,1,玉海
玄宗製后土祠碑,1,1,玉海
然乃今復見銘,1,1,玉海
詔改奉祇宫,1,1,玉海
食曰明粢服,1,1,玉海
漢平紀注應劭,1,1,玉海
宫有虞總章商,1,1,玉海
漢鼂錯傳對策,1,1,玉海
斗白,1,1,玉海
之府周,1,1,玉海
府鄭玄,1,1,玉海
隋書宇文愷議,1,1,玉海
驗云黄帝,1,1,玉海
注八政洪範所,1,1,玉海
陽館周,1,1,玉海
邕明堂論,1,1,玉海
帝夏,1,1,玉海
西曰總章北,1,1,玉海
諸侯尊卑外水,1,1,玉海
明堂月令書說,1,1,玉海
堂文王之廟,1,1,玉海
太廟視朔告朔天子,1,1,玉海
四門熊氏,1,1,玉海
也詩斯干,1,1,玉海
月令春,1,1,玉海
臯門北雉門東方,1,1,玉海
月令則季秋玉藻注,1,1,玉海
同祭法,1,1,玉海
袁凖,1,1,玉海
作樂天子,1,1,玉海
五室周官匠人,1,1,玉海
之寢鄭志趙商問,1,1,玉海
堂即文廟耶鄭答,1,1,玉海
非玄意也玄之言,1,1,玉海
季秋又,1,1,玉海
志顔師古,1,1,玉海
尊卑也外水名,1,1,玉海
隋牛弘傳上議,1,1,玉海
周不,1,1,玉海
曰太廟中央,1,1,玉海
宇文愷傳議,1,1,玉海
沈伯儀傳鄭玄,1,1,玉海
玉藻正義鄭玄,1,1,玉海
愷傳禮圗,1,1,玉海
後祭祀志注新論,1,1,玉海
選注黄圗,1,1,玉海
注蘓林,1,1,玉海
也禮圗又,1,1,玉海
年正月癸巳詔,1,1,玉海
詔㑹議靈臺所處帝,1,1,玉海
要顔師古,1,1,玉海
一物二名鄭玄,1,1,玉海
鄭玄駁異義,1,1,玉海
無四方禮圗,1,1,玉海
十二間後魏樂志,1,1,玉海
長孫無忌議,1,1,玉海
以應朞數,1,1,玉海
晉宗祀文帝潘岳賦,1,1,玉海
法鄭玄,1,1,玉海
多有同異思伯上議,1,1,玉海
百官賀表,1,1,玉海
宗配王涇郊祀録注,1,1,玉海
博等奏,1,1,玉海
戍子朔御札,1,1,玉海
世室鄭玄,1,1,玉海
命官分獻上,1,1,玉海
未決復諭,1,1,玉海
下詔止絶請託,1,1,玉海
宋祁明堂頌序,1,1,玉海
乎文彦博對,1,1,玉海
玉已不復備上,1,1,玉海
序略,1,1,玉海
五年七月十日詔,1,1,玉海
御殿前赦文,1,1,玉海
司製碑禮成上,1,1,玉海
侑上帝又,1,1,玉海
颷御在天升祔,1,1,玉海
明堂立文考之正義,1,1,玉海
淳熈六年明堂赦文,1,1,玉海
九年赦文,1,1,玉海
慶元六年赦文,1,1,玉海
嘉定十七年赦文,1,1,玉海
詩正義月令,1,1,玉海
天子明堂詩,1,1,玉海
左傳周志,1,1,玉海
子强國篇,1,1,玉海
也孔穎達,1,1,玉海
遂登觀臺服氏,1,1,玉海
而同制,1,1,玉海
明堂東,1,1,玉海
室取其堂則,1,1,玉海
水圎如璧則,1,1,玉海
在路寢也大戴記,1,1,玉海
各五門鄭注明堂位,1,1,玉海
郊而,1,1,玉海
王制正義堯典,1,1,玉海
南向,1,1,玉海
亦不以為數孫卿,1,1,玉海
下事七世家語孔子,1,1,玉海
漢韋玄成議,1,1,玉海
唐㑹要岑文本,1,1,玉海
江都集禮晉孫毓,1,1,玉海
語荀卿書榖梁傳皆,1,1,玉海
辨其廟之名王制,1,1,玉海
王制注殷六廟,1,1,玉海
契之廟鄭駮異義,1,1,玉海
廟後,1,1,玉海
䟽清廟有五室中央,1,1,玉海
斯干䟽鄭志荅張逸,1,1,玉海
後漢志注樂記,1,1,玉海
傳夏正郊天亦,1,1,玉海
春曰礿夏,1,1,玉海
書召誥疏洛誥,1,1,玉海
室中央,1,1,玉海
廟王制,1,1,玉海
年再禘禘祫志,1,1,玉海
年周公,1,1,玉海
語或問禘之說子,1,1,玉海
趙伯循,1,1,玉海
之其略,1,1,玉海
榖梁疏范略例,1,1,玉海
唐㑹要徐堅,1,1,玉海
楚觀射父,1,1,玉海
曰大廟魯公,1,1,玉海
撃筑自歌,1,1,玉海
帝出游離宫通,1,1,玉海
義括地志,1,1,玉海
上復申明之,1,1,玉海
東京,1,1,玉海
漢禮儀制度,1,1,玉海
親廟上可涉等議詔,1,1,玉海
廟尊號,1,1,玉海
司奏上尊號,1,1,玉海
辰詔書,1,1,玉海
朱浮奏,1,1,玉海
從王父,1,1,玉海
武徳舞歌詩,1,1,玉海
江淹議陳忠奏事,1,1,玉海
異所宜如禮詔,1,1,玉海
見羣臣詔,1,1,玉海
自出不王不禘論,1,1,玉海
天子祭圓丘,1,1,玉海
尚書八座議禮,1,1,玉海
初玄宗復祔獻祖詔,1,1,玉海
殷盈孫傳議,1,1,玉海
年四月祭酒徐堅表,1,1,玉海
别建寢廟顔師古議,1,1,玉海
儀注以祔祭之,1,1,玉海
真卿,1,1,玉海
順也京兆少尹韋武,1,1,玉海
室曰置别廟,1,1,玉海
議者不過三一,1,1,玉海
卿王權,1,1,玉海
髙祖朓謚,1,1,玉海
御札,1,1,玉海
說之長且引公羊,1,1,玉海
孫洙,1,1,玉海
神農封泰山禪,1,1,玉海
禮記注引孝經說,1,1,玉海
名在博縣晉灼,1,1,玉海
檢之封焉應劭,1,1,玉海
報徳星,1,1,玉海
髙里,1,1,玉海
有鄉坐拜者,1,1,玉海
其書以問寛對,1,1,玉海
寛上夀,1,1,玉海
黄縣注地道記,1,1,玉海
山詔書,1,1,玉海
岱宗,1,1,玉海
而天子詔,1,1,玉海
壇曰萬嵗臺降禪壇,1,1,玉海
封請勒名於封禪碑,1,1,玉海
令張說上言,1,1,玉海
牒賀知章,1,1,玉海
守邊召光庭與謀,1,1,玉海
復事矣說,1,1,玉海
通典載紀泰山銘,1,1,玉海
張說頌,1,1,玉海
蘇頲頌,1,1,玉海
於岳趾,1,1,玉海
泰山奉髙宫,1,1,玉海
王旦表,1,1,玉海
曰封者金泥銀繩或,1,1,玉海
記正義道書福地記,1,1,玉海
秦儒生議,1,1,玉海
高厚,1,1,玉海
唐志文中子,1,1,玉海
見書序應劭,1,1,玉海
為立社,1,1,玉海
夫以下立一社,1,1,玉海
戊故召詔,1,1,玉海
對魏獻子社稷,1,1,玉海
王社,1,1,玉海
書逸篇,1,1,玉海
迎四方氣於郊也箋,1,1,玉海
大社之西崔氏,1,1,玉海
鄭駮異義,1,1,玉海
所以神地之道禮運,1,1,玉海
須云定位肅又難鄭,1,1,玉海
祀以為社不,1,1,玉海
牲也肅又難鄭,1,1,玉海
自相違為鄭者通之,1,1,玉海
並壇共門或,1,1,玉海
社記,1,1,玉海
孔鼂,1,1,玉海
難之答,1,1,玉海
皇侃,1,1,玉海
詩載芟疏祭法,1,1,玉海
俱徙乃詔,1,1,玉海
設其社稷之壝又,1,1,玉海
帝社之祝,1,1,玉海
韋叔夏,1,1,玉海
叔夏等四人議,1,1,玉海
垂拱中藉田壇,1,1,玉海
田為社,1,1,玉海
韋叔夏等議,1,1,玉海
黄土叔夏等,1,1,玉海
方色上冒以黄土說,1,1,玉海
為内崔氏,1,1,玉海
書傳略說,1,1,玉海
古曰齊地記,1,1,玉海
顧野王,1,1,玉海
栁宗元朝日說,1,1,玉海
爾雅祭星,1,1,玉海
祭之故,1,1,玉海
衣繹賔尸髙子,1,1,玉海
雨師注鄭司農,1,1,玉海
或言,1,1,玉海
䖍應劭,1,1,玉海
所為應禮,1,1,玉海
雍還祠太一賛饗,1,1,玉海
郡縣晉祠令,1,1,玉海
有北辰李淳風,1,1,玉海
有人主象故名,1,1,玉海
臘臘者獵也,1,1,玉海
秦曰臘案左傳,1,1,玉海
田夫注,1,1,玉海
觀於蜡,1,1,玉海
名秩,1,1,玉海
酒禮代之詩,1,1,玉海
生民傳,1,1,玉海
契握,1,1,玉海
生民玄鳥毛傳,1,1,玉海
牢祠月令章句,1,1,玉海
生契焉故詩,1,1,玉海
經典束晢答,1,1,玉海
禮志漢儀,1,1,玉海
祥上,1,1,玉海
神君言,1,1,玉海
書其名,1,1,玉海
和之氣塞明注師古,1,1,玉海
關令尹傳,1,1,玉海
祭告太一詞,1,1,玉海
年閏十月丁丑名石,1,1,玉海
制奉上真元皇帝號,1,1,玉海
殿曰迎禧後亭,1,1,玉海
册文,1,1,玉海
慶軍改奉元宫,1,1,玉海
州城西門,1,1,玉海
六月詔蘓軾撰碑銘,1,1,玉海
八月名門,1,1,玉海
霄殿,1,1,玉海
穆清後亭,1,1,玉海
聖閣,1,1,玉海
十一月名北園,1,1,玉海
五月癸巳名池,1,1,玉海
晏殊有賦,1,1,玉海
名靈應真君殿,1,1,玉海
琢玉石為聖祖像閣,1,1,玉海
元天后殿前東西門,1,1,玉海
殿曰明福宫東門,1,1,玉海
齋殿,1,1,玉海
熙寧建英宗之殿,1,1,玉海
皇武大宗,1,1,玉海
隆昭憲后,1,1,玉海
王子韶六聖原廟賦,1,1,玉海
道觀奉聖祖母名,1,1,玉海
向敏中為慶成使制,1,1,玉海
京新修聖祖殿宜號,1,1,玉海
太一殿,1,1,玉海
曰黄庭後殿,1,1,玉海
之意作頌序,1,1,玉海
統元神貺殿門,1,1,玉海
為大明北有殿,1,1,玉海
