glyph,moe_id,grade,canonical_moe_id,canonical_glyph
叧,C00612-001,異體字 ,C00612,剮
另,C00612-002,異體字 ,C00612,剮
𠮠,C00612-005,異體字 ,C00612,剮
㱙,C00612-007,異體字 ,C00612,剮
,C00612-008,異體字 ,C00612,剮
剨,C00613,正字 ,C00613,剨
𠜻,C00613-001,異體字 ,C00613,剨
𠝤,C00614,正字 ,C00614,𠝤
𠝢,C00615,正字 ,C00615,𠝢
㓱,C00616,正字 ,C00616,㓱
𠞼,C00616-001,異體字 ,C00616,㓱
󰡊,C00616-002,異體字 ,C00616,㓱
㓲,C00617,正字 ,C00617,㓲
󶍠,C00618-001,異體字 ,C00618,
𠞊,C00619,正字 ,C00619,𠞊
𠞀,C00620,正字 ,C00620,𠞀
𠞉,C00621,正字 ,C00621,𠞉
𠟫,C00621-001,異體字 ,C00621,𠞉
󰟡,C00621-002,異體字 ,C00621,𠞉
󰡅,C00621-003,異體字 ,C00621,𠞉
𠜒,C00621-004,異體字 ,C00621,𠞉
㓹,C00622,正字 ,C00622,㓹
󸗭,C00622-001,異體字 ,C00622,㓹
𠝿,C00623,正字 ,C00623,𠝿
󰟼,C00623-001,異體字 ,C00623,𠝿
𠞈,C00624,正字 ,C00624,𠞈
𨨹,C00624-001,異體字 ,C00624,𠞈
𠞅,C00625,正字 ,C00625,𠞅
㓺,C00626,正字 ,C00626,㓺
󷋞,C00626-002,異體字 ,C00626,㓺
剶,C00627,正字 ,C00627,剶
𠛮,C00627-002-1,異體字 ,C00627,剶
,C00627-004,異體字 ,C00627,剶
𠞎,C00628,正字 ,C00628,𠞎
󰡋,C00628-001,異體字 ,C00628,𠞎
𠞏,C00629,正字 ,C00629,𠞏
𠞃,C00630,正字 ,C00630,𠞃
𠋴,C00631,正字 ,C00631,𠋴
𠞆,C00632,正字 ,C00632,𠞆
𠞄,C00633,正字 ,C00633,𠞄
𠞤,C00634,正字 ,C00634,𠞤
𠞬,C00635,正字 ,C00635,𠞬
󰡣,C00635-001,異體字 ,C00635,𠞬
𠞩,C00636,正字 ,C00636,𠞩
𠞯,C00637,正字 ,C00637,𠞯
𠞱,C00638,正字 ,C00638,𠞱
剾,C00639,正字 ,C00639,剾
㓼,C00640,正字 ,C00640,㓼
𠝱,C00640-001,異體字 ,C00640,㓼
𠞘,C00640-002,異體字 ,C00640,㓼
𠞻,C00640-003,異體字 ,C00640,㓼
㔑,C00640-004,異體字 ,C00640,㓼
󷋰,C00640-005,異體字 ,C00640,㓼
𠞩,C00640-006,異體字 ,C00640,㓼
𠞮,C00641,正字 ,C00641,𠞮
𦞛,C00641-001,異體字 ,C00641,𠞮
󷋱,C00641-002,異體字 ,C00641,𠞮
剹,C00642,正字 ,C00642,剹
𠞭,C00643,正字 ,C00643,𠞭
󰡃,C00643-001,異體字 ,C00643,𠞭
󴿰,C00643-002,異體字 ,C00643,𠞭
㓽,C00644,正字 ,C00644,㓽
𠞿,C00645,正字 ,C00645,𠞿
𠞾,C00646,正字 ,C00646,𠞾
𠞧,C00647,正字 ,C00647,𠞧
𠟈,C00648,正字 ,C00648,𠟈
𠞪,C00649,正字 ,C00649,𠞪
󰣟,C00649-001,異體字 ,C00649,𠞪
𠟃,C00650,正字 ,C00650,𠟃
㔂,C00651,正字 ,C00651,㔂
𠟂,C00652,正字 ,C00652,𠟂
󰡢,C00652-001,異體字 ,C00652,𠟂
𠟍,C00653,正字 ,C00653,𠟍
𠝤,C00653-001,異體字 ,C00653,𠟍
𠟋,C00654,正字 ,C00654,𠟋
󰠆,C00654-001,異體字 ,C00654,𠟋
󰠊,C00654-003,異體字 ,C00654,𠟋
㔄,C00655,正字 ,C00655,㔄
󰡒,C00655-001,異體字 ,C00655,㔄
𠟕,C00656,正字 ,C00656,𠟕
㔆,C00657,正字 ,C00657,㔆
𠟆,C00657-001,異體字 ,C00657,㔆
󷌊,C00657-002,異體字 ,C00657,㔆
㔅,C00658,正字 ,C00658,㔅
󰠥,C00658-001,異體字 ,C00658,㔅
𠟉,C00659,正字 ,C00659,𠟉
㓾,C00660,正字 ,C00660,㓾
𠞂,C00660-001,異體字 ,C00660,㓾
󰠮,C00660-002,異體字 ,C00660,㓾
㔁,C00661,正字 ,C00661,㔁
㔇,C00662,正字 ,C00662,㔇
󰟪,C00662-001,異體字 ,C00662,㔇
𠟒,C00663,正字 ,C00663,𠟒
㔀,C00664,正字 ,C00664,㔀
𠟌,C00665,正字 ,C00665,𠟌
󷋳,C00665-001,異體字 ,C00665,𠟌
𠟗,C00666,正字 ,C00666,𠟗
󰟈,C00666-001,異體字 ,C00666,𠟗
𠟓,C00667,正字 ,C00667,𠟓
𠟅,C00668,正字 ,C00668,𠟅
箌,C00668-001,異體字 ,C00668,𠟅
𠟊,C00669,正字 ,C00669,𠟊
𠟖,C00669-001,異體字 ,C00669,𠟊
㔃,C00670,正字 ,C00670,㔃
󷋠,C00670-002,異體字 ,C00670,㔃
㔊,C00671,正字 ,C00671,㔊
󰡴,C00671-001,異體字 ,C00671,㔊
󰡵,C00671-002,異體字 ,C00671,㔊
𨭖,C00671-003,異體字 ,C00671,㔊
劆,C00672,正字 ,C00672,劆
𠟨,C00673,正字 ,C00673,𠟨
刢,C00673-002,異體字 ,C00673,𠟨
𠟦,C00674,正字 ,C00674,𠟦
𠟩,C00675,正字 ,C00675,𠟩
𠟰,C00676,正字 ,C00676,𠟰
𠟪,C00677,正字 ,C00677,𠟪
𠟧,C00678,正字 ,C00678,𠟧
𠟼,C00679,正字 ,C00679,𠟼
𠟺,C00680,正字 ,C00680,𠟺
𠠄,C00681,正字 ,C00681,𠠄
㔌,C00682,正字 ,C00682,㔌
󰡀,C00682-002,異體字 ,C00682,㔌
㔋,C00683,正字 ,C00683,㔋
󰟇,C00683-001,異體字 ,C00683,㔋
劐,C00684,正字 ,C00684,劐
󰡁,C00684-003,異體字 ,C00684,劐
𠠁,C00685,正字 ,C00685,𠠁
䥪,C00685-001,異體字 ,C00685,𠠁
𠠃,C00686,正字 ,C00686,𠠃
𠟜,C00686-001,異體字 ,C00686,𠠃
㔐,C00686-002,異體字 ,C00686,𠠃
󷋺,C00686-003,異體字 ,C00686,𠠃
㔍,C00687,正字 ,C00687,㔍
𠟬,C00687-001,異體字 ,C00687,㔍
𠠀,C00687-002,異體字 ,C00687,㔍
󰡓,C00687-003,異體字 ,C00687,㔍
䈟,C00687-004,異體字 ,C00687,㔍
𠠂,C00688,正字 ,C00688,𠠂
󰠨,C00688-001,異體字 ,C00688,𠠂
𠠎,C00689,正字 ,C00689,𠠎
𠠛,C00689-001,異體字 ,C00689,𠠎
𠠰,C00689-002,異體字 ,C00689,𠠎
𠠐,C00690,正字 ,C00690,𠠐
𠠏,C00691,正字 ,C00691,𠠏
㔏,C00692,正字 ,C00692,㔏
𠠍,C00693,正字 ,C00693,𠠍
劕,C00694,正字 ,C00694,劕
𠠗,C00695,正字 ,C00695,𠠗
󰡫,C00695-002,異體字 ,C00695,𠠗
𠠜,C00696,正字 ,C00696,𠠜
𠠝,C00697,正字 ,C00697,𠠝
𠟄,C00697-001,異體字 ,C00697,𠠝
𠠠,C00698,正字 ,C00698,𠠠
㔎,C00699,正字 ,C00699,㔎
㔒,C00700,正字 ,C00700,㔒
󰡝,C00700-002,異體字 ,C00700,㔒
𠠪,C00701,正字 ,C00701,𠠪
󷋿,C00701-001,異體字 ,C00701,𠠪
𠠮,C00702,正字 ,C00702,𠠮
𠠯,C00703,正字 ,C00703,𠠯
劜,C00704,正字 ,C00704,劜
󷋲,C00704-001,異體字 ,C00704,劜
𠠳,C00705,正字 ,C00705,𠠳
𠠸,C00706,正字 ,C00706,𠠸
扐,C00706-001,異體字 ,C00706,𠠸
㘞,C00707,正字 ,C00707,㘞
𠠶,C00708,正字 ,C00708,𠠶
㔓,C00709,正字 ,C00709,㔓
󰜴,C00709-001,異體字 ,C00709,㔓
𠚲,C00709-002,異體字 ,C00709,㔓
𠠷,C00710,正字 ,C00710,𠠷
󰡸,C00710-001,異體字 ,C00710,𠠷
𠠹,C00712,正字 ,C00712,𠠹
㔕,C00713,正字 ,C00713,㔕
󰣔,C00713-001,異體字 ,C00713,㔕
劧,C00714,正字 ,C00714,劧
劤,C00715,正字 ,C00715,劤
𠠻,C00716,正字 ,C00716,𠠻
𠡁,C00717,正字 ,C00717,𠡁
㔗,C00718,正字 ,C00718,㔗
𠡂,C00718-001,異體字 ,C00718,㔗
𠡃,C00719,正字 ,C00719,𠡃
劯,C00720,正字 ,C00720,劯
𠡄,C00721,正字 ,C00721,𠡄
劮,C00722,正字 ,C00722,劮
妷,C00722-001,異體字 ,C00722,劮
󵿙,C00722-002,異體字 ,C00722,劮
劰,C00723,正字 ,C00723,劰
劷,C00724,正字 ,C00724,劷
㔙,C00725,正字 ,C00725,㔙
𠡮,C00725-002,異體字 ,C00725,㔙
劸,C00726,正字 ,C00726,劸
𠡬,C00726-001,異體字 ,C00726,劸
劻,C00727,正字 ,C00727,劻
𤝿,C00727-001,異體字 ,C00727,劻
㑌,C00727-003,異體字 ,C00727,劻
𠡒,C00728,正字 ,C00728,𠡒
劶,C00729,正字 ,C00729,劶
㔚,C00729-001,異體字 ,C00729,劶
劺,C00730,正字 ,C00730,劺
󰢂,C00730-001,異體字 ,C00730,劺
𠡔,C00731,正字 ,C00731,𠡔
𠡑,C00732,正字 ,C00732,𠡑
劽,C00733,正字 ,C00733,劽
勆,C00734,正字 ,C00734,勆
𠡟,C00735,正字 ,C00735,𠡟
勀,C00736,正字 ,C00736,勀
勊,C00736-001,異體字 ,C00736,勀
𠡢,C00737,正字 ,C00737,𠡢
󰢟,C00737-001,異體字 ,C00737,𠡢
勂,C00738,正字 ,C00738,勂
𠡞,C00739,正字 ,C00739,𠡞
󰢥,C00739-001,異體字 ,C00739,𠡞
𠡡,C00740,正字 ,C00740,𠡡
𠡹,C00740-001,異體字 ,C00740,𠡡
勏,C00741,正字 ,C00741,勏
𠡯,C00742,正字 ,C00742,𠡯
𠡸,C00742-001,異體字 ,C00742,𠡯
𪋾,C00743-001,異體字 ,C00743,
㔝,C00744,正字 ,C00744,㔝
󰢬,C00744-001,異體字 ,C00744,㔝
𠡰,C00746,正字 ,C00746,𠡰
𠡱,C00747,正字 ,C00747,𠡱
㔞,C00748,正字 ,C00748,㔞
𠡮,C00749,正字 ,C00749,𠡮
勓,C00750,正字 ,C00750,勓
㔠,C00751,正字 ,C00751,㔠
𠡻,C00752,正字 ,C00752,𠡻
𠢆,C00753,正字 ,C00753,𠢆
𠢉,C00754,正字 ,C00754,𠢉
𠡾,C00754-001,異體字 ,C00754,𠢉
𠢇,C00755,正字 ,C00755,𠢇
𠢅,C00756,正字 ,C00756,𠢅
㔡,C00757,正字 ,C00757,㔡
𠢒,C00757-001,異體字 ,C00757,㔡
勜,C00758,正字 ,C00758,勜
𠢈,C00759,正字 ,C00759,𠢈
𠢔,C00760,正字 ,C00760,𠢔
𠢓,C00761,正字 ,C00761,𠢓
𠢙,C00762,正字 ,C00762,𠢙
𠢕,C00763,正字 ,C00763,𠢕
勬,C00764,正字 ,C00764,勬
勭,C00765,正字 ,C00765,勭
𠢢,C00766,正字 ,C00766,𠢢
𠢥,C00767,正字 ,C00767,𠢥
㔗,C00767-001,異體字 ,C00767,𠢥
𠢣,C00768,正字 ,C00768,𠢣
勫,C00769,正字 ,C00769,勫
𠢡,C00770,正字 ,C00770,𠢡
勪,C00771,正字 ,C00771,勪
勨,C00772,正字 ,C00772,勨
𠢰,C00772-003,異體字 ,C00772,勨
𠢦,C00773,正字 ,C00773,𠢦
𠢠,C00774,正字 ,C00774,𠢠
𠢤,C00775,正字 ,C00775,𠢤
𠢭,C00775-001,異體字 ,C00775,𠢤
憠,C00775-002,異體字 ,C00775,𠢤
勯,C00776,正字 ,C00776,勯
𠢱,C00777,正字 ,C00777,𠢱
𠢳,C00778,正字 ,C00778,𠢳
勮,C00779,正字 ,C00779,勮
𠢴,C00780,正字 ,C00780,𠢴
𠢰,C00781,正字 ,C00781,𠢰
𠢲,C00782,正字 ,C00782,𠢲
勶,C00783,正字 ,C00783,勶
㔦,C00784,正字 ,C00784,㔦
㔤,C00785,正字 ,C00785,㔤
𠢹,C00786,正字 ,C00786,𠢹
𠢷,C00787,正字 ,C00787,𠢷
󸾡,C00787-001,異體字 ,C00787,𠢷
㔣,C00788,正字 ,C00788,㔣
𠢿,C00788-001,異體字 ,C00788,㔣
㔥,C00789,正字 ,C00789,㔥
𠢺,C00790,正字 ,C00790,𠢺
𣜨,C00790-001,異體字 ,C00790,𠢺
𠣀,C00791,正字 ,C00791,𠣀
𠣃,C00791-002,異體字 ,C00791,𠣀
勷,C00792,正字 ,C00792,勷
𠣅,C00793,正字 ,C00793,𠣅
𠣄,C00794,正字 ,C00794,𠣄
𠣇,C00795,正字 ,C00795,𠣇
𠣉,C00796,正字 ,C00796,𠣉
𠣊,C00797,正字 ,C00797,𠣊
𠢻,C00797-001,異體字 ,C00797,𠣊
㔧,C00797-002,異體字 ,C00797,𠣊
𠣋,C00797-003,異體字 ,C00797,𠣊
勽,C00798,正字 ,C00798,勽
𠣌,C00799,正字 ,C00799,𠣌
勼,C00800,正字 ,C00800,勼
𢜥,C00800-001,異體字 ,C00800,勼
𠣑,C00801,正字 ,C00801,𠣑
𠣏,C00802,正字 ,C00802,𠣏
𠣒,C00803,正字 ,C00803,𠣒
𠣖,C00804,正字 ,C00804,𠣖
匉,C00805,正字 ,C00805,匉
𠣗,C00806,正字 ,C00806,𠣗
匋,C00807,正字 ,C00807,匋
匌,C00808,正字 ,C00808,匌
𠣘,C00809,正字 ,C00809,𠣘
𠣟,C00810,正字 ,C00810,𠣟
𠣰,C00811,正字 ,C00811,𠣰
匎,C00812,正字 ,C00812,匎
𠣤,C00813,正字 ,C00813,𠣤
𠣫,C00814,正字 ,C00814,𠣫
𠣹,C00815,正字 ,C00815,𠣹
𠣱,C00816,正字 ,C00816,𠣱
㔨,C00817,正字 ,C00817,㔨
𠣳,C00818,正字 ,C00818,𠣳
㔩,C00819,正字 ,C00819,㔩
𠤅,C00819-001,異體字 ,C00819,㔩
𩇠,C00819-002,異體字 ,C00819,㔩
匒,C00820,正字 ,C00820,匒
匑,C00821,正字 ,C00821,匑
匔,C00821-001,異體字 ,C00821,匑
㔪,C00822,正字 ,C00822,㔪
𠣺,C00823,正字 ,C00823,𠣺
𠣿,C00824,正字 ,C00824,𠣿
𠣽,C00824-001,異體字 ,C00824,𠣿
䬨,C00824-003,異體字 ,C00824,𠣿
𠣾,C00825,正字 ,C00825,𠣾
𠣴,C00825-001,異體字 ,C00825,𠣾
𠤇,C00825-003,異體字 ,C00825,𠣾
󱹹,C00825-004,異體字 ,C00825,𠣾
𠤀,C00826,正字 ,C00826,𠤀
𠤄,C00827,正字 ,C00827,𠤄
𠣮,C00827-001,異體字 ,C00827,𠤄
𠤊,C00828,正字 ,C00828,𠤊
𠤏,C00829,正字 ,C00829,𠤏
𠦀,C00829-001,異體字 ,C00829,𠤏
𠤓,C00830,正字 ,C00830,𠤓
𠤗,C00831,正字 ,C00831,𠤗
𠤑,C00831-001-1,異體字 ,C00831,𠤗
𠤕,C00831-002-1,異體字 ,C00831,𠤗
𠤘,C00831-003-1,異體字 ,C00831,𠤗
𠤜,C00831-004-1,異體字 ,C00831,𠤗
匚,C00832,正字 ,C00832,匚
𠤬,C00832-001,異體字 ,C00832,匚
𠥓,C00832-002,異體字 ,C00832,匚
匸,C00832-003,異體字 ,C00832,匚
匟,C00833,正字 ,C00833,匟
𠤮,C00834,正字 ,C00834,𠤮
𠤰,C00835,正字 ,C00835,𠤰
匤,C00836,正字 ,C00836,匤
𠤴,C00837,正字 ,C00837,𠤴
𠥁,C00837-001,異體字 ,C00837,𠤴
㔯,C00838,正字 ,C00838,㔯
𠤹,C00839,正字 ,C00839,𠤹
𠤺,C00840,正字 ,C00840,𠤺
匨,C00841,正字 ,C00841,匨
𠥁,C00842,正字 ,C00842,𠥁
𠤼,C00843,正字 ,C00843,𠤼
𠥑,C00843-001,異體字 ,C00843,𠤼
𠤿,C00844,正字 ,C00844,𠤿
𠤾,C00844-001,異體字 ,C00844,𠤿
𠥉,C00845,正字 ,C00845,𠥉
𠥌,C00846,正字 ,C00846,𠥌
㔱,C00847,正字 ,C00847,㔱
匬,C00848,正字 ,C00848,匬
𠥐,C00849,正字 ,C00849,𠥐
㔴,C00850,正字 ,C00850,㔴
,C00850-001,異體字 ,C00850,㔴
𠥖,C00851,正字 ,C00851,𠥖
𠥙,C00852,正字 ,C00852,𠥙
㔵,C00853,正字 ,C00853,㔵
𠥜,C00854,正字 ,C00854,𠥜
𠥝,C00855,正字 ,C00855,𠥝
𠥞,C00856,正字 ,C00856,𠥞
𠥢,C00857,正字 ,C00857,𠥢
𠥦,C00858,正字 ,C00858,𠥦
㔶,C00859,正字 ,C00859,㔶
𦽫,C00859-003,異體字 ,C00859,㔶
𥂃,C00859-004,異體字 ,C00859,㔶
㯯,C00859-005,異體字 ,C00859,㔶
匸,C00860,正字 ,C00860,匸
匚,C00860-001,異體字 ,C00860,匸
𠥮,C00861,正字 ,C00861,𠥮
㔷,C00861-001,異體字 ,C00861,𠥮
医,C00862,正字 ,C00862,医
𠥰,C00863,正字 ,C00863,𠥰
𠥵,C00864,正字 ,C00864,𠥵
㔸,C00865,正字 ,C00865,㔸
𠥃,C00865-001,異體字 ,C00865,㔸
𨔛,C00865-004,異體字 ,C00865,㔸
卂,C00866,正字 ,C00866,卂
㔹,C00867,正字 ,C00867,㔹
󰜶,C00867-001,異體字 ,C00867,㔹
𠥽,C00868,正字 ,C00868,𠥽
𠥾,C00869,正字 ,C00869,𠥾
󰦥,C00869-001,異體字 ,C00869,𠥾
𠦌,C00870,正字 ,C00870,𠦌
卌,C00870-003,異體字 ,C00870,𠦌
𠦈,C00871,正字 ,C00871,𠦈
𠦒,C00872,正字 ,C00872,𠦒
𠦆,C00872-001,異體字 ,C00872,𠦒
𠦘,C00873,正字 ,C00873,𠦘
𠦕,C00873-001,異體字 ,C00873,𠦘
𣥥,C00874,正字 ,C00874,𣥥
卙,C00875,正字 ,C00875,卙
𠦫,C00875-002,異體字 ,C00875,卙
𠦫,C00876,正字 ,C00876,𠦫
𠦣,C00876-001,異體字 ,C00876,𠦫
𠦬,C00877,正字 ,C00877,𠦬
𠦪,C00878,正字 ,C00878,𠦪
𠧀,C00879,正字 ,C00879,𠧀
卟,C00880,正字 ,C00880,卟
𠧙,C00881,正字 ,C00881,𠧙
𠧛,C00882,正字 ,C00882,𠧛
𠧚,C00883,正字 ,C00883,𠧚
𠧟,C00884,正字 ,C00884,𠧟
𠨅,C00884-001,異體字 ,C00884,𠧟
󵽼,C00884-003,異體字 ,C00884,𠧟
𠭉,C00885,正字 ,C00885,𠭉
𠧫,C00886,正字 ,C00886,𠧫
𠧪,C00887,正字 ,C00887,𠧪
𠨋,C00887-001,異體字 ,C00887,𠧪
𠧩,C00888,正字 ,C00888,𠧩
𠧵,C00889,正字 ,C00889,𠧵
𠨆,C00890,正字 ,C00890,𠨆
卩,C00891,正字 ,C00891,卩
𢎟,C00891-001,異體字 ,C00891,卩
卪,C00891-002,異體字 ,C00891,卩
㔾,C00891-003,異體字 ,C00891,卩
𠁾,C00892,正字 ,C00892,𠁾
㔿,C00892-001,異體字 ,C00892,𠁾
𠨎,C00893,正字 ,C00893,𠨎
𠨖,C00893-001,異體字 ,C00893,𠨎
𠨓,C00893-002,異體字 ,C00893,𠨎
𠨍,C00894,正字 ,C00894,𠨍
夘,C00894-001,異體字 ,C00894,𠨍
𠨘,C00895,正字 ,C00895,𠨘
卲,C00896,正字 ,C00896,卲
卶,C00897,正字 ,C00897,卶
𠨚,C00898,正字 ,C00898,𠨚
𠨠,C00899,正字 ,C00899,𠨠
卾,C00900,正字 ,C00900,卾
𠨢,C00901,正字 ,C00901,𠨢
𠨥,C00902,正字 ,C00902,𠨥
𠨬,C00903,正字 ,C00903,𠨬
厃,C00904,正字 ,C00904,厃
𠨭,C00905,正字 ,C00905,𠨭
𠩀,C00905-001,異體字 ,C00905,𠨭
𡴈,C00905-002,異體字 ,C00905,𠨭
𩰋,C00905-003,異體字 ,C00905,𠨭
厈,C00905-004,異體字 ,C00905,𠨭
𠨲,C00906,正字 ,C00906,𠨲
,C00906-002,異體字 ,C00906,𠨲
𠩃,C00906-003,異體字 ,C00906,𠨲
𠨵,C00907,正字 ,C00907,𠨵
㕃,C00908,正字 ,C00908,㕃
厊,C00909,正字 ,C00909,厊
㕄,C00910,正字 ,C00910,㕄
𠨺,C00911,正字 ,C00911,𠨺
𠨻,C00912,正字 ,C00912,𠨻
𠨸,C00913,正字 ,C00913,𠨸
𠨹,C00914,正字 ,C00914,𠨹
𠨴,C00915,正字 ,C00915,𠨴
㕇,C00916,正字 ,C00916,㕇
㕆,C00917,正字 ,C00917,㕆
㕅,C00918,正字 ,C00918,㕅
厏,C00919,正字 ,C00919,厏
𠩎,C00919-001,異體字 ,C00919,厏
𠩁,C00920,正字 ,C00920,𠩁
庝,C00920-001,異體字 ,C00920,𠩁
𠩃,C00921,正字 ,C00921,𠩃
厔,C00922,正字 ,C00922,厔
𠩏,C00923,正字 ,C00923,𠩏
𠩎,C00924,正字 ,C00924,𠩎
𠩗,C00925,正字 ,C00925,𠩗
𠩦,C00925-001,異體字 ,C00925,𠩗
𣢭,C00925-002,異體字 ,C00925,𠩗
厙,C00926,正字 ,C00926,厙
㕊,C00927,正字 ,C00927,㕊
𠩘,C00928,正字 ,C00928,𠩘
厘,C00929,正字 ,C00929,厘
𠩪,C00930,正字 ,C00930,𠩪
㕌,C00931,正字 ,C00931,㕌
𠩩,C00932,正字 ,C00932,𠩩
,C00932-001,異體字 ,C00932,𠩩
𠩲,C00933,正字 ,C00933,𠩲
𠩫,C00934,正字 ,C00934,𠩫
㕋,C00935,正字 ,C00935,㕋
㕂,C00935-001,異體字 ,C00935,㕋
󷌮,C00935-002,異體字 ,C00935,㕋
庈,C00935-003,異體字 ,C00935,㕋
𠪆,C00936,正字 ,C00936,𠪆
󰩭,C00936-001,異體字 ,C00936,𠪆
󰩮,C00936-002,異體字 ,C00936,𠪆
𠩿,C00937,正字 ,C00937,𠩿
𠩺,C00938,正字 ,C00938,𠩺
𢿍,C00938-001,異體字 ,C00938,𠩺
㕎,C00939,正字 ,C00939,㕎
厧,C00940,正字 ,C00940,厧
𠫉,C00940-001,異體字 ,C00940,厧
𠪇,C00941,正字 ,C00941,𠪇
𠩹,C00941-001,異體字 ,C00941,𠪇
𠪑,C00942,正字 ,C00942,𠪑
𠪙,C00943,正字 ,C00943,𠪙
𠪒,C00944,正字 ,C00944,𠪒
𠪚,C00945,正字 ,C00945,𠪚
𠪘,C00945-001,異體字 ,C00945,𠪚
𠪔,C00945-002,異體字 ,C00945,𠪚
𠪟,C00946,正字 ,C00946,𠪟
𠩂,C00946-002,異體字 ,C00946,𠪟
㕒,C00947,正字 ,C00947,㕒
嶬,C00947-002,異體字 ,C00947,㕒
𠪮,C00948,正字 ,C00948,𠪮
𠪯,C00949,正字 ,C00949,𠪯
㕐,C00950,正字 ,C00950,㕐
厱,C00951,正字 ,C00951,厱
𠪺,C00952,正字 ,C00952,𠪺
厴,C00953,正字 ,C00953,厴
𠫌,C00954,正字 ,C00954,𠫌
,C00954-001,異體字 ,C00954,𠫌
厶,C00955,正字 ,C00955,厶
𠫓,C00956,正字 ,C00956,𠫓
𡿮,C00956-001,異體字 ,C00956,𠫓
㐬,C00956-001-1,異體字 ,C00956,𠫓
厸,C00957,正字 ,C00957,厸
厽,C00958,正字 ,C00958,厽
叀,C00959,正字 ,C00959,叀
𠧢,C00959-001,異體字 ,C00959,叀
𡴁,C00959-002,異體字 ,C00959,叀
𡴗,C00959-003,異體字 ,C00959,叀
𡵏,C00959-004,異體字 ,C00959,叀
𠫳,C00960,正字 ,C00960,𠫳
𠫿,C00962,正字 ,C00962,𠫿
𠬈,C00963,正字 ,C00963,𠬈
𠬆,C00964,正字 ,C00964,𠬆
㕙,C00965,正字 ,C00965,㕙
𠬓,C00966,正字 ,C00966,𠬓
𠬛,C00967,正字 ,C00967,𠬛
𠬸,C00967-002,異體字 ,C00967,𠬛
㕚,C00968,正字 ,C00968,㕚
𠬝,C00969,正字 ,C00969,𠬝
𠬩,C00969-002,異體字 ,C00969,𠬝
𠬣,C00970,正字 ,C00970,𠬣
𠬢,C00971,正字 ,C00971,𠬢
𠬥,C00971-001,異體字 ,C00971,𠬢
㞵,C00971-002,異體字 ,C00971,𠬢
𠬦,C00972,正字 ,C00972,𠬦
𣲿,C00972-001,異體字 ,C00972,𠬦
𠬮,C00973,正字 ,C00973,𠬮
𠬩,C00973-001,異體字 ,C00973,𠬮
𠬬,C00974,正字 ,C00974,𠬬
𠬳,C00975,正字 ,C00975,𠬳
㕞,C00976,正字 ,C00976,㕞
叕,C00977,正字 ,C00977,叕
叝,C00978,正字 ,C00978,叝
𠭋,C00979,正字 ,C00979,𠭋
𠭣,C00980,正字 ,C00980,𠭣
𠭝,C00981,正字 ,C00981,𠭝
𠭗,C00982,正字 ,C00982,𠭗
𠭮,C00982-001,異體字 ,C00982,𠭗
𠭘,C00982-004,異體字 ,C00982,𠭗
𠭘,C00983,正字 ,C00983,𠭘
𠭥,C00984,正字 ,C00984,𠭥
𠭦,C00985,正字 ,C00985,𠭦
𠭴,C00986,正字 ,C00986,𠭴
𥏞,C00986-003,異體字 ,C00986,𠭴
䂐,C00986-004,異體字 ,C00986,𠭴
㑁,C00986-005,異體字 ,C00986,𠭴
𠭰,C00987,正字 ,C00987,𠭰
𠭿,C00988,正字 ,C00988,𠭿
𠮆,C00989,正字 ,C00989,𠮆
𠮃,C00990,正字 ,C00990,𠮃
𠮄,C00991,正字 ,C00991,𠮄
𠮐,C00992,正字 ,C00992,𠮐
𦦖,C00992-001,異體字 ,C00992,𠮐
𠮖,C00993,正字 ,C00993,𠮖
𠮙,C00994,正字 ,C00994,𠮙
𠮜,C00995,正字 ,C00995,𠮜
叱,C00996,正字 ,C00996,叱
󰆇,C00996-001,異體字 ,C00996,叱
叱,C00996-002,異體字 ,C00996,叱
䶷,C00997,正字 ,C00997,䶷
㕥,C00998,正字 ,C00998,㕥
𠮠,C00999,正字 ,C00999,𠮠
㕣,C01000,正字 ,C01000,㕣
兖,C01000-002,異體字 ,C01000,㕣
吖,C01001,正字 ,C01001,吖
叿,C01002,正字 ,C01002,叿
𠯈,C01003,正字 ,C01003,𠯈
㕧,C01004,正字 ,C01004,㕧
吚,C01004-001,異體字 ,C01004,㕧
𣢁,C01004-002,異體字 ,C01004,㕧
𣢎,C01004-003,異體字 ,C01004,㕧
䐖,C01004-004,異體字 ,C01004,㕧
𣢍,C01004-005,異體字 ,C01004,㕧
𧥤,C01004-006,異體字 ,C01004,㕧
吇,C01005,正字 ,C01005,吇
𠮵,C01006,正字 ,C01006,𠮵
吂,C01007,正字 ,C01007,吂
𠮯,C01008,正字 ,C01008,𠮯
𠮴,C01009,正字 ,C01009,𠮴
𠮳,C01010,正字 ,C01010,𠮳
𠮭,C01011,正字 ,C01011,𠮭
吀,C01012,正字 ,C01012,吀
㕦,C01013,正字 ,C01013,㕦
𠮰,C01014,正字 ,C01014,𠮰
𠮫,C01015,正字 ,C01015,𠮫
𠮬,C01015-001,異體字 ,C01015,𠮫
𠯶,C01016,正字 ,C01016,𠯶
㕫,C01017,正字 ,C01017,㕫
㕪,C01018,正字 ,C01018,㕪
呅,C01019,正字 ,C01019,呅
吙,C01020,正字 ,C01020,吙
㕩,C01021,正字 ,C01021,㕩
呍,C01022,正字 ,C01022,呍
吜,C01023,正字 ,C01023,吜
𠯗,C01024,正字 ,C01024,𠯗
