glyph,moe_id,grade,canonical_moe_id,canonical_glyph
󰅔,A00064-007,異體字 ,A00064,享
󰅕,A00064-008,異體字 ,A00064,享
畗,A00064-009,異體字 ,A00064,享
亨,A00064-010,異體字 ,A00064,享
󰅑,A00064-011,異體字 ,A00064,享
󰅖,A00064-012,異體字 ,A00064,享
󰅗,A00064-013,異體字 ,A00064,享
󰅘,A00064-014,異體字 ,A00064,享
󰅙,A00064-015,異體字 ,A00064,享
󰅚,A00064-016,異體字 ,A00064,享
𠅖,A00064-017,異體字 ,A00064,享
京,A00065,正字 ,A00065,京
亰,A00065-001,異體字 ,A00065,京
𡬱,A00065-002,異體字 ,A00065,京
𢂋,A00065-003,異體字 ,A00065,京
𦣿,A00065-004,異體字 ,A00065,京
󰅛,A00065-005,異體字 ,A00065,京
󰅜,A00065-007,異體字 ,A00065,京
󰅝,A00065-008,異體字 ,A00065,京
󰅞,A00065-009,異體字 ,A00065,京
亭,A00066,正字 ,A00066,亭
𠅘,A00066-001,異體字 ,A00066,亭
󰅟,A00066-002,異體字 ,A00066,亭
亮,A00067,正字 ,A00067,亮
𠅙,A00067-001,異體字 ,A00067,亮
󰅠,A00067-002,異體字 ,A00067,亮
󰅡,A00067-003,異體字 ,A00067,亮
󰅢,A00067-004,異體字 ,A00067,亮
󰅣,A00067-005,異體字 ,A00067,亮
󰅤,A00067-006,異體字 ,A00067,亮
人,A00068,正字 ,A00068,人
𠔽,A00068-001,異體字 ,A00068,人
𤯔,A00068-002,異體字 ,A00068,人
几,A00068-005-1,異體字 ,A00068,人
󰅥,A00068-006-1,異體字 ,A00068,人
󰅦,A00068-007,異體字 ,A00068,人
仁,A00069,正字 ,A00069,仁
忈,A00069-001,異體字 ,A00069,仁
忎,A00069-002,異體字 ,A00069,仁
𡰥,A00069-003,異體字 ,A00069,仁
󰅧,A00069-004,異體字 ,A00069,仁
󰅨,A00069-005,異體字 ,A00069,仁
󰅩,A00069-006,異體字 ,A00069,仁
󰅪,A00069-007,異體字 ,A00069,仁
󰅫,A00069-008,異體字 ,A00069,仁
什,A00070,正字 ,A00070,什
仃,A00071,正字 ,A00071,仃
仆,A00072,正字 ,A00072,仆
仇,A00073,正字 ,A00073,仇
󰅬,A00073-001,異體字 ,A00073,仇
󰅭,A00073-002,異體字 ,A00073,仇
仍,A00074,正字 ,A00074,仍
󰅮,A00074-001,異體字 ,A00074,仍
󰅯,A00074-002,異體字 ,A00074,仍
󰅰,A00074-003,異體字 ,A00074,仍
󰅱,A00074-004,異體字 ,A00074,仍
󰅲,A00074-005,異體字 ,A00074,仍
󰅳,A00074-006,異體字 ,A00074,仍
󰅴,A00074-007,異體字 ,A00074,仍
󰅵,A00074-008,附錄字 ,A00074,仍
今,A00075,正字 ,A00075,今
󰅶,A00075-001,異體字 ,A00075,今
󰅷,A00075-002,異體字 ,A00075,今
󰅸,A00075-003,異體字 ,A00075,今
󰅹,A00075-004,異體字 ,A00075,今
介,A00076,正字 ,A00076,介
𡗟,A00076-001,異體字 ,A00076,介
󰅺,A00076-002,異體字 ,A00076,介
󰅻,A00076-003,異體字 ,A00076,介
󰅼,A00076-004,異體字 ,A00076,介
󰅽,A00076-006,異體字 ,A00076,介
𣎴,A00076-007,異體字 ,A00076,介
󰅾,A00076-008,異體字 ,A00076,介
󰅿,A00076-009,異體字 ,A00076,介
仄,A00077,正字 ,A00077,仄
𠨮,A00077-001,異體字 ,A00077,仄
𤴩,A00077-002,異體字 ,A00077,仄
󰆀,A00077-003,異體字 ,A00077,仄
𥎦,A00077-004,異體字 ,A00077,仄
𠨻,A00077-004-1,異體字 ,A00077,仄
󰆁,A00077-005,異體字 ,A00077,仄
󰆂,A00077-007,異體字 ,A00077,仄
󰆃,A00077-009,異體字 ,A00077,仄
𠩩,A00077-011,異體字 ,A00077,仄
󰆄,A00077-013-1,異體字 ,A00077,仄
󰆅,A00077-014,異體字 ,A00077,仄
庂,A00077-015,異體字 ,A00077,仄
以,A00078,正字 ,A00078,以
𠙋,A00078-001,異體字 ,A00078,以
㠯,A00078-002,異體字 ,A00078,以
㕥,A00078-003,異體字 ,A00078,以
󰆆,A00078-004,異體字 ,A00078,以
叱,A00078-005,異體字 ,A00078,以
󰆇,A00078-005-1,異體字 ,A00078,以
󰆈,A00078-008,異體字 ,A00078,以
󰆉,A00078-009,異體字 ,A00078,以
󰆊,A00078-010,異體字 ,A00078,以
󰆋,A00078-011,異體字 ,A00078,以
󰆌,A00078-012,異體字 ,A00078,以
付,A00079,正字 ,A00079,付
仅,A00079-001,異體字 ,A00079,付
仔,A00080,正字 ,A00080,仔
仕,A00081,正字 ,A00081,仕
󰆍,A00081-001,異體字 ,A00081,仕
𠇾,A00081-002,異體字 ,A00081,仕
󰆎,A00081-003,異體字 ,A00081,仕
他,A00082,正字 ,A00082,他
佗,A00082-001,異體字 ,A00082,他
仗,A00083,正字 ,A00083,仗
󰆏,A00083-002,異體字 ,A00083,仗
󰆐,A00083-003,異體字 ,A00083,仗
代,A00084,正字 ,A00084,代
󰆑,A00084-001,異體字 ,A00084,代
令,A00085,正字 ,A00085,令
󰆒,A00085-001,異體字 ,A00085,令
󰆓,A00085-002,異體字 ,A00085,令
󰆔,A00085-003,異體字 ,A00085,令
󰆕,A00085-004,異體字 ,A00085,令
󰆖,A00085-005,異體字 ,A00085,令
󰆗,A00085-007,異體字 ,A00085,令
仙,A00086,正字 ,A00086,仙
𠏡,A00086-003,異體字 ,A00086,仙
僊,A00086-004-1,異體字 ,A00086,仙
󰆘,A00086-007,異體字 ,A00086,仙
仚,A00086-009-1,異體字 ,A00086,仙
󰆙,A00086-009-4,異體字 ,A00086,仙
󰆚,A00086-009-5,異體字 ,A00086,仙
佡,A00086-009-6,異體字 ,A00086,仙
󲊜,A00086-017,異體字 ,A00086,仙
󰆜,A00086-018,異體字 ,A00086,仙
󰆝,A00086-023,異體字 ,A00086,仙
屳,A00086-027-1,異體字 ,A00086,仙
󰆞,A00086-032,附錄字 ,A00086,仙
仞,A00087,正字 ,A00087,仞
󰆠,A00087-001,異體字 ,A00087,仞
󰆡,A00087-002,異體字 ,A00087,仞
仿,A00088,正字 ,A00088,仿
㑂,A00088-001,異體字 ,A00088,仿
𩬝,A00088-004,異體字 ,A00088,仿
㧍,A00088-004-1,異體字 ,A00088,仿
倣,A00088-004-2,異體字 ,A00088,仿
伉,A00089,正字 ,A00089,伉
󰆢,A00089-001,異體字 ,A00089,伉
󰆣,A00089-002-1,異體字 ,A00089,伉
󰆤,A00089-003,異體字 ,A00089,伉
󰆥,A00089-004,異體字 ,A00089,伉
󰆦,A00089-006,異體字 ,A00089,伉
伙,A00090,正字 ,A00090,伙
伊,A00091,正字 ,A00091,伊
𠈽,A00091-001,異體字 ,A00091,伊
𠜰,A00091-002,異體字 ,A00091,伊
𦯴,A00091-003,異體字 ,A00091,伊
𡭕,A00091-004,異體字 ,A00091,伊
󰆧,A00091-005,異體字 ,A00091,伊
󰆨,A00091-006,異體字 ,A00091,伊
󰆩,A00091-006-1,異體字 ,A00091,伊
󰆪,A00091-007,異體字 ,A00091,伊
󰆫,A00091-008,異體字 ,A00091,伊
󰆬,A00091-009,異體字 ,A00091,伊
󰆭,A00091-010,異體字 ,A00091,伊
󰆮,A00091-011,異體字 ,A00091,伊
󰆯,A00091-012,異體字 ,A00091,伊
󰆰,A00091-013,附錄字 ,A00091,伊
伕,A00092,正字 ,A00092,伕
伍,A00093,正字 ,A00093,伍
󰆱,A00093-001,異體字 ,A00093,伍
伐,A00094,正字 ,A00094,伐
牫,A00094-001,異體字 ,A00094,伐
休,A00095,正字 ,A00095,休
𠇲,A00095-001,異體字 ,A00095,休
𠇾,A00095-002,異體字 ,A00095,休
咻,A00095-004,異體字 ,A00095,休
󰆲,A00095-005,異體字 ,A00095,休
󰆳,A00095-006,異體字 ,A00095,休
󰆴,A00095-007,異體字 ,A00095,休
󰆵,A00095-008,異體字 ,A00095,休
烋,A00095-009,異體字 ,A00095,休
󰆶,A00095-010,異體字 ,A00095,休
󰆷,A00095-011,異體字 ,A00095,休
󰆸,A00095-012,異體字 ,A00095,休
󰆹,A00095-013,異體字 ,A00095,休
󰆺,A00095-014,異體字 ,A00095,休
󰆻,A00095-016,異體字 ,A00095,休
󰆼,A00095-017,異體字 ,A00095,休
伏,A00096,正字 ,A00096,伏
㐲,A00096-001,異體字 ,A00096,伏
󰆽,A00096-002,異體字 ,A00096,伏
𥦸,A00096-003-1,異體字 ,A00096,伏
󰆾,A00096-004,異體字 ,A00096,伏
󰆐,A00096-005,異體字 ,A00096,伏
󰆿,A00096-006,異體字 ,A00096,伏
󰇀,A00096-007,異體字 ,A00096,伏
𥧜,A00096-008,異體字 ,A00096,伏
󰇁,A00096-009,異體字 ,A00096,伏
仲,A00097,正字 ,A00097,仲
󰏷,A00097-001,異體字 ,A00097,仲
󰇃,A00097-002,異體字 ,A00097,仲
󰇄,A00097-003,異體字 ,A00097,仲
件,A00098,正字 ,A00098,件
任,A00099,正字 ,A00099,任
𢓩,A00099-001,異體字 ,A00099,任
󰇅,A00099-002,異體字 ,A00099,任
󰇆,A00099-003,異體字 ,A00099,任
仰,A00100,正字 ,A00100,仰
󰇇,A00100-004,異體字 ,A00100,仰
󰇈,A00100-007,異體字 ,A00100,仰
𢓋,A00100-009,異體字 ,A00100,仰
󰇉,A00100-010,異體字 ,A00100,仰
󰇊,A00100-011,異體字 ,A00100,仰
󰇋,A00100-012,異體字 ,A00100,仰
󰇌,A00100-015,異體字 ,A00100,仰
󰇍,A00100-016,異體字 ,A00100,仰
󰇎,A00100-017,異體字 ,A00100,仰
󰇏,A00100-018,異體字 ,A00100,仰
󰇐,A00100-019,異體字 ,A00100,仰
󰇑,A00100-020,異體字 ,A00100,仰
󰇒,A00100-021,異體字 ,A00100,仰
󰇓,A00100-023,異體字 ,A00100,仰
󰇔,A00100-024,異體字 ,A00100,仰
󰇕,A00100-025,異體字 ,A00100,仰
󰇖,A00100-026,異體字 ,A00100,仰
仳,A00101,正字 ,A00101,仳
份,A00102,正字 ,A00102,份
󰇗,A00102-001,異體字 ,A00102,份
企,A00103,正字 ,A00103,企
𠈮,A00103-001,異體字 ,A00103,企
𧾺,A00103-002,異體字 ,A00103,企
𧿍,A00103-003,異體字 ,A00103,企
𨀣,A00103-004,異體字 ,A00103,企
󰇘,A00103-005,異體字 ,A00103,企
󰇙,A00103-006,異體字 ,A00103,企
󰇚,A00103-007,異體字 ,A00103,企
󰆘,A00103-009,異體字 ,A00103,企
󰇛,A00103-010,異體字 ,A00103,企
󰎌,A00103-011-1,異體字 ,A00103,企
󰇝,A00103-014,附錄字 ,A00103,企
󰇞,A00103-015,附錄字 ,A00103,企
仚,A00103-016,異體字 ,A00103,企
位,A00104,正字 ,A00104,位
󰇟,A00104-001,異體字 ,A00104,位
𢓔,A00104-002,異體字 ,A00104,位
󰇠,A00104-003,異體字 ,A00104,位
󰇡,A00104-004,異體字 ,A00104,位
住,A00105,正字 ,A00105,住
佇,A00106,正字 ,A00106,佇
㑏,A00106-001,異體字 ,A00106,佇
𡀐,A00106-002,異體字 ,A00106,佇
竚,A00106-003,異體字 ,A00106,佇
󰇢,A00106-004,異體字 ,A00106,佇
󰇣,A00106-006,異體字 ,A00106,佇
佗,A00107,正字 ,A00107,佗
󰇤,A00107-001,異體字 ,A00107,佗
它,A00107-002,異體字 ,A00107,佗
󰇥,A00107-003,異體字 ,A00107,佗
佞,A00108,正字 ,A00108,佞
𧦣,A00108-001,異體字 ,A00108,佞
󰇦,A00108-002,異體字 ,A00108,佞
󰇧,A00108-003,異體字 ,A00108,佞
󰇨,A00108-006,異體字 ,A00108,佞
伴,A00109,正字 ,A00109,伴
󰇩,A00109-001,異體字 ,A00109,伴
佛,A00110,正字 ,A00110,佛
仏,A00110-001,異體字 ,A00110,佛
𠇛,A00110-002,異體字 ,A00110,佛
㘬,A00110-003,異體字 ,A00110,佛
𦤲,A00110-004,異體字 ,A00110,佛
󰇪,A00110-005,異體字 ,A00110,佛
仸,A00110-006,異體字 ,A00110,佛
󰇫,A00110-007,異體字 ,A00110,佛
彿,A00110-008,異體字 ,A00110,佛
󰇂,A00110-009,異體字 ,A00110,佛
󰇭,A00110-011,異體字 ,A00110,佛
󰇮,A00110-014,異體字 ,A00110,佛
󰇯,A00110-015,異體字 ,A00110,佛
何,A00111,正字 ,A00111,何
󰇰,A00111-001,異體字 ,A00111,何
󰇱,A00111-002,異體字 ,A00111,何
󰇲,A00111-003,異體字 ,A00111,何
估,A00112,正字 ,A00112,估
佐,A00113,正字 ,A00113,佐
󰇳,A00113-002,異體字 ,A00113,佐
󰇴,A00113-003,異體字 ,A00113,佐
𠡃,A00113-005,異體字 ,A00113,佐
佑,A00114,正字 ,A00114,佑
󰇵,A00114-001,異體字 ,A00114,佑
伽,A00115,正字 ,A00115,伽
伺,A00116,正字 ,A00116,伺
𣱇,A00116-001,異體字 ,A00116,伺
覗,A00116-002,異體字 ,A00116,伺
伸,A00117,正字 ,A00117,伸
𠈐,A00117-001,異體字 ,A00117,伸
󰇶,A00117-002,異體字 ,A00117,伸
󰇷,A00117-002-1,異體字 ,A00117,伸
󰍷,A00117-004-1,異體字 ,A00117,伸
佃,A00118,正字 ,A00118,佃
佔,A00119,正字 ,A00119,佔
似,A00120,正字 ,A00120,似
佀,A00120-001,異體字 ,A00120,似
𠚦,A00120-002,異體字 ,A00120,似
仏,A00120-003,異體字 ,A00120,似
𠋨,A00120-004,異體字 ,A00120,似
󰇹,A00120-005,異體字 ,A00120,似
󰇺,A00120-006,異體字 ,A00120,似
価,A00120-007,異體字 ,A00120,似
󰇻,A00120-008,異體字 ,A00120,似
󰇼,A00120-009,異體字 ,A00120,似
󰇽,A00120-010,異體字 ,A00120,似
但,A00121,正字 ,A00121,但
󰇾,A00121-001,異體字 ,A00121,但
󰇿,A00121-002,異體字 ,A00121,但
󰈀,A00121-003,異體字 ,A00121,但
󰈁,A00121-004,異體字 ,A00121,但
𠇙,A00121-005,異體字 ,A00121,但
佣,A00122,正字 ,A00122,佣
作,A00123,正字 ,A00123,作
㑅,A00123-001,異體字 ,A00123,作
𢓓,A00123-002,異體字 ,A00123,作
𢼎,A00123-003-1,異體字 ,A00123,作
󰈂,A00123-004,異體字 ,A00123,作
𠆯,A00123-005,異體字 ,A00123,作
󰈃,A00123-008,異體字 ,A00123,作
󰈄,A00123-009,異體字 ,A00123,作
𠈨,A00123-010,異體字 ,A00123,作
你,A00124,正字 ,A00124,你
伲,A00124-001,異體字 ,A00124,你
你,A00124-002,異體字 ,A00124,你
伱,A00124-003,異體字 ,A00124,你
𤙌,A00124-004,異體字 ,A00124,你
儞,A00124-005,異體字 ,A00124,你
伯,A00125,正字 ,A00125,伯
󰈅,A00125-001,異體字 ,A00125,伯
󰈆,A00125-003,異體字 ,A00125,伯
低,A00126,正字 ,A00126,低
仾,A00126-001,異體字 ,A00126,低
󰈇,A00126-002,異體字 ,A00126,低
󰈈,A00126-003,異體字 ,A00126,低
󰈉,A00126-004,異體字 ,A00126,低
󰈊,A00126-005,異體字 ,A00126,低
󰈋,A00126-006,異體字 ,A00126,低
󰈌,A00126-007,異體字 ,A00126,低
󰈍,A00126-009,異體字 ,A00126,低
󰈎,A00126-010,異體字 ,A00126,低
𠍪,A00126-011,異體字 ,A00126,低
󰈏,A00126-012,異體字 ,A00126,低
󰈐,A00126-015,異體字 ,A00126,低
󰈑,A00126-017,異體字 ,A00126,低
󰈒,A00126-018,異體字 ,A00126,低
伶,A00127,正字 ,A00127,伶
󰈔,A00127-001,異體字 ,A00127,伶
󰈕,A00127-002,異體字 ,A00127,伶
余,A00128,正字 ,A00128,余
󰈖,A00128-001,異體字 ,A00128,余
𠎳,A00128-002,異體字 ,A00128,余
佝,A00129,正字 ,A00129,佝
佯,A00130,正字 ,A00130,佯
依,A00131,正字 ,A00131,依
󰈗,A00131-001,異體字 ,A00131,依
󰈘,A00131-002,異體字 ,A00131,依
󰈙,A00131-003,異體字 ,A00131,依
侍,A00132,正字 ,A00132,侍
󰈚,A00132-001,異體字 ,A00132,侍
󰈛,A00132-002-1,異體字 ,A00132,侍
󰈜,A00132-003,異體字 ,A00132,侍
󰈝,A00132-004,異體字 ,A00132,侍
佳,A00133,正字 ,A00133,佳
使,A00134,正字 ,A00134,使
𠉕,A00134-001,異體字 ,A00134,使
𡥐,A00134-002,異體字 ,A00134,使
𡷮,A00134-003,異體字 ,A00134,使
󰈟,A00134-006,異體字 ,A00134,使
󰈠,A00134-009,異體字 ,A00134,使
󰈡,A00134-010,異體字 ,A00134,使
󰈢,A00134-011,異體字 ,A00134,使
󰈣,A00134-013,異體字 ,A00134,使
佬,A00135,正字 ,A00135,佬
󰈤,A00135-001,異體字 ,A00135,佬
供,A00136,正字 ,A00136,供
󰈥,A00136-001,異體字 ,A00136,供
例,A00137,正字 ,A00137,例
𠊖,A00137-001,異體字 ,A00137,例
𣖊,A00137-002,異體字 ,A00137,例
󷈜,A00137-003,異體字 ,A00137,例
󰈧,A00137-004,異體字 ,A00137,例
󳫕,A00137-005,附錄字 ,A00137,例
󰈨,A00137-006,附錄字 ,A00137,例
來,A00138,正字 ,A00138,來
来,A00138-001,異體字 ,A00138,來
𧼛,A00138-002,異體字 ,A00138,來
󰈩,A00138-003,異體字 ,A00138,來
徠,A00138-003-1,異體字 ,A00138,來
逨,A00138-003-2,異體字 ,A00138,來
倈,A00138-003-3,異體字 ,A00138,來
󰈪,A00138-004,異體字 ,A00138,來
󰈫,A00138-005,異體字 ,A00138,來
󰈬,A00138-006,異體字 ,A00138,來
󰈭,A00138-007,異體字 ,A00138,來
󰈮,A00138-009,異體字 ,A00138,來
侃,A00139,正字 ,A00139,侃
𠈉,A00139-001,異體字 ,A00139,侃
偘,A00139-002,異體字 ,A00139,侃
佰,A00140,正字 ,A00140,佰
併,A00141,正字 ,A00141,併
倂,A00141-001,異體字 ,A00141,併
侈,A00142,正字 ,A00142,侈
𠈎,A00142-001,異體字 ,A00142,侈
𣆚,A00142-002,異體字 ,A00142,侈
󰈯,A00142-003,異體字 ,A00142,侈
奓,A00142-004,異體字 ,A00142,侈
󰈱,A00142-005,異體字 ,A00142,侈
𠕰,A00142-005-1,異體字 ,A00142,侈
𠕝,A00142-005-3,異體字 ,A00142,侈
󰈲,A00142-006,異體字 ,A00142,侈
󰈳,A00142-007,異體字 ,A00142,侈
󰈴,A00142-008,異體字 ,A00142,侈
佩,A00143,正字 ,A00143,佩
󰈵,A00143-001,異體字 ,A00143,佩
󰈶,A00143-002,異體字 ,A00143,佩
佻,A00144,正字 ,A00144,佻
𢓝,A00144-001,異體字 ,A00144,佻
𨋫,A00144-002,異體字 ,A00144,佻
󰈷,A00144-003,異體字 ,A00144,佻
󰈸,A00144-004,異體字 ,A00144,佻
󰈹,A00144-005,附錄字 ,A00144,佻
侖,A00145,正字 ,A00145,侖
𠌈,A00145-001,異體字 ,A00145,侖
𠎚,A00145-002,異體字 ,A00145,侖
󴻄,A00145-003,異體字 ,A00145,侖
󰈻,A00145-004,異體字 ,A00145,侖
󰈼,A00145-004-1,異體字 ,A00145,侖
󰈽,A00145-005,異體字 ,A00145,侖
󰈾,A00145-006,異體字 ,A00145,侖
󰈿,A00145-007,異體字 ,A00145,侖
佾,A00146,正字 ,A00146,佾
𢔍,A00146-001-1,異體字 ,A00146,佾
󰉀,A00146-002,異體字 ,A00146,佾
󱸭,A00146-003-1,異體字 ,A00146,佾
󰉂,A00146-005,異體字 ,A00146,佾
侏,A00147,正字 ,A00147,侏
信,A00148,正字 ,A00148,信
㐰,A00148-001,異體字 ,A00148,信
𡥪,A00148-002,異體字 ,A00148,信
䚱,A00148-003,異體字 ,A00148,信
訫,A00148-004,異體字 ,A00148,信
󰉃,A00148-005,異體字 ,A00148,信
侵,A00149,正字 ,A00149,侵
㑴,A00149-001,異體字 ,A00149,侵
𢔀,A00149-002,異體字 ,A00149,侵
󰉄,A00149-003,異體字 ,A00149,侵
󰉅,A00149-004,異體字 ,A00149,侵
󲳙,A00149-005,異體字 ,A00149,侵
󰉇,A00149-006,異體字 ,A00149,侵
󰉈,A00149-007,異體字 ,A00149,侵
󰉉,A00149-008,異體字 ,A00149,侵
󰉊,A00149-009,異體字 ,A00149,侵
󰉋,A00149-010,異體字 ,A00149,侵
󰉌,A00149-012,異體字 ,A00149,侵
󰉍,A00149-013,異體字 ,A00149,侵
侯,A00150,正字 ,A00150,侯
矦,A00150-001,異體字 ,A00150,侯
𠨶,A00150-002,異體字 ,A00150,侯
𥎦,A00150-003,異體字 ,A00150,侯
󰉎,A00150-004,異體字 ,A00150,侯
󰉏,A00150-005,異體字 ,A00150,侯
󰉐,A00150-006,異體字 ,A00150,侯
󰉑,A00150-007,異體字 ,A00150,侯
󰋈,A00150-008,異體字 ,A00150,侯
󰋉,A00150-009,異體字 ,A00150,侯
󰉔,A00150-010,異體字 ,A00150,侯
󰉕,A00150-011,異體字 ,A00150,侯
󰉖,A00150-012,異體字 ,A00150,侯
󰉗,A00150-014,異體字 ,A00150,侯
󰉘,A00150-016,異體字 ,A00150,侯
󰉙,A00150-017,異體字 ,A00150,侯
󰌎,A00150-018,異體字 ,A00150,侯
󰉛,A00150-019,異體字 ,A00150,侯
󰉜,A00150-020,異體字 ,A00150,侯
󰉝,A00150-021,異體字 ,A00150,侯
󰉞,A00150-022,異體字 ,A00150,侯
󰉟,A00150-023,異體字 ,A00150,侯
󰋭,A00150-024,異體字 ,A00150,侯
便,A00151,正字 ,A00151,便
𠊳,A00151-001,異體字 ,A00151,便
󰉡,A00151-003,異體字 ,A00151,便
󰉢,A00151-004,異體字 ,A00151,便
俠,A00152,正字 ,A00152,俠
侠,A00152-001,異體字 ,A00152,俠
󱸉,A00152-004,異體字 ,A00152,俠
俑,A00153,正字 ,A00153,俑
󰉤,A00153-001,異體字 ,A00153,俑
俏,A00154,正字 ,A00154,俏
保,A00155,正字 ,A00155,保
𠈃,A00155-001,異體字 ,A00155,保
𠊻,A00155-002,異體字 ,A00155,保
𠌀,A00155-003,異體字 ,A00155,保
𠦀,A00155-004,異體字 ,A00155,保
㙅,A00155-005,異體字 ,A00155,保
𡥀,A00155-006,異體字 ,A00155,保
𣎼,A00155-007,異體字 ,A00155,保
𤔃,A00155-008-1,異體字 ,A00155,保
𤞥,A00155-009,異體字 ,A00155,保
󰉥,A00155-010,異體字 ,A00155,保
󰉦,A00155-012,異體字 ,A00155,保
󰉧,A00155-013,異體字 ,A00155,保
󷇠,A00155-017,異體字 ,A00155,保
󰉩,A00155-018,異體字 ,A00155,保
󰉪,A00155-019,異體字 ,A00155,保
󰉫,A00155-020,異體字 ,A00155,保
促,A00156,正字 ,A00156,促
󰉭,A00156-001,異體字 ,A00156,促
󰉮,A00156-002,異體字 ,A00156,促
󰉯,A00156-003,異體字 ,A00156,促
󰉰,A00156-004,異體字 ,A00156,促
䟟,A00156-005,異體字 ,A00156,促
趗,A00156-006,異體字 ,A00156,促
侶,A00157,正字 ,A00157,侶
侣,A00157-001,異體字 ,A00157,侶
󰉱,A00157-002,異體字 ,A00157,侶
俘,A00158,正字 ,A00158,俘
󰉲,A00158-001,異體字 ,A00158,俘
俟,A00159,正字 ,A00159,俟
𡱢,A00159-001,異體字 ,A00159,俟
𢈟,A00159-002,異體字 ,A00159,俟
𢉡,A00159-003,異體字 ,A00159,俟
𢓪,A00159-004,異體字 ,A00159,俟
𥏳,A00159-005,異體字 ,A00159,俟
䇃,A00159-006,異體字 ,A00159,俟
竢,A00159-007,異體字 ,A00159,俟
󰉳,A00159-008,異體字 ,A00159,俟
󰉴,A00159-009,異體字 ,A00159,俟
󰉵,A00159-010,異體字 ,A00159,俟
󰉶,A00159-011,異體字 ,A00159,俟
󰉘,A00159-012,異體字 ,A00159,俟
󰉷,A00159-013,異體字 ,A00159,俟
逘,A00159-014,異體字 ,A00159,俟
俊,A00160,正字 ,A00160,俊
㑺,A00160-001,異體字 ,A00160,俊
儁,A00160-002,異體字 ,A00160,俊
㒞,A00160-003,異體字 ,A00160,俊
󷇏,A00160-004,異體字 ,A00160,俊
󰉹,A00160-005,異體字 ,A00160,俊
󰉺,A00160-006,異體字 ,A00160,俊
儶,A00160-007,異體字 ,A00160,俊
󰉻,A00160-008,異體字 ,A00160,俊
󱸊,A00160-011,異體字 ,A00160,俊
󰉽,A00160-012,異體字 ,A00160,俊
󰉾,A00160-013,異體字 ,A00160,俊
󷈂,A00160-015,異體字 ,A00160,俊
󰊁,A00160-016,異體字 ,A00160,俊
󰊂,A00160-017,異體字 ,A00160,俊
󰊃,A00160-019,異體字 ,A00160,俊
𨶊,A00160-020,異體字 ,A00160,俊
󰊄,A00160-022,異體字 ,A00160,俊
󰊅,A00160-023,異體字 ,A00160,俊
󰊆,A00160-024,異體字 ,A00160,俊
󰊇,A00160-026,異體字 ,A00160,俊
俗,A00161,正字 ,A00161,俗
𢓾,A00161-001,異體字 ,A00161,俗
󰊈,A00161-002,異體字 ,A00161,俗
󰊉,A00161-003,異體字 ,A00161,俗
圱,A00161-004,異體字 ,A00161,俗
󱸾,A00161-005,異體字 ,A00161,俗
󰊋,A00161-006,異體字 ,A00161,俗
󰊌,A00161-007,異體字 ,A00161,俗
󰊍,A00161-008,異體字 ,A00161,俗
󰊎,A00161-009,異體字 ,A00161,俗
󰊏,A00161-010,異體字 ,A00161,俗
󰊐,A00161-011,異體字 ,A00161,俗
󰊑,A00161-015,異體字 ,A00161,俗
󰊒,A00161-015-1,異體字 ,A00161,俗
󰊓,A00161-015-2,異體字 ,A00161,俗
侮,A00162,正字 ,A00162,侮
㚢,A00162-001,異體字 ,A00162,侮
𠆸,A00162-002,異體字 ,A00162,侮
㑄,A00162-003,異體字 ,A00162,侮
侮,A00162-004,異體字 ,A00162,侮
󰊔,A00162-005,異體字 ,A00162,侮
󰊕,A00162-006,異體字 ,A00162,侮
󰊖,A00162-008,異體字 ,A00162,侮
󰊗,A00162-009,異體字 ,A00162,侮
娒,A00162-010,異體字 ,A00162,侮
󰊘,A00162-011,異體字 ,A00162,侮
𢘃,A00162-012,異體字 ,A00162,侮
俐,A00163,正字 ,A00163,俐
悧,A00163-001,異體字 ,A00163,俐
俄,A00164,正字 ,A00164,俄
係,A00165,正字 ,A00165,係
󰊙,A00165-001,異體字 ,A00165,係
󰊚,A00165-002,異體字 ,A00165,係
󰊛,A00165-003,異體字 ,A00165,係
俚,A00166,正字 ,A00166,俚
俎,A00167,正字 ,A00167,俎
爼,A00167-001,異體字 ,A00167,俎
𤕲,A00167-002,異體字 ,A00167,俎
󰊜,A00167-003,異體字 ,A00167,俎
俞,A00168,正字 ,A00168,俞
兪,A00168-001,異體字 ,A00168,俞
󷉏,A00168-002,異體字 ,A00168,俞
󰊞,A00168-003,異體字 ,A00168,俞
󰊝,A00168-004,異體字 ,A00168,俞
󷉒,A00168-005,異體字 ,A00168,俞
倌,A00169,正字 ,A00169,倌
倍,A00170,正字 ,A00170,倍
𠊑,A00170-001,異體字 ,A00170,倍
𠋭,A00170-002,異體字 ,A00170,倍
俖,A00170-003,異體字 ,A00170,倍
𧴥,A00170-004,異體字 ,A00170,倍
倣,A00171,正字 ,A00171,倣
㑂,A00171-001,異體字 ,A00171,倣
俯,A00172,正字 ,A00172,俯
頫,A00172-001,異體字 ,A00172,俯
俛,A00172-002,異體字 ,A00172,俯
󰊡,A00172-003,異體字 ,A00172,俯
󰊢,A00172-004,異體字 ,A00172,俯
倦,A00173,正字 ,A00173,倦
劵,A00173-001,異體字 ,A00173,倦
𠢏,A00173-002,異體字 ,A00173,倦
𢛗,A00173-003,異體字 ,A00173,倦
󱷰,A00173-010,異體字 ,A00173,倦
惓,A00173-011-1,異體字 ,A00173,倦
